Ligand,Cone Angle (°),% Buried Volume (3.5A),HOMO Energy (eV),LUMO Energy (eV),Cu-N (A),Lowdin Charge (N),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Orbital Charge Cu(d),Orbital Charge Cu(dxy),Orbital Charge L1(dxy),Orbital Charge L2(py),Ea
SAQHAW,184.43,30.5,-2.5355,-1.5783,1.88,-0.4551,2.756,28.8267,7.3938,0.7849,9.7713,1.9488,0.0631,1.5793,14.7
DUJVAG,213.94,34.3,-3.0437,-2.5268,1.85,-0.4214,2.8343,28.7889,7.3477,0.7967,9.7883,1.9685,0.0845,1.1354,16.3
XOPCOV,222.29,42.6,-2.8156,-1.8067,1.88,-0.4247,2.8278,28.8407,7.3233,0.7843,9.7578,1.9356,0.114,1.5339,16.5
JABNEJ,224.1,40.2,-2.5533,-1.7904,1.89,-0.4233,2.7752,28.8198,7.3662,0.7712,9.7717,1.9377,0.0698,1.609,16.7
MEMWUW,194.98,33.2,-2.8009,-1.8074,1.86,-0.4459,2.7945,28.8142,7.3636,0.7763,9.8025,1.9764,0.0284,1.4303,18.5
FERYOR,192.76,34.8,-2.6284,-1.4434,1.88,-0.457,2.7626,28.8153,7.3851,0.7892,9.7654,1.9576,0.0662,1.5851,13.2
FIVFIA,247.64,42.7,-2.2148,-1.518,1.95,-0.434,2.7679,28.9199,7.2868,0.7346,9.8158,1.9714,0.0313,1.5888,14.6
ILAZAX,249.9,44,-3.8759,-2.834,2.05,-0.3034,2.8858,28.7041,7.441,0.4645,9.8582,1.9774,0.083,1.1402,47.2
ZENTOB,181.72,32.1,-3.7131,-3.2174,1.82,-0.3432,2.9774,28.7099,7.312,0.881,9.699,1.9814,0.1148,1.5615,20.1
AZUDAB,193.28,33.4,-2.0911,-0.7124,1.91,-0.4868,2.7472,28.9752,7.3744,0.7039,9.842,1.9986,0.0206,1.2889,24.1
SEPDIA,203.79,34.3,-2.6276,-1.5257,1.91,-0.4656,2.7576,28.8713,7.3778,0.7627,9.8173,1.9776,0.0397,1.6688,15.6
WADQEZ,227.75,40.4,-2.591,-1.6077,1.92,-0.4618,2.7631,28.8573,7.3615,0.7503,9.821,1.9612,0.0735,1.2616,15.3
ABULIT,197.04,34.3,-2.5542,-1.4199,1.91,-0.4629,2.7552,28.8536,7.3834,0.7649,9.7843,1.946,0.0263,1.5454,19.1
JEWTOU,184.36,31.7,-2.5415,-1.7162,1.87,-0.4374,2.7762,28.877,7.3441,0.7475,9.7575,1.9675,0.0828,1.4665,19.6
DIHBUT,219.78,36.4,-2.6547,-1.8408,1.9,-0.4565,2.7613,28.8661,7.3734,0.7659,9.8171,1.9574,0.0574,1.2023,16
MURDOS,216.12,36.4,-2.7042,-2.2033,1.88,-0.4475,2.7783,28.8654,7.3671,0.7823,9.8133,1.9634,0.0755,1.3238,18.3
HIQKEX,188.4,31.1,-2.608,-2.0586,1.87,-0.4377,2.7845,28.8006,7.3801,0.7841,9.764,1.9502,0.0816,1.5855,15.9
VOXJAT,188.13,31.1,-2.6129,-2.0524,1.87,-0.4367,2.7911,28.8034,7.3756,0.7908,9.7612,1.9769,0.1171,1.6515,16.1
PUGXUL,232.65,39.9,-2.8212,-2.2204,1.87,-0.4028,2.8566,28.803,7.3278,0.8192,9.7347,1.9847,0.1017,1.463,9.9
MIGNUL,159.1,24,-2.8215,-2.0594,1.85,-0.456,2.7749,28.9311,7.3845,0.8199,9.7987,1.9746,0.0838,1.5134,21.1
TZACOL,198.81,35.3,-2.7581,-1.7732,1.88,-0.4541,2.7778,28.8199,7.3847,0.8178,9.7913,1.972,0.0878,1.4625,8.3
NUQGOW,191.24,34.4,-2.6325,-1.4631,1.88,-0.4562,2.7628,28.8196,7.3853,0.7922,9.7658,1.9513,0.0678,1.5765,23.8
APGPHI,181.05,29.4,-2.0388,0.1992,1.92,-0.4718,2.7298,28.9415,7.3629,0.6749,9.8022,1.9535,0.0875,1.7012,21.2
SATCOG,169.41,27.6,-2.9681,-1.4281,1.85,-0.4575,2.7917,28.7731,7.3699,0.8357,9.8269,1.9742,0.0113,1.571,17.7
PAVZET,236.35,37.6,-3.332,-3.0265,1.85,-0.3619,2.8968,28.7299,7.3487,0.7843,9.7776,1.9742,0.0846,1.128,18.2
ACPENC10,237.83,47.1,-3.0585,-2.521,1.88,-0.394,2.8417,28.7951,7.3193,0.8311,9.7498,1.9687,0.0704,1.5368,11
EHUJAT,229.21,38.3,-3.6911,-3.2654,1.84,-0.3402,2.9628,28.7665,7.287,0.8384,9.7352,1.985,0.026,1.6433,19.3
CIBCIZ,239.18,42.8,-2.5534,-1.997,1.9,-0.4365,2.7466,28.8699,7.3675,0.7514,9.7934,1.9694,0.0238,1.6658,17.3
MEFNIW,181.57,31.6,-2.6421,-1.9402,1.87,-0.4398,2.7867,28.818,7.3714,0.7847,9.7593,1.9563,0.0632,1.6728,17.8
BALSOW,237.87,47.2,-3.0299,-2.4517,1.88,-0.3963,2.8334,28.7881,7.324,0.8275,9.7486,1.975,0.0748,1.5187,10.4
FUCWUV,211.36,33.4,-2.5871,-1.7927,1.87,-0.4398,2.7892,28.806,7.3624,0.7895,9.751,1.9819,0.1221,1.6201,16.1
FERYUX,210.98,38,-2.5679,-1.4555,1.88,-0.4506,2.7687,28.8405,7.3659,0.7909,9.7693,1.9572,0.0691,1.5685,15.3
HANDEI,193.78,32.5,-2.9033,-1.8389,1.85,-0.4338,2.8043,28.8634,7.3529,0.799,9.7764,1.9427,0.0202,1.6493,19.4
LUHFOK,231.97,38.5,-3.2277,-2.5675,1.84,-0.3845,2.9029,28.7775,7.3011,0.8082,9.7614,1.9621,0.0234,1.6742,17.2
PAVJUT,236.38,37.8,-3.3286,-2.7086,1.85,-0.388,2.89,28.791,7.338,0.8196,9.7648,1.9667,0.024,1.665,14.4
YEKVER,185.32,33.1,-3.9337,-3.4296,1.78,-0.3039,3.0027,28.6208,7.2832,0.8408,9.6965,1.879,0.0822,1.6787,24.2
KUFLUU01,232.62,39.6,-2.8008,-2.8113,1.89,-0.3766,2.8872,28.7388,7.2988,0.7375,9.7486,1.9815,0.0246,1.6583,14.3
COMWEG,197.32,34.8,-2.1851,-0.552,1.92,-0.4724,2.7313,28.9231,7.3718,0.6879,9.8223,1.9806,0.0949,1.1692,22.4
CEKMUD,195.16,41,-3.5515,-2.8579,1.82,-0.3638,2.9278,28.7057,7.3187,0.8366,9.7184,1.977,0.1253,1.0729,26.1
MEKSEA,223.61,36.5,-1.8037,-0.8859,1.91,-0.4861,2.7456,28.9518,7.3598,0.6558,9.8451,1.9822,0.0181,1.3142,23.6
YOCPUD,155.53,23.9,-2.7792,-2.145,1.85,-0.4575,2.7695,28.9146,7.3865,0.8184,9.8002,1.9847,0.0756,1.5113,21
RIQBIC,158.47,24.3,-2.8292,-2.1771,1.84,-0.4432,2.7988,28.9141,7.3737,0.8133,9.781,1.9517,0.0758,1.6443,21.1
WUTWEP,200.35,35.3,-2.7174,-1.6656,1.87,-0.4439,2.7897,28.8273,7.3655,0.763,9.7935,1.9763,0.0311,1.1749,11.4
RIHNAA,193.86,32.5,-2.9394,-1.9187,1.84,-0.43,2.8107,28.8579,7.3506,0.804,9.7734,1.9743,0.0273,1.7236,19.3
SETVES10,178.47,28,-3.035,-2.4648,1.82,-0.422,2.8228,28.8015,7.3635,0.8435,9.8,1.9617,0.065,1.6279,18.5
WIHCAS,204.12,35.5,-3.1407,-2.1675,1.84,-0.4234,2.8321,28.7617,7.3733,0.7933,9.7801,1.9618,0.0216,1.387,16.9
FOXWOH,181.79,29.5,-2.2326,0.3379,1.91,-0.4746,2.7352,28.9117,7.3749,0.7045,9.8079,1.9593,0.0978,1.6205,26.7
DEKYUO,195.74,31,-3.0843,-2.8543,1.85,-0.3797,2.9003,28.6989,7.3255,0.8115,9.7218,1.9779,0.0932,1.5717,17
XAPWAN,181.97,28.1,-3.4571,-2.9236,1.8,-0.3602,2.9227,28.6979,7.329,0.8411,9.7421,1.9671,0.0735,1.5494,19.9
TORKOB,229.89,38.7,-3.5656,-3.3191,1.86,-0.3419,2.9537,28.7207,7.312,0.8026,9.7432,1.9861,0.1017,1.2178,26.8
EDETEN,183.27,28.2,-2.3705,-1.287,1.87,-0.4574,2.7612,28.843,7.3791,0.7681,9.788,1.9778,0.0827,1.6887,23.3
WEKBAP,199,35.8,-2.753,-2.3039,1.86,-0.4438,2.7663,28.7362,7.3789,0.779,9.7556,1.9806,0.0892,1.4397,13.7
OTUBEM,200.69,46.2,-3.0474,-1.3175,1.87,-0.4478,2.8059,29.0664,7.3239,0.7915,9.8195,1.959,0.0282,3.4786,16.2
YOVWOY,188.32,38.1,-2.4809,-1.9574,1.88,-0.4351,2.788,28.8839,7.3405,0.7509,9.7591,1.9547,0.1043,1.5149,28.7
YADSII,182.04,29.6,-2.0055,0.6238,1.93,-0.474,2.7261,28.9443,7.3657,0.6781,9.8062,1.9643,0.0963,1.6709,26.3
JIKNOJ,194.27,30.9,-3.0759,-2.7067,1.87,-0.3797,2.8856,28.6849,7.3321,0.7921,9.7254,1.9828,0.0498,1.6047,20.7
POXYUZ,196.9,34.6,-2.6431,-1.3894,1.9,-0.4499,2.7742,28.8261,7.3635,0.771,9.7528,1.9465,0.1001,1.5421,14.5
SAGBUB,205.04,41.4,-2.4845,-1.2787,1.92,-0.4487,2.7636,28.8638,7.3637,0.7572,9.7497,1.9602,0.1077,1.376,19.7
FUQNAI,214.58,34.3,-3.0119,-2.2722,1.85,-0.427,2.8019,28.7879,7.3562,0.794,9.7941,1.9706,0.0222,1.661,18.7
BUMHOG,181.17,32.2,-1.9354,-0.371,1.93,-0.4794,2.7169,28.9411,7.4194,0.7143,9.8028,1.9808,0.0779,1.5884,46
RAKRAY,189.3,32.5,-2.7869,-2.2525,1.84,-0.4023,2.8359,28.7744,7.34,0.772,9.7297,1.9738,0.0967,1.591,64.5
KERZUE,240.11,40.1,-2.3143,-1.7141,1.93,-0.4423,2.7832,28.9081,7.3093,0.7459,9.7978,1.9672,0.0383,1.6783,15
VANCET,194.42,33,-2.9327,-2.2072,1.85,-0.3997,2.8454,28.7482,7.3369,0.7702,9.7253,1.9439,0.0706,1.7173,20
LIZVOH,158.51,24.3,-2.9906,-2.4202,1.82,-0.4271,2.8232,28.8817,7.3644,0.8224,9.7757,1.972,0.0632,1.4868,20.2
HAJMOU,183.14,30.3,-3.3979,-2.7095,1.82,-0.3924,2.8782,28.7912,7.3472,0.8312,9.7745,1.9665,0.015,1.6229,20.1
FAMGAE,167.97,26.3,-2.8124,-2.2167,1.85,-0.4618,2.767,28.9407,7.3966,0.8239,9.8031,1.9723,0.0627,1.5336,18.9
RUKCIK,209.61,38.7,-2.8782,-2.7425,1.87,-0.3933,2.8646,28.7693,7.2896,0.7938,9.7858,1.9597,0.0983,1.5975,22.3
PEZNAK,192.01,34.7,-2.6067,-1.3867,1.89,-0.4602,2.7511,28.8357,7.3846,0.7906,9.7679,1.9694,0.1188,1.6614,14.5
EKOWEJ,232.59,39.8,-2.6273,-1.9329,1.9,-0.4416,2.8018,28.8675,7.3525,0.7673,9.7792,1.986,0.0327,1.6282,13
WIPLAK,221.18,37.3,-2.9602,-2.6026,1.88,-0.3947,2.858,28.8408,7.3124,0.7495,9.7402,1.9568,0.0272,1.7752,17.5
YEFVEL,233.16,37.9,-3.3398,-2.7356,1.85,-0.3879,2.8821,28.7855,7.3448,0.8175,9.763,1.9825,0.0247,1.6419,17.2
MICDOS,222.88,42.8,-2.5001,-1.5433,1.91,-0.4334,2.7415,28.8735,7.3461,0.7747,9.7815,1.943,0.0771,1.5921,14.5
PUJCIH,217.75,40.5,-3.3569,-2.7261,1.84,-0.3912,2.8862,28.7684,7.3395,0.8445,9.7684,1.9263,0.0242,1.7003,17.8
KIZYOK,229.08,37.8,-3.3486,-2.8643,1.86,-0.3852,2.8884,28.8247,7.3268,0.8181,9.7672,1.9832,0.0242,1.6357,17.1
VAHKUN,211.69,32.5,-2.8057,-2.0507,1.86,-0.4298,2.8146,28.7658,7.3711,0.804,9.7335,1.9773,0.1198,1.6244,12.9
VOQPIB,183.97,32.7,-2.6221,-2.0309,1.87,-0.4306,2.8023,28.7909,7.3633,0.7798,9.7497,1.9135,0.0629,1.7471,38.8
MAWLAX,180.77,28,-3.2487,-2.6413,1.81,-0.3921,2.8778,28.7262,7.3425,0.8324,9.7647,1.9492,0.0735,1.6979,18.2
MOYXAB01,202.57,35.4,-3.2084,-2.3208,1.84,-0.4259,2.8462,28.8266,7.3525,0.8264,9.7942,1.9695,0.0251,1.3388,17.6
DXTETC,194.35,32.8,-2.6969,-2.3252,1.86,-0.4259,2.7935,28.7736,7.3501,0.7679,9.753,1.965,0.0494,1.6597,22.2
FUWKOY,191.73,41.6,-1.6599,0.6403,1.98,-0.4778,2.688,28.9489,7.3932,0.6499,9.831,1.9499,0.0491,1.6773,25.2
HORBUL02,242.49,41.6,-2.3429,-1.7618,1.94,-0.4371,2.6924,28.8067,7.3532,0.6844,9.8046,1.9446,0.0854,1.3124,13.6
EFIGOQ,188.8,31.1,-2.6701,-2.1761,1.87,-0.4289,2.8021,28.7878,7.37,0.7854,9.7565,1.9784,0.1162,1.6488,15.7
ECINIP,211.04,35.2,-2.9318,-2.387,1.85,-0.3907,2.8603,28.7355,7.3063,0.7818,9.7082,1.9824,0.0677,1.745,23.8
EPABUU,188.48,36.7,-2.0247,-0.396,1.93,-0.5,2.7291,28.9941,7.4331,0.7474,9.8412,1.975,0.0198,1.3338,27
XUPHEV,183.37,35.3,-2.4462,-1.4278,1.89,-0.4585,2.7434,28.8584,7.3732,0.7507,9.7814,1.9809,0.0891,1.5134,17.5
PODLAY,161.11,24.6,-1.9736,0.5729,1.87,-0.475,2.7579,28.9771,7.372,0.7348,9.7973,1.9533,0.0691,1.649,25.2
SOGSUC,241.27,48.6,-3.0967,-1.6896,1.86,-0.4384,2.8082,28.8351,7.3425,0.8608,9.8052,1.9868,0.0654,1.4381,14
SINHIH,191.77,32.4,-2.5642,-1.7906,1.87,-0.4453,2.7895,28.8346,7.3821,0.7929,9.7613,1.9716,0.1126,1.6648,18.6
PASMIF,180.98,31.2,-3.3123,-2.5508,1.82,-0.3836,2.8978,28.6948,7.3489,0.8331,9.7347,1.9462,0.0558,1.5786,16.9
FUMKAA,188.65,32.8,-2.8332,-2.4891,1.86,-0.4271,2.8163,28.776,7.3713,0.808,9.7351,1.9653,0.0575,1.5586,17.9
MGPCPI,183.51,30,-1.7173,0.7135,1.93,-0.478,2.7203,28.9975,7.3722,0.6764,9.7976,1.9742,0.0876,1.6684,26.8
OPUPIA,159.44,24.4,-2.8148,-1.8824,1.82,-0.4427,2.7915,28.9007,7.3808,0.8283,9.7867,1.9771,0.0616,1.4856,18.6
FAHROV,185.16,28.5,-2.0937,-0.8507,1.89,-0.4669,2.7395,28.9102,7.3589,0.7103,9.797,1.9838,0.0989,1.6803,27.2
OCEBOP,217,39.5,-3.33,-2.631,1.84,-0.3975,2.8782,28.7629,7.3333,0.8356,9.75,1.9819,0.0311,1.6716,24
IHOWEJ,184.95,31.2,-2.8343,-1.4107,1.89,-0.4751,2.7568,28.898,7.39,0.8074,9.8214,1.9577,0.0882,1.2268,22.4
WEFRUX,210.81,39.2,-2.4566,-1.3396,1.91,-0.4663,2.7421,28.8472,7.3991,0.7673,9.8033,1.9454,0.0235,1.6242,18.6
PATHID,193.8,30.7,-3.1303,-2.8765,1.86,-0.4074,2.853,28.8114,7.3525,0.8042,9.7974,1.9655,0.0726,1.0825,19
DUKZUE,182.21,30.5,-2.0046,0.5994,1.92,-0.4747,2.7318,28.9522,7.3742,0.6841,9.8086,1.9849,0.0547,1.7474,22.4
HIFVUQ,196.83,33.2,-2.5098,-2.2256,1.9,-0.4532,2.7651,28.8418,7.3844,0.7681,9.7992,1.9613,0.0625,1.2059,12.2
MMANSC,180.16,30.1,-2.1833,0.518,1.92,-0.4718,2.7367,28.9081,7.3618,0.6917,9.8085,1.9707,0.1342,1.6957,34.6
HIFWAX,195.95,33.2,-2.5139,-2.2367,1.9,-0.4525,2.7659,28.8434,7.3831,0.7707,9.7984,1.9586,0.0627,1.2165,12.4
ITEGIX01,184.56,37,-1.5278,-0.4645,1.93,-0.481,2.698,28.9427,7.3477,0.668,9.7992,1.9763,0.0941,1.6871,20.3
FALLEN,240.47,36.7,-2.7031,-2.048,1.87,-0.4396,2.794,28.8747,7.3556,0.7846,9.7755,1.9751,0.0239,1.6996,16.2
YOMQUP,158.22,24.2,-2.9298,-2.4459,1.82,-0.4292,2.8189,28.8822,7.3654,0.8163,9.7786,1.952,0.0641,1.5383,21
CIBGUP,188.21,32.2,-2.6336,-1.3399,1.86,-0.4532,2.7679,28.8308,7.3731,0.7941,9.8013,1.9661,0.0835,1.5949,22
XIYVIL,262.13,47.1,-2.546,-1.581,2.13,-0.3187,2.791,28.6831,7.4511,0.333,9.9091,1.9947,0.0241,1.3406,32.9
GUWFIP,202.95,35.4,-3.2493,-3.2803,1.84,-0.4047,2.8624,28.7747,7.35,0.8121,9.7841,1.97,0.0265,1.3546,16.6
UQIBED,185.38,30.5,-2.6501,-1.8218,1.87,-0.4428,2.7852,28.7963,7.3848,0.7914,9.753,1.9826,0.1083,1.6246,14.5
KAVSEF01,217.27,39,-3.4548,-2.9048,1.83,-0.3747,2.9093,28.7162,7.3131,0.8313,9.7443,1.9694,0.0818,1.0709,19.8
ATISUT,217.85,49.5,-2.009,-0.1052,1.93,-0.4541,2.7162,28.9713,7.3688,0.7181,9.8007,1.9951,0.0955,1.72,23.3
ICEFUT,179.53,27.9,-2.3591,-0.3615,1.89,-0.4682,2.7438,28.8916,7.3715,0.7194,9.8069,1.9585,0.0708,1.5902,21.6
UYOSEI,234.81,37.8,-3.9822,-3.6429,1.84,-0.3036,3.0003,28.7294,7.313,0.8535,9.7217,1.9879,0.0786,1.1207,24.6
PAMQUS,184.68,30.7,-2.6636,-1.6736,1.86,-0.4341,2.779,28.7894,7.3646,0.7498,9.7563,1.9663,0.094,1.5842,14.4
QUZNOP,233.4,37.7,-3.2809,-2.6658,1.86,-0.3995,2.8598,28.8375,7.3523,0.8241,9.7767,1.9769,0.0249,1.6546,17.7
TAQJED,192,30.9,-1.7904,-1.3376,1.9,-0.4643,2.7238,28.9102,7.3856,0.7119,9.7512,1.9736,0.078,1.6135,20.3
SEZREV01,237.01,40.7,-3.2273,-2.6485,1.87,-0.3949,2.8436,28.8549,7.3377,0.8364,9.7839,1.9653,0.0731,1.1335,16.5
FIPLEY,181.51,32.5,-3.3638,-2.4974,1.82,-0.4111,2.8618,28.7686,7.3704,0.8223,9.7954,1.9585,0.0286,1.3657,14.8
PUFLAE,227.25,41,-2.8134,-2.4008,1.85,-0.4191,2.8409,28.7826,7.3355,0.7552,9.7614,1.9653,0.0261,1.3234,16.2
HABVAJ,220.77,35.7,-3.0139,-2.6771,1.85,-0.3993,2.8609,28.8043,7.3338,0.7914,9.7619,1.9814,0.0791,1.1909,18.2
HOZYEC,203.44,35.5,-3.1627,-3.0315,1.84,-0.4032,2.8558,28.7582,7.3559,0.7946,9.7837,1.9693,0.026,1.3518,15.6
BIVXEJ,223.04,37.8,-2.5285,-1.7321,1.9,-0.46,2.7607,28.8529,7.369,0.7322,9.8188,1.9654,0.0271,1.4135,30.2
ALXANM11,182.28,29.6,-2.6086,-2.0601,1.84,-0.4327,2.7944,28.8034,7.3716,0.7908,9.7766,1.9748,0.08,1.6802,18.1
HAGXES,200.11,39.2,-2.4436,-1.0768,1.9,-0.4777,2.7771,28.8791,7.3656,0.7307,9.7989,1.951,0.0305,1.0973,18.9
BUJRED,181.35,29.2,-2.0132,0.588,1.93,-0.4755,2.731,28.9275,7.3677,0.6764,9.8027,1.9878,0.0544,1.7575,22.2
ENUJED,225.86,34.5,-3.4284,-2.9636,1.83,-0.3769,2.9062,28.7591,7.3226,0.8198,9.7479,1.9627,0.0261,1.6797,16.2
IYEZAP,188.28,38.3,-2.5202,-1.9729,1.88,-0.4308,2.7912,28.8779,7.3338,0.7529,9.7576,1.9612,0.1004,1.4989,27.5
NAKKIX,209.52,35.5,-2.9816,-2.8637,1.85,-0.4136,2.8463,28.786,7.3561,0.7717,9.8075,1.963,0.0233,1.3223,14.5
ATUWAN,183.52,28.3,-3.7978,-3.3006,1.79,-0.3188,2.9883,28.6584,7.2981,0.8625,9.7191,1.9732,0.0758,1.6509,22.3
XICFAR,184.91,30.5,-2.627,-1.7811,1.87,-0.446,2.7791,28.8085,7.3848,0.7923,9.759,1.9831,0.1057,1.6267,15
ITADAJ,231.42,37.4,-3.5213,-3.1877,1.84,-0.3267,2.968,28.7653,7.2786,0.8401,9.7309,1.9768,0.1077,1.1338,21.9
GEQBIP,204.03,35.7,-3.3602,-2.5775,1.84,-0.407,2.8697,28.803,7.3452,0.8289,9.78,1.9638,0.0275,1.3699,17.6
MUMNOZ,233.63,44.6,-4.0489,-1.894,1.99,-0.3207,2.9479,28.725,7.4521,0.5173,9.8482,1.9675,0.0343,1.5622,57.6
EMAWUL,197.34,30.2,-3.3161,-3.0973,1.85,-0.3385,2.9382,28.6299,7.2953,0.784,9.7066,1.9703,0.0708,1.6655,20.5
HISXOZ01,217.92,42.8,-3.2494,-2.4162,1.84,-0.4164,2.8603,28.7699,7.3472,0.8209,9.7777,1.9734,0.0354,1.4001,27.5
XOJLUE,181.32,32.8,-2.0368,0.5594,1.92,-0.4741,2.7243,28.94,7.3625,0.6867,9.8076,1.9849,0.0526,1.7278,31.7
YEKHII,213.05,36.2,-2.3598,-1.5455,1.87,-0.4636,2.7722,28.8367,7.3862,0.7147,9.8132,1.9786,0.0226,1.2725,17.8
KEPGUH,156.74,24.2,-2.8255,-2.0134,1.84,-0.4539,2.7799,28.9338,7.3868,0.8183,9.7944,1.98,0.0753,1.5017,20
DOBBUS,196.51,38.6,-2.8633,-2.1439,1.87,-0.4357,2.7997,28.8155,7.355,0.8202,9.7691,1.9581,0.0837,1.5739,33.9
AYUQAN,202.31,39.6,-2.4848,-0.7184,1.93,-0.474,2.7396,28.8551,7.3627,0.7041,9.8253,1.9871,0.0435,1.27,26.1
ECONUG,205.84,36.2,-2.8707,-1.8085,1.87,-0.4458,2.8012,28.8519,7.3705,0.7902,9.7957,1.9402,0.0215,1.2816,19.3
RESJUV,206.57,34.8,-2.497,-1.3583,1.92,-0.4708,2.7317,28.8788,7.3914,0.7529,9.7998,1.9819,0.0398,1.6473,13.5
VUZHII,232.31,38.8,-3.7219,-3.3826,1.84,-0.3339,2.9651,28.7668,7.3065,0.8316,9.7375,1.983,0.0237,1.6232,20
NOSYUP,232.95,37.9,-3.7842,-3.4836,1.84,-0.2886,3.0158,28.7469,7.2539,0.8587,9.7072,1.982,0.1084,1.1311,20.5
BALPUC,201.53,39.3,-2.7235,-1.8158,1.91,-0.4539,2.7572,28.8947,7.3466,0.7317,9.7954,1.9537,0.0603,1.4514,16.6
NAMVOM,180.02,29.5,-2.2537,0.443,1.91,-0.4693,2.7387,28.9226,7.3711,0.6907,9.8091,1.9828,0.0527,1.7282,20.8
CEJSOA,232.9,41.1,-3.1954,-2.2375,1.83,-0.383,2.8417,28.7457,7.3103,0.7684,9.7698,1.9793,0.0973,1.1536,12.8
HITWAJ,236.14,39.4,-2.6224,-2.5458,1.88,-0.4444,2.8082,28.8346,7.3492,0.7635,9.8416,1.9619,0.0171,1.2368,13.8
FIWPAE,182.33,28.2,-2.3403,-1.3551,1.87,-0.4605,2.7609,28.8915,7.3907,0.7732,9.8009,1.9807,0.0738,1.7071,18.9
BEJLUX,181.68,28.4,-3.5249,-3.1498,1.8,-0.3559,2.9288,28.7519,7.3276,0.8439,9.7654,1.9479,0.074,1.6589,19.5
ATUDAW,181.07,32.9,-1.8286,0.6819,1.94,-0.4797,2.7162,28.9565,7.4199,0.7032,9.8029,1.9783,0.0728,1.7002,22.3
QAMNUN,183.57,31.4,-2.6389,-1.5258,1.88,-0.45,2.776,28.8133,7.3818,0.788,9.7622,1.9701,0.0518,1.6027,13.8
ACETUA,162.2,26.9,-3.133,-2.9061,1.82,-0.3825,2.8934,28.8047,7.3443,0.8145,9.736,1.98,0.0848,1.6245,23.4
UNUWEG,231.46,39.6,-2.5929,-1.8409,1.88,-0.4229,2.7993,28.7742,7.3478,0.7065,9.7762,1.9783,0.0286,1.6874,12.3
LAPCUC,233.63,37.6,-3.5328,-3.4766,1.86,-0.3588,2.9123,28.7893,7.3329,0.8253,9.7642,1.9702,0.0221,1.6151,18.3
BEWFOZ,155.31,24.1,-2.798,-1.9702,1.86,-0.4652,2.7589,28.9253,7.3935,0.8173,9.8047,1.9766,0.0809,1.598,20.3
IXAXIQ,249.41,43.9,-2.787,-2.3145,1.86,-0.3589,2.9215,28.7838,7.256,0.8225,9.7153,1.9653,0.078,1.4944,13
OJUTOF,203.51,35.2,-2.6139,-1.8421,1.89,-0.4588,2.7683,28.8164,7.3869,0.7575,9.7821,1.9679,0.118,1.3824,13.7
VEMDAS,213.44,39.7,-2.6116,-1.8039,1.9,-0.4353,2.7945,28.8429,7.3331,0.7632,9.7733,1.9759,0.0933,1.1463,12.5
ZZZFLM01,158.31,24.2,-2.8496,-2.1307,1.84,-0.4455,2.7951,28.8984,7.3844,0.8162,9.7853,1.9737,0.0779,1.6438,20.7
SIKTIS,219.3,39.9,-3.457,-3.0019,1.83,-0.3672,2.9253,28.7393,7.3088,0.8253,9.7442,1.9764,0.0213,1.6078,17.9
XIBZOY,224.94,39.2,-3.2703,-2.6626,1.84,-0.3967,2.872,28.7486,7.3277,0.8285,9.7573,1.9736,0.0825,1.0769,24.7
CUXYOJ,186.85,31.5,-2.6337,-1.8068,1.89,-0.4421,2.7906,28.8425,7.3741,0.7916,9.755,1.9071,0.0803,1.767,19.2
TRPROX10,182.86,35,-1.805,0.6516,1.92,-0.4723,2.7326,28.9538,7.3695,0.6862,9.8037,1.9691,0.1069,1.6874,21.8
MPYDCX01,197.52,34,-2.5962,-2.3494,1.89,-0.4301,2.8007,28.8587,7.3633,0.7438,9.8057,1.9734,0.0071,1.5544,14.5
YIHQEL,183.2,30.7,-2.0553,-0.7033,1.91,-0.4729,2.7214,28.9454,7.3677,0.6917,9.8097,1.9778,0.0777,1.6958,21.7
SOVVUU,204.18,38.6,-2.7488,-2.2416,1.87,-0.3954,2.81,28.7809,7.3195,0.7336,9.7153,1.9684,0.1125,1.4332,31.8
AHIDIT,181.7,29.1,-2.0235,0.6055,1.93,-0.475,2.7301,28.9294,7.3605,0.6736,9.8024,1.9517,0.0886,1.6428,19.7
HDOPAC,181.43,28.1,-2.2155,0.2649,1.9,-0.4682,2.743,28.909,7.3588,0.6997,9.8026,1.9683,0.0869,1.7102,20
MOPHIK,231.99,37.8,-3.2832,-2.9804,1.86,-0.391,2.8722,28.8153,7.3454,0.8191,9.7773,1.9727,0.024,1.6377,16.7
DEKTET,198.97,35.4,-3.7762,-3.1115,1.81,-0.3576,2.9536,28.7375,7.324,0.8467,9.7144,1.963,0.0449,1.2132,18.8
NODGAO,194.74,36.3,-2.7946,-2.5252,1.84,-0.4089,2.8167,28.7222,7.3626,0.7441,9.7585,1.9743,0.0755,1.4039,14.8
YIHDID,234.3,40.1,-2.8291,-2.7962,1.88,-0.4247,2.7788,28.8475,7.3974,0.7862,9.8415,1.9663,0.0217,1.3297,13.7
FOJQON,193.5,33.6,-3.4196,-2.6977,1.82,-0.3992,2.8752,28.8132,7.3522,0.8369,9.7793,1.9552,0.0338,1.4187,16.6
SAGKOE,202.43,36.8,-2.6389,-1.5988,1.88,-0.4594,2.7821,28.8505,7.3803,0.7654,9.8081,1.9776,0.0148,1.2103,16.8
