Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
FOKGUJ,81.97,181.28,1.72,6.06,11.89,30,18.7,10.2,576.49,-2.8959,-2.2442,2.14,1.92,1.84,0.202,-0.4394,-0.6002,-0.0959,1.9364,2.7867,1.9703,3.0921,28.8681,7.3573,8.4954,6.9288,0.8033,0.3078,0.5657,3.1983,1.521,1.4016,1.243,6.465,12.5432,4.1842,4.1655,4.1935,9.7898,1.9414,1.9396,1.9618,1.9617,1.9853,1.509,1.5761,0.0689,0.0767,0.063,0.0686,0.0723,1.3239,1.2568,1.2142,0.1219,0.0184,0.0229,0.0244,0.0201,0.0361,24
FORBZA,63.82,159.05,1.69,3.26,10.76,24.3,14.2,8.4,491.08,-3.0737,-2.6385,2.06,2.06,1.82,0.3571,-0.414,-0.5948,-0.5937,1.9201,2.8432,1.9494,1.9486,28.865,7.3593,8.5357,8.5334,0.8204,0.4542,0.45,3.2008,1.4512,1.4451,1.2395,6.4425,12.4333,4.1597,4.1549,4.1187,9.7671,1.901,1.9724,1.9739,1.9623,1.9576,1.6518,1.5755,0.0508,0.0796,0.0751,0.0596,0.0778,1.5006,1.5585,1.6558,0.3422,0.0626,0.0823,0.0644,0.0701,0.0628,21.2
FORHAV,86.29,192.52,2.69,7.16,7.8,37.3,30.4,20.1,624.19,-3.2395,-2.3936,2.58,1.8,1.78,0.2975,-0.4306,0.8717,-0.6313,2.0621,2.8664,3.1254,2.3233,28.8115,7.2786,14.6113,8.5131,0.875,0.2855,0.5812,3.1857,1.4867,1.2354,1.4459,6.4577,12.49,4.1644,4.142,4.1837,9.7548,1.9629,1.9043,1.9509,1.9713,1.9654,3.1527,2.9406,0.0177,0.0563,0.0345,0.0261,0.0515,1.5574,1.4932,1.677,0.4296,0.0891,0.0722,0.1035,0.0702,0.0947,9.7
FOZHEK,92.33,239.22,2.19,9.64,8.04,40.6,33.4,24.2,709.64,-2.4071,-2.0705,1.95,1.99,1.88,0.2912,-0.3872,-0.7279,-0.0632,2.0284,2.8085,2.0294,3.0775,28.7774,7.3333,8.5646,7.0665,0.6914,0.5158,0.4706,3.2004,1.2643,1.4836,1.3638,6.3808,12.5196,4.1302,4.2111,4.1783,9.8084,1.9394,1.9582,1.9737,1.9729,1.9643,1.5368,1.5929,0.0785,0.0851,0.0852,0.0789,0.0827,1.2709,1.3767,1.12,0.1168,0.0229,0.0173,0.0379,0.0193,0.0193,21.8
FOZLEM,89.36,191.96,1.55,6.11,5.84,33.4,23,10.9,458.41,-2.5391,-1.4048,1.99,1.98,1.92,0.1118,-0.4764,-0.1747,-0.3869,1.9419,2.7535,3.0604,3.0353,28.8572,7.3971,7.1258,7.5779,0.7527,0.4772,0.4225,3.2198,1.5444,1.4324,1.2069,6.4648,12.5874,4.1838,4.1959,4.2077,9.836,1.9132,1.9504,1.9742,1.9898,2.0085,1.3646,1.3034,0.0145,0.0278,0.0282,0.0274,0.0189,1.298,1.3854,1.3949,0.0662,0.0107,0.0163,0.0103,0.024,0.0049,29.1
FUCKOD01,84.13,188.09,1.66,7.24,6.13,31.7,21,11.4,480.45,-3.0939,-2.5785,2.02,1.91,1.84,0.3111,-0.4086,-0.6052,-0.0662,2.1458,2.8647,1.9145,3.1302,28.7717,7.3674,8.4654,7.0911,0.8192,0.375,0.609,3.2083,1.3377,1.3181,1.4695,6.4055,12.5437,4.1984,4.1965,4.1488,9.7396,1.9608,1.8764,1.9671,1.9936,1.9417,1.5037,1.6202,0.084,0.0711,0.0592,0.077,0.0686,1.2527,1.1836,1.3347,0.1229,0.0223,0.0135,0.0332,0.0191,0.0348,20.2
FUDGUG,70.65,157.65,1.95,11.65,12.64,25.9,19,13.9,751.91,-3.5364,-2.7168,1.82,3.16,1.8,0.2863,-0.4328,-0.0881,-0.5381,1.9184,2.8954,3.3824,2.0635,28.7653,7.3437,6.9764,8.4612,0.8855,0.7457,0,3.1955,1.5103,1.3677,1.2859,6.5367,12.451,4.1881,4.188,4.0748,9.726,1.8997,1.9732,1.9527,1.9373,1.963,1.3275,1.2647,0.0204,0.024,0.0306,0.0185,0.0365,1.529,1.4861,1.6834,0.2855,0.0726,0.0385,0.061,0.0453,0.068,32.5
FUFLEX,75.25,161.85,2.36,7.45,7.72,29.5,25.9,19.7,602.02,-2.8174,-1.1492,2.82,1.88,1.85,0.3179,-0.4742,-0.4104,-0.8738,1.5981,2.7608,2.1284,1.7783,28.8325,7.3462,8.3907,8.6224,0.81,0,0.5911,3.2064,1.2775,1.3217,1.594,6.5365,12.3784,4.1307,4.1583,4.0894,9.7672,1.8732,1.9749,1.9674,1.9834,1.9683,1.5156,1.5222,0.0607,0.0375,0.0548,0.0417,0.0719,1.701,1.7185,1.4555,0.4647,0.0851,0.1038,0.0945,0.076,0.1052,26.3
FUFPIG,84.47,187.64,1.69,4.21,7.99,31.5,19,10.1,450.45,-3.2557,-2.4143,2.04,1.9,1.84,0.3375,-0.4052,-0.6428,0.1782,2.2742,2.8717,2.0561,3.4935,28.8425,7.3603,8.5011,7.0022,0.8348,0.3921,0.7563,3.2111,1.3823,1.4392,1.2977,6.41,12.535,4.203,4.1608,4.1711,9.7176,1.862,1.9798,1.9722,1.9803,1.9232,1.4806,1.5662,0.0785,0.0902,0.0592,0.0936,0.0651,1.1722,1.2555,1.1008,0.165,0.0159,0.0374,0.0445,0.0194,0.0479,17.5
FUGTUW,95.16,197.45,3.67,6.51,10.14,35.9,28.3,20.7,684.77,-2.7768,-1.4043,1.93,1.97,1.89,0.4175,-0.443,-0.7931,-0.4787,2.1108,2.7784,2.0043,2.0504,28.872,7.3605,8.5314,8.4495,0.7915,0.5934,0.4475,3.2195,1.2806,1.3791,1.4906,6.3796,12.4523,4.0925,4.2097,4.15,9.7507,1.9351,1.9628,1.9572,1.9675,1.9281,1.7373,1.5385,0.0952,0.0602,0.115,0.0717,0.1021,1.5836,1.6,1.4128,0.376,0.0735,0.0744,0.0674,0.0769,0.0837,30.3
FUGVUB,81.95,183.03,2.59,9.09,6.55,32.7,25.3,17.1,654.92,-3.785,-3.3203,1.9,2.1,1.81,0.3503,-0.3561,0.2068,-0.5386,2.1972,2.9358,3.3588,2.0315,28.7342,7.3239,7.0409,8.4873,0.8362,0.7211,0.3241,3.2008,1.3406,1.3376,1.4,6.3927,12.5337,4.1352,4.2332,4.1653,9.7233,1.8871,1.99,1.9298,1.9588,1.9576,1.2413,1.1977,0.0182,0.0231,0.0409,0.023,0.0318,1.5061,1.4989,1.6453,0.3693,0.0742,0.0574,0.0832,0.0536,0.101,24.6
FUMPOV,92.82,210.31,1.55,12.11,7.93,32.4,23.1,16,710.68,-2.9596,-2.3584,1.92,1.93,1.85,0.4663,-0.3847,-0.6561,-0.696,2.1999,2.8578,2.0205,2.0487,28.6871,7.3146,8.4626,8.5469,0.7564,0.4962,0.5229,3.2079,1.3561,1.5009,1.245,6.3469,12.4788,4.1428,4.2035,4.1325,9.7081,1.9692,1.9158,1.9719,1.9169,1.9344,1.5045,1.4427,0.107,0.0761,0.0662,0.0973,0.0781,1.6071,1.5597,1.6197,0.3972,0.0919,0.0751,0.0783,0.0738,0.0781,22.2
FURDCB,47.95,134.84,1.69,4.67,9.16,20,13.6,8.9,474.68,-3.0248,-1.5251,3,1.82,1.81,0.3159,-0.4569,-0.5559,-0.5895,1.6003,2.8044,1.9127,2.1632,28.7263,7.328,8.5472,8.5744,0.8312,0,0.5414,3.195,1.5164,1.484,1.1865,6.5417,12.3891,4.1815,4.1592,4.0484,9.7534,1.8774,1.9628,1.9699,1.9675,1.9758,1.6067,1.5966,0.0406,0.0807,0.0693,0.0477,0.068,1.6394,1.6068,1.4819,0.3882,0.0622,0.091,0.0824,0.0673,0.0853,26.9
GADZER02,81.45,184.39,1.55,7.05,6.88,32.4,23.4,15,522.53,-3.5186,-2.7246,2.01,1.99,1.82,0.4995,-0.3741,-0.5222,-0.506,2.0803,2.9289,2.0944,2.0742,28.7136,7.3442,8.4412,8.4294,0.8881,0.413,0.4504,3.2055,1.1994,1.3798,1.514,6.3552,12.4157,4.0432,4.1952,4.1772,9.7296,1.9542,1.9645,1.9532,1.9609,1.8969,1.4829,1.5151,0.0837,0.0712,0.0571,0.095,0.0551,1.4627,1.5892,1.5575,0.3835,0.0737,0.0877,0.0664,0.1011,0.0545,13.4
GAHPEK,46.09,130.91,2.13,5.11,8.66,20.5,15.7,11.8,534.37,-3.0145,-0.0964,3.08,1.85,1.83,0.3053,-0.4636,-0.545,-0.5852,1.5839,2.788,1.9332,2.1035,28.7741,7.3364,8.537,8.5486,0.8295,0,0.5557,3.2008,1.3196,1.29,1.5785,6.5553,12.3752,4.1043,4.1507,4.1202,9.7642,1.9146,1.9579,1.9336,1.986,1.9721,1.5778,1.5519,0.071,0.0439,0.0503,0.0607,0.0681,1.4835,1.7238,1.5195,0.3788,0.0951,0.0879,0.0658,0.0737,0.0563,26.4
GAJNAK,82.44,206.79,2.87,8.83,8.4,42.4,31.6,19.1,655.34,-2.8588,-1.8324,1.91,2.14,1.86,0.3494,-0.4433,-0.7263,-0.1191,2.0474,2.7958,2.0249,2.9187,28.7926,7.3449,8.5179,7.083,0.7758,0.571,0.3375,3.2022,1.1888,1.5001,1.478,6.4209,12.4572,4.0536,4.2216,4.182,9.7726,1.9715,1.9651,1.9018,1.9544,1.9798,1.4876,1.5929,0.0805,0.0926,0.0726,0.1029,0.0653,1.4287,1.2572,1.1143,0.1132,0.0162,0.0174,0.0215,0.0289,0.0292,23.1
GAKQIT,82.33,233.55,1.71,8.05,8.57,37.6,26.8,16.2,595.51,-3.3423,-2.7901,1.98,2.05,1.86,0.3443,-0.3885,-0.6251,-0.0583,2.1245,2.8754,2.0576,3.1048,28.8244,7.3473,8.5378,6.9912,0.8218,0.4864,0.506,3.211,1.4036,1.4186,1.2805,6.3835,12.5017,4.1523,4.1866,4.1628,9.7706,1.923,1.9672,1.9747,1.965,1.9407,1.497,1.5639,0.0857,0.0858,0.0707,0.0932,0.0667,1.2547,1.4051,1.1244,0.1169,0.0166,0.0317,0.0242,0.016,0.0284,11.7
GAKQUF,82.4,234.3,1.71,7.89,8.6,37.7,26.7,15.8,579.49,-3.4679,-2.9283,1.99,2.04,1.86,0.3564,-0.377,-0.6221,-0.0521,2.1513,2.8935,2.0561,3.1105,28.8111,7.341,8.5358,6.9843,0.8231,0.4855,0.5278,3.2137,1.3938,1.4131,1.2818,6.3793,12.5024,4.1529,4.1868,4.1628,9.7619,1.9228,1.9696,1.9778,1.9632,1.9286,1.4967,1.561,0.0855,0.0856,0.0704,0.0927,0.0671,1.2462,1.4094,1.1219,0.1171,0.0165,0.0318,0.0248,0.0159,0.0281,12.1
GALHEJ,83.19,194.41,2.64,6.16,7.62,36.8,27.7,15.6,539.51,-2.8661,-2.557,2,2,1.85,0.335,-0.4117,-0.7987,-0.1232,2.0616,2.8339,1.7966,3.1476,28.7383,7.3478,8.701,7.1148,0.7725,0.4439,0.4611,3.2041,1.3292,1.4465,1.3566,6.3974,12.5061,4.1733,4.1644,4.1685,9.7615,1.9087,1.9637,1.9806,1.9744,1.9342,1.5599,1.5875,0.0914,0.0793,0.0849,0.1003,0.0811,1.2199,1.438,1.215,0.0936,0.0122,0.0178,0.0289,0.0118,0.023,-18.8
GANMEO,92.68,196.1,3.97,9.94,6.74,41.8,34.6,22.3,683.23,-2.7082,-1.9623,1.93,1.94,1.87,0.4393,-0.4107,-0.862,-0.6438,2.2467,2.7984,1.8274,2.0394,28.8257,7.314,8.6369,8.4839,0.7484,0.6084,0.5211,3.208,1.276,1.5174,1.3351,6.3645,12.4773,4.1569,4.1404,4.18,9.719,1.9597,1.8921,1.9509,1.9699,1.9464,1.5473,1.6092,0.1098,0.108,0.0722,0.0907,0.0896,1.4968,1.507,1.6564,0.4654,0.1128,0.0507,0.1231,0.0616,0.1172,20.4
GAPNIW,80.64,230.96,2.14,8.02,8.51,37.8,27.8,17.3,635.45,-3.2349,-2.5682,2.04,2.02,1.86,0.3235,-0.4088,-0.0641,-0.66,2.0237,2.8562,3.144,2.0818,28.8106,7.3473,7.0272,8.611,0.816,0.5057,0.404,3.2074,1.4441,1.4171,1.2661,6.3944,12.4964,4.1522,4.1931,4.1511,9.7857,1.9192,1.9804,1.9801,1.9641,1.9419,1.2416,1.4195,0.0158,0.0312,0.0256,0.017,0.0253,1.5083,1.5567,1.6427,0.4411,0.0847,0.0865,0.0808,0.1002,0.0889,14.9
GAQZAB,80.75,224.73,2.84,7.64,8.74,40.1,30.2,19.6,688.43,-3.3367,-2.6648,2.02,2.03,1.84,0.3741,-0.3984,-0.6525,-0.0893,2.0571,2.8818,2.0804,3.053,28.7515,7.3275,8.6099,7.2151,0.8403,0.4038,0.493,3.2029,1.2459,1.3448,1.53,6.377,12.4893,4.1555,4.1957,4.1381,9.7596,1.914,1.9554,1.9708,1.9966,1.9229,1.559,1.5329,0.1228,0.0695,0.0804,0.0845,0.0781,1.201,1.3451,1.2577,0.1127,0.0144,0.025,0.0186,0.0326,0.0221,13.2
GAWSED,81.59,237.08,1.79,9.55,8.43,37.5,27.6,17.2,633.4,-3.3303,-2.8092,1.96,2.06,1.85,0.3522,-0.378,-0.6413,-0.0661,2.1293,2.9016,2.0824,3.1228,28.7876,7.3281,8.5296,7.0087,0.8221,0.4811,0.4747,3.2081,1.3932,1.4149,1.2869,6.3817,12.5033,4.148,4.1927,4.1627,9.7628,1.9245,1.9557,1.9825,1.9653,1.9349,1.5038,1.5683,0.0872,0.0874,0.0766,0.0957,0.073,1.2321,1.4279,1.1283,0.1155,0.0173,0.03,0.0238,0.0172,0.0272,11.9
GEKROG,83.42,178.54,1.85,8.58,8.64,30.8,24.3,18.9,722.81,-2.8036,-1.9862,2.05,2.07,1.86,0.4084,-0.4441,-0.591,-0.5981,1.7642,2.7878,2.0262,2.0352,28.7591,7.3775,8.5283,8.5188,0.8134,0.3785,0.3381,3.2006,1.2283,1.4275,1.5135,6.3935,12.3963,4.0452,4.1883,4.1629,9.8017,1.9667,1.9644,1.925,1.9462,1.9995,1.4762,1.586,0.0854,0.0658,0.0653,0.0969,0.0564,1.4852,1.6407,1.5532,0.4007,0.0897,0.0856,0.0699,0.0922,0.0632,14.9
GEMYIG,95.81,213.57,1.65,8.9,8,42.1,31.6,19.7,657.74,-2.5944,-1.4235,1.92,1.99,1.93,0.2461,-0.4626,-0.1803,-0.6717,1.9984,2.7499,3.0784,2.026,28.8518,7.3721,7.0901,8.5319,0.7263,0.5836,0.4102,3.2172,1.3959,1.2351,1.5406,6.4057,12.5523,4.2118,4.1927,4.1478,9.7958,1.9579,1.9152,1.9765,1.957,1.9892,1.4139,1.207,0.0264,0.0114,0.0145,0.0199,0.0172,1.5013,1.6528,1.5844,0.4174,0.1013,0.0731,0.0584,0.1046,0.08,25.6
GENZEF,82.93,195.64,1.66,5.58,6.11,35.7,24.4,10.8,447.11,-2.9622,-2.1339,1.93,1.99,1.84,0.2051,-0.4193,-0.1526,-0.1786,2.2521,2.8393,3.1946,2.8583,28.8072,7.3579,7.1076,7.126,0.7923,0.5792,0.481,3.2043,1.368,1.4968,1.2746,6.4279,12.6113,4.2107,4.1845,4.2162,9.7556,1.9126,1.9585,1.9864,1.9696,1.9285,1.2223,1.4488,0.0129,0.0183,0.0307,0.0126,0.0197,1.3979,1.1954,1.289,0.1013,0.0195,0.0114,0.0265,0.0192,0.0247,16.8
GEQQUO,88.88,228.73,1.55,10.13,7.86,44.2,36.2,25.4,774.84,-3.33,-1.9886,1.93,2.09,1.91,0.4182,-0.4229,-0.4229,-0.4664,1.9777,2.7017,2.1629,2.0163,28.8398,7.4034,8.4216,8.4089,0.7967,0.4665,0.3436,3.2411,1.3569,1.2171,1.5355,6.354,12.4179,4.206,4.1185,4.0934,9.8099,1.9437,1.9849,1.9723,1.9306,1.9785,1.5683,1.4323,0.0781,0.0616,0.0746,0.0811,0.0621,1.504,1.6567,1.4485,0.3717,0.0544,0.1042,0.0777,0.0703,0.0651,13
GEQWIL,84.41,180.16,3.08,7.43,9.48,28.2,18.5,14.4,645.29,-3.2122,-2.6917,1.95,2.16,1.81,0.3713,-0.4004,-0.5606,-0.5456,1.8444,2.8641,2.1279,2.0558,28.7623,7.3419,8.5461,8.5101,0.8449,0.4912,0.3054,3.194,1.4231,1.3326,1.373,6.3949,12.4574,4.1493,4.1866,4.1216,9.7764,1.9093,1.9733,1.9552,1.9611,1.9776,1.485,1.6688,0.0664,0.074,0.0733,0.0759,0.0866,1.574,1.4969,1.6098,0.322,0.0722,0.041,0.0732,0.0529,0.0827,15.5
GESJET,100.91,219.8,2.96,6.25,8.12,48.5,37.1,22.5,657.96,-3.2654,-2.8305,1.92,1.91,1.85,0.5719,-0.3047,-0.7829,-0.6709,2.643,2.9178,1.8417,1.9237,28.8336,7.2237,8.7096,8.5079,0.8192,0.6027,0.6872,3.2167,1.2626,1.4227,1.3259,6.2721,12.5069,4.1592,4.1845,4.1632,9.649,1.9928,1.8878,1.983,1.9547,1.8307,1.6189,1.5198,0.0952,0.099,0.0847,0.0803,0.1227,1.7261,1.4487,1.5236,0.4471,0.0792,0.0673,0.1104,0.0639,0.1262,25.5
GEVBIT,81.31,233.04,1.72,8.46,8.51,37.5,27.1,16.5,597.02,-3.3341,-2.8033,2.06,1.97,1.85,0.3513,-0.386,-0.0639,-0.6413,2.1189,2.8861,3.1284,2.0748,28.8037,7.3466,7.0131,8.5298,0.8198,0.4795,0.488,3.2101,1.2597,1.3055,1.5361,6.3833,12.4986,4.1555,4.1947,4.1483,9.7669,1.913,1.9552,1.9733,1.9831,1.9423,1.262,1.4002,0.0125,0.0293,0.0228,0.0175,0.0333,1.5133,1.5355,1.6564,0.4203,0.0815,0.0694,0.1063,0.0653,0.0979,13
GICNOV,80,175.09,2.41,8.98,7.76,33.1,28.9,21.3,702.32,-2.5325,-1.7585,2.29,1.92,1.89,0.2962,-0.4674,-0.4986,-0.8298,1.7154,2.7503,2.0113,1.8838,28.9276,7.3674,8.4513,8.5598,0.7753,0.184,0.628,3.2141,1.4788,1.4326,1.2676,6.4898,12.4314,4.1146,4.2136,4.1032,9.7826,1.9156,1.9771,1.9744,1.9758,1.9397,1.4988,1.4932,0.081,0.0636,0.0728,0.0578,0.0874,1.6096,1.6538,1.593,0.4375,0.077,0.0824,0.1032,0.0982,0.0767,23.3
GIGNUH,84.12,188.48,3.21,12.27,9.82,34,27.1,18.5,917.66,-3.3083,-2.994,1.92,1.93,1.81,0.4944,-0.3304,-0.5822,-0.6985,2.3109,2.9309,2.0966,1.821,28.6584,7.3016,8.4944,8.6219,0.7892,0.5924,0.5388,3.2037,1.2464,1.3365,1.4661,6.3406,12.4956,4.1043,4.2028,4.1884,9.6693,1.9385,1.9257,1.9213,1.9812,1.9026,1.4903,1.5441,0.0854,0.0781,0.0863,0.0935,0.0779,1.597,1.4863,1.6583,0.4191,0.0808,0.0717,0.1048,0.0774,0.0844,23.8
GIGVID,103.2,206.5,3.68,7.29,12.93,37.6,30.6,21,760.06,-3.2326,-2.7436,1.87,2.01,1.85,0.4767,-0.388,-0.5682,-0.608,2.1478,2.8857,2.1798,1.9542,28.6946,7.3371,8.5103,8.4666,0.8173,0.5439,0.3996,3.2089,1.4182,1.425,1.2611,6.3217,12.4703,4.1618,4.1741,4.1344,9.7313,1.9217,1.9848,1.9895,1.9679,1.8674,1.5236,1.6228,0.0928,0.068,0.0868,0.0703,0.0775,1.5801,1.5665,1.5522,0.3958,0.0537,0.084,0.0908,0.0554,0.1118,16.6
GIHCOQ01,55.7,151.9,1.66,7.15,6.61,25.9,17.1,9.7,465.13,-3.0588,-1.3832,2.7,1.88,1.84,0.2424,-0.4649,-0.6379,-0.1628,1.7636,2.7998,2.0139,3.2163,28.8755,7.352,8.484,7.189,0.8377,0,0.6396,3.1999,1.5336,1.4245,1.2339,6.5606,12.4316,4.2014,4.1391,4.0912,9.7654,1.9126,1.9427,1.9715,1.9559,1.9826,1.6292,1.6461,0.0299,0.0812,0.073,0.0424,0.0668,1.3762,1.3182,1.2311,0.0867,0.0099,0.0226,0.0214,0.0128,0.0199,27.7
GINCAI01,85.76,185.97,1.55,5.67,7.45,30.3,20.5,11.5,480.31,-2.5388,-1.6032,2.02,1.94,1.88,0.4037,-0.4549,-0.6886,-0.6304,1.9766,2.7631,1.927,2.0929,28.8074,7.3891,8.511,8.4586,0.7817,0.4322,0.4975,3.2108,1.373,1.4243,1.3728,6.3873,12.4389,4.1796,4.1343,4.1249,9.7701,1.9205,1.9692,1.98,1.9638,1.9365,1.5444,1.5846,0.0601,0.0774,0.0959,0.0598,0.0983,1.4889,1.6226,1.6039,0.4018,0.0686,0.0556,0.1061,0.0623,0.1092,17
GIQNUQ,81.15,217.25,2.23,7.78,8.83,35.8,26,16.5,611.61,-3.3179,-2.7137,1.98,2.02,1.84,0.3287,-0.3955,-0.0507,-0.6965,2.0972,2.8901,3.3016,2.0598,28.7784,7.3193,7.0887,8.6105,0.8181,0.5615,0.4052,3.2068,1.4351,1.44,1.2381,6.3948,12.5189,4.1803,4.1843,4.1542,9.7576,1.9052,1.9815,1.9759,1.9556,1.9394,1.2388,1.4102,0.0148,0.0322,0.0275,0.0168,0.0259,1.5036,1.5591,1.6718,0.4392,0.0837,0.0869,0.081,0.0975,0.0901,14
GIRZUD,84.4,193.85,1.68,6.01,13.3,32.2,21.1,11.9,604.69,-2.9699,-2.2344,2,1.97,1.84,0.2494,-0.4245,-0.7054,-0.1105,2.0516,2.8229,2.0424,3.2044,28.8449,7.3557,8.5356,7.1101,0.8082,0.4866,0.4728,3.2021,1.5372,1.4126,1.1959,6.4148,12.5592,4.1823,4.1938,4.1831,9.7766,1.9068,1.9786,1.9716,1.9383,1.9813,1.5129,1.5277,0.0815,0.0773,0.0783,0.0831,0.0779,1.3211,1.3418,1.2026,0.0939,0.0086,0.0259,0.0268,0.0128,0.0198,23.7
GIVWOA,81.65,193.03,2.53,8.64,10.64,37.4,35,24.7,722.07,-3.129,-2.2797,2.22,1.88,1.86,0.4496,-0.4504,-0.4563,-0.5542,1.9531,2.8103,1.9448,2.1114,28.7818,7.3594,8.4069,8.4418,0.8592,0.2211,0.5521,3.2068,1.2164,1.3135,1.6404,6.3884,12.3974,4.0643,4.1936,4.1396,9.7646,1.9297,1.971,1.9537,1.9655,1.9447,1.457,1.5181,0.0746,0.0766,0.0684,0.0621,0.0735,1.4718,1.4544,1.7226,0.4179,0.0819,0.0913,0.0691,0.1184,0.0573,14.3
GIVYES,48.15,134.12,1.72,6.71,10.31,22,17.9,12.2,562.05,-2.8935,-0.046,1.86,2.98,1.86,0.317,-0.4803,-0.6243,-0.5476,1.5086,2.7427,2.0219,1.9986,28.7737,7.3726,8.5435,8.4463,0.7949,0.5525,0,3.2157,1.4654,1.3999,1.3256,6.5602,12.3543,4.1395,4.1502,4.0646,9.7685,1.8832,1.9665,1.9609,1.9836,1.9743,1.4823,1.708,0.107,0.0881,0.0691,0.0829,0.0653,1.662,1.5099,1.5628,0.2691,0.0645,0.0314,0.0566,0.043,0.0736,8.7
GIXQIQ,81.12,247.04,1.93,6.1,6.66,45.4,27.6,12.2,451,-3.191,-2.6438,1.89,1.95,1.89,0.3414,-0.3552,-0.1336,-0.1084,2.8879,2.8856,3.0994,3.0956,28.8746,7.2791,7.0143,7.1321,0.7558,0.6426,0.6018,3.2327,1.2693,1.2882,1.4909,6.3173,12.67,4.1955,4.2587,4.2158,9.6713,1.8361,1.9731,1.9098,1.9864,1.9659,1.3631,1.1737,0.0333,0.0144,0.0278,0.0244,0.0233,1.2046,1.329,1.2878,0.1156,0.0234,0.0237,0.0185,0.0221,0.0279,24.5
GIYMOT,80.11,215.11,1.81,6.75,8.59,34.7,26.3,17,601.93,-3.1978,-2.6417,2.07,1.97,1.84,0.3403,-0.4029,-0.0486,-0.6407,2.0274,2.8672,3.1935,2.088,28.7575,7.3381,7.088,8.5281,0.8002,0.4298,0.4853,3.2048,1.4397,1.4352,1.2481,6.3976,12.4935,4.1449,4.1959,4.1527,9.7686,1.9368,1.9388,1.9551,1.9558,1.982,1.2041,1.4229,0.0199,0.0289,0.0214,0.0205,0.0281,1.5364,1.5727,1.5974,0.4163,0.0936,0.0812,0.0835,0.0842,0.0738,14.5
GIZYIY01,83.58,188.21,1.6,5.78,8.06,29.7,17.7,9.6,464.61,-2.9921,-2.3894,1.95,1.93,1.84,0.2796,-0.3914,-0.3672,-0.6239,2.2038,2.8465,2.947,2.0701,28.8052,7.3346,7.537,8.4742,0.7614,0.5719,0.5152,3.2047,1.2827,1.3577,1.4703,6.4144,12.5718,4.1978,4.2129,4.1611,9.7341,1.973,1.905,1.9537,1.9953,1.9071,1.4075,1.2151,0.0176,0.0067,0.0151,0.0075,0.0116,1.4891,1.6198,1.5677,0.4222,0.1054,0.0735,0.064,0.1097,0.0696,22.5
GOCHUC,82.47,211.26,1.83,6.18,5.52,36.6,24.1,10.6,447.47,-3.5183,-2.816,1.92,1.93,1.82,0.2608,-0.3532,-0.1675,-0.1095,2.472,2.9652,3.0504,3.1172,28.7969,7.3051,7.0844,7.1,0.8458,0.5824,0.651,3.2182,1.3361,1.4344,1.2876,6.4098,12.6247,4.2298,4.1681,4.2268,9.7046,1.854,1.9732,1.958,1.9979,1.9216,1.3451,1.2405,0.0202,0.018,0.0275,0.0315,0.021,1.2547,1.3859,1.1621,0.1187,0.0144,0.0284,0.0306,0.0221,0.0232,23.5
GOCJUG,86.45,185.68,1.55,6.42,8.4,30.4,20.2,13.9,547.34,-2.6444,-1.558,1.95,2.04,1.89,0.3945,-0.4554,-0.6913,-0.5168,1.9231,2.7717,2.0333,2.0297,28.8669,7.3775,8.5374,8.459,0.8015,0.5424,0.3645,3.2171,1.437,1.3879,1.3398,6.4083,12.4245,4.1903,4.1374,4.0968,9.7727,1.9007,1.9862,1.9769,1.963,1.9458,1.5592,1.6273,0.0784,0.0622,0.092,0.0675,0.0923,1.4893,1.5503,1.5952,0.3696,0.0601,0.0723,0.0868,0.0594,0.091,19.8
