Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
LUTNOD,85.45,12.31,179.02,2.62,-3.5409,-2.3808,0.1684,-0.1749,1.2938,1.8001,5.7405,8.394,0.149,1.0647,10.1555,6.3777,12.7009,9.753,3.6779,3.2098,3.6321,0.0581,1.4755,0.0814,22.8
DONYOV,69.69,10.01,181.95,2.76,-4.3898,-2.8171,0.2729,-0.1379,1.2838,2.9894,5.7404,7.111,0.1491,1.0021,10.1318,6.3255,12.6576,9.744,1.2783,1.478,1.3461,0.0622,1.1328,0.019,21.6
AYUDEE,73.57,20.2,198.51,4.02,-4.5987,-3.1024,0.3773,-0.1444,1.3023,2.0617,5.7743,7.0216,0.1492,1.0016,10.1199,6.2941,12.5942,9.7343,1.4499,1.5003,1.6615,0.4472,1.2346,0.0272,30.2
DEGFIF,77.81,4.28,169.2,2.65,-3.3812,-1.6313,0.2707,-0.2129,1.346,2.9835,5.9781,8.4456,0.1493,1.0233,10.1835,6.3639,12.5632,9.8023,1.2418,1.3555,1.3271,0.0819,1.4884,0.0519,26.1
XAGFUH,75.61,14.16,197.36,3.65,-4.4824,-2.9505,0.3742,-0.149,1.3366,1.9974,5.8079,7.0599,0.1494,0.9944,10.1353,6.2983,12.5862,9.7413,1.4895,1.4219,1.6907,0.4287,1.2766,0.0212,26.6
CIRFEP,84.22,13.12,187.38,1.7,-4.6558,-3.0648,0.405,-0.1169,1.2922,1.9823,5.7809,8.3655,0.1495,1.0237,10.1113,6.2881,12.5902,9.7166,1.5071,1.4261,1.6998,0.4026,1.5358,0.0575,0
QQQAUY01,87.57,5.81,239.97,2.73,-4.0061,-3.8369,0.3066,-0.1784,1.2717,2.9614,5.8092,8.5081,0.1498,0.9888,10.1536,6.335,12.6563,9.702,1.4688,1.3257,1.2077,0.0763,1.4998,0.0899,11.5
CAGZAO,100.64,-4.27,189.48,3.98,-4.335,-3.2443,0.3943,-0.1673,1.3388,1.9928,5.9013,8.4162,0.1499,0.9828,10.1384,6.3032,12.5641,9.7384,1.6007,1.4312,1.6755,0.3917,1.4576,0.0533,10.9
XECHES,77.54,3.96,177.4,1.81,-4.31,-2.6085,0.35,-0.1572,1.3325,2.0961,5.8152,7.027,0.1501,1.0136,10.1367,6.2926,12.5974,9.76,1.5259,1.5026,1.6575,0.3888,1.4339,0.0126,25.2
WINXIA,83.67,1.03,184.54,2.51,-4.7954,-2.7674,0.4166,-0.1781,1.3738,1.8909,5.782,6.914,0.1506,0.9863,10.137,6.2722,12.5612,9.75,1.6465,1.5624,1.595,0.4108,1.4344,0.0106,8.6
XATWUK,79.04,5.83,167.94,1.76,-3.4517,-1.6874,0.3769,-0.2169,1.3384,1.7897,6.0976,8.3958,0.1509,1.0625,10.1762,6.3207,12.5162,9.7862,1.7206,1.402,1.7196,0.4322,1.5393,0.0401,23.6
WEHKEA,76.8,3.61,166.92,1.55,-4.4313,-2.7746,0.3486,-0.1473,1.3268,2.0936,5.8074,6.9825,0.1518,1.0195,10.129,6.2968,12.604,9.7506,1.4757,1.4964,1.633,0.3775,1.4176,0.0132,26.7
QOBPOM,77.18,3.12,164.78,1.56,-4.4913,-2.8356,0.3473,-0.1436,1.3228,2.0545,5.817,6.8851,0.1519,1.0103,10.1261,6.297,12.605,9.7507,1.4854,1.4913,1.6197,0.3974,1.3582,0.0141,26.3
BOZPUE,71.66,1.82,224.93,2.63,-5.1173,-3.2615,0.2266,-0.162,1.2536,3.0789,5.6377,7.0952,0.1523,0.9793,10.1152,6.3494,12.6984,9.7256,1.3568,1.3823,1.1734,0.0826,1.2401,0.0123,8.2
WAQTOZ,79.33,6.99,191.41,3.58,-3.2342,-1.69,0.4365,-0.2184,1.3098,1.6869,5.9632,8.3807,0.1524,1.0745,10.1797,6.2651,12.5025,9.7959,1.6784,1.5477,1.5876,0.455,1.5086,0.056,29.3
GEMDOS,80.72,14.37,164.97,3.72,-4.5432,-3.0111,0.407,-0.1267,1.3258,2.0171,5.6728,8.3066,0.1525,1.0632,10.1248,6.3014,12.5719,9.7197,1.5491,1.4616,1.5737,0.3721,1.4893,0.0525,7.2
XABMIX,75.04,5.91,193.1,3.31,-3.421,-1.6631,0.3163,-0.2141,1.3624,2.8777,6.0716,8.4023,0.1526,1.0246,10.1869,6.3431,12.5362,9.8043,1.4046,1.2638,1.2442,0.0808,1.4853,0.0528,29.2
JOTYID,78.63,4.99,187.14,3.6,-4.384,-3.1522,0.3164,-0.1498,1.3259,3.3331,5.8571,8.3522,0.1531,0.9834,10.1416,6.3099,12.6298,9.7439,1.1787,1.4239,1.2022,0.092,1.5115,0.046,10.5
VORFIT,72.28,5.76,159.31,1.83,-4.5997,-3.0707,0.3323,-0.1406,1.3329,2.9625,5.7381,8.4821,0.1532,1.0142,10.126,6.3195,12.6131,9.7352,1.3516,1.4329,1.2817,0.0611,1.4687,0.0499,0.8
TABFAG,75.76,7.15,174.56,2.41,-4.7945,-3.2193,0.262,-0.1335,1.3188,3.2116,5.7385,6.9099,0.1536,0.9995,10.1211,6.325,12.6578,9.7552,1.1791,1.3953,1.24,0.0917,1.3882,0.0129,30.2
SUMVIG,77.54,2.78,165.21,2.01,-4.3519,-3.5118,0.3425,-0.1509,1.3304,2.0403,5.8239,6.8858,0.1542,1.0006,10.1329,6.2955,12.6035,9.7585,1.4725,1.4924,1.6319,0.3988,1.3992,0.0128,26.7
OPOCAZ,82.19,7.33,182.01,4.96,-3.8773,-2.5013,0.3151,-0.1664,1.3056,2.9449,5.7946,8.3552,0.1543,1.0088,10.1626,6.328,12.6288,9.728,1.2638,1.3274,1.348,0.0837,1.4713,0.0645,20.7
KEJXIJ,77.43,5.29,221.7,2.64,-3.661,-1.8623,0.2578,-0.2268,1.3132,2.9338,5.9563,7.4046,0.1545,1.0211,10.175,6.3571,12.5911,9.794,1.3986,1.3703,1.1976,0.0778,1.29,0.0156,24.3
LALJER,74.28,5.94,171.74,1.85,-4.3737,-2.764,0.3481,-0.1549,1.3269,2.0738,5.8224,6.949,0.1548,1.0283,10.1343,6.2962,12.6057,9.7499,1.5061,1.5243,1.628,0.4022,1.2422,0.0122,25.3
XUBFOS,75.62,6.17,163.98,2.3,-4.5122,-2.8735,0.3511,-0.1438,1.3127,2.0894,5.8106,7.0648,0.1549,0.9794,10.126,6.2958,12.6109,9.7422,1.4977,1.4855,1.6595,0.4505,1.2821,0.0125,24
RAZZAW,78.21,2.49,205.06,2.91,-3.9547,-2.2425,0.3491,-0.1735,1.2868,2.873,5.9247,8.4759,0.1551,0.9975,10.1622,6.2975,12.598,9.7554,1.3783,1.3681,1.1776,0.0774,1.4801,0.0602,29.5
BEXTAZ,77.95,12.61,179.05,3.56,-4.2876,-2.639,0.401,-0.1452,1.3309,1.9923,5.8137,8.3401,0.1552,0.9901,10.1361,6.2877,12.5709,9.7404,1.4836,1.4255,1.679,0.4064,1.493,0.0646,4.1
YEBJUN,71.72,7.76,196.34,2.1,-4.5753,-3.4303,0.2571,-0.1366,1.302,3.0244,5.8642,7.0064,0.1552,1.0126,10.129,6.3234,12.6745,9.745,1.3373,1.3199,1.1242,0.1129,1.2402,0.0128,28.2
BEYMIE,73.4,-3,217.17,1.84,-4.3946,-2.742,0.4222,-0.1301,1.2739,3.0051,5.8368,8.4481,0.1556,0.9687,10.1273,6.2902,12.5867,9.7009,1.3747,1.2449,1.118,0.1118,1.4838,0.0509,30.6
ZOGNAK,85.78,6.48,176.47,2.63,-3.3744,-1.5713,0.375,-0.2188,1.325,1.7618,5.9362,8.5567,0.1559,1.0387,10.1819,6.3051,12.5217,9.7982,1.7285,1.4043,1.7251,0.4778,1.6032,0.0805,18.7
XAGGES,75.85,13.72,193.73,3.58,-4.5069,-2.9735,0.3732,-0.1463,1.3219,1.9906,5.8012,7.0468,0.156,0.9938,10.1302,6.3012,12.5867,9.7389,1.4846,1.4237,1.6959,0.4299,1.2718,0.0207,26.8
VIRDOP,71.98,6.86,243.2,3.13,-3.2045,-1.5444,0.2905,-0.2323,1.3213,2.8773,6.09,6.993,0.1562,1.048,10.1769,6.3004,12.5697,9.8393,1.3836,1.3686,1.2015,0.0821,1.3019,0.0167,-1.1
REJHOD,74.82,16.79,177.92,4.85,-4.2913,-2.4386,0.431,-0.1647,1.3392,1.8969,5.8833,8.37,0.1564,0.9875,10.1574,6.261,12.5663,9.7418,1.7032,1.5069,1.4652,0.414,1.55,0.0887,32.4
HIVSUB,77.58,7.44,164.95,1.88,-4.4726,-2.876,0.3352,-0.1303,1.2942,2.9704,5.7562,8.453,0.1569,1.0124,10.1251,6.3129,12.6223,9.7296,1.2866,1.4888,1.298,0.061,1.4691,0.0604,1.4
GUKLIK,77.5,2.84,165.85,2.02,-4.4654,-2.8069,0.3488,-0.145,1.3158,2.0889,5.8063,6.8674,0.1573,1.0066,10.1265,6.2963,12.6064,9.7484,1.4927,1.4915,1.6193,0.4109,1.3691,0.0137,28
EKEZID,84.33,12.83,190.67,4.57,-4.5809,-3.0327,0.3541,-0.1165,1.3233,2.6448,5.6876,8.4251,0.1576,1.0231,10.1278,6.3287,12.6035,9.7137,1.2035,1.4123,1.2823,0.0975,1.4651,0.0728,5.9
KIZLAI,78.2,2.68,166.46,2.15,-4.3003,-2.6317,0.3456,-0.1553,1.3258,2.053,5.8491,6.8487,0.1581,1.0001,10.135,6.2928,12.6008,9.7608,1.4981,1.4981,1.6145,0.3998,1.3828,0.0135,26.5
WEHKAW,77.33,3.42,168.18,1.74,-4.3989,-2.7142,0.3511,-0.1525,1.3269,2.0684,5.804,6.9847,0.1582,1.0465,10.1315,6.2935,12.6023,9.7532,1.4805,1.4974,1.624,0.4007,1.413,0.0138,26.8
OGEFAI,77.85,7.83,163.18,2.15,-4.4965,-2.891,0.3331,-0.13,1.2972,2.9735,5.7496,8.4515,0.1583,1.0078,10.1245,6.3142,12.6229,9.7299,1.3224,1.4482,1.3012,0.0609,1.4646,0.0536,2.5
YANWAN,78,10.1,197.54,3.37,-4.262,-3.3106,0.2811,-0.1742,1.3115,3.1041,5.8449,7.1551,0.1587,1.0517,10.1485,6.3301,12.6303,9.7585,1.2824,1.3962,1.3097,0.0803,1.2836,0.0317,26.2
BASMUF,83.8,5.79,171.15,3.36,-4.3549,-2.793,0.3979,-0.1336,1.3251,2.0343,5.8554,8.3912,0.1588,0.9891,10.1292,6.2879,12.5773,9.7369,1.643,1.4186,1.5358,0.3728,1.4615,0.0583,9.7
RIDSUT,76.11,4.06,201.09,4.31,-4.2039,-2.6089,0.3614,-0.1775,1.3505,2.0782,5.6842,7.3193,0.1592,1.0135,10.1484,6.3119,12.5823,9.7443,1.4502,1.4707,1.6646,0.4452,1.3583,0.0181,23.4
SIMFOJ,79.37,3.56,167.68,2.42,-4.1689,-2.4577,0.3569,-0.165,1.3152,2.1085,5.8687,7.058,0.1592,1.0047,10.1432,6.2899,12.5925,9.7607,1.5473,1.5127,1.6333,0.3968,1.3552,0.0094,26.3
SUKTIC,83.07,1.7,173.31,2.83,-3.252,-1.5465,0.3692,-0.2121,1.3772,1.8813,5.9141,8.4373,0.1593,1.0285,10.1936,6.3117,12.5198,9.7992,1.6901,1.5379,1.6077,0.3969,1.5035,0.0478,25.3
TAKZOX,72.37,11.22,190.5,2.75,-4.3431,-2.9258,0.3636,-0.1572,1.3141,2.0543,5.8426,6.9144,0.1604,0.9972,10.1373,6.3007,12.59,9.7456,1.4975,1.5064,1.675,0.4527,1.2097,0.0132,22.9
XAQXOD,80.96,4.65,202.51,2.44,-3.7271,-2.4059,0.3286,-0.1599,1.3103,1.6197,5.8221,6.983,0.1607,0.988,10.1621,6.3226,12.6248,9.724,1.7909,1.3903,1.7118,0.4713,1.5477,0.0181,22.1
SAZTUI,76.17,2.03,166.39,3.53,-4.7916,-3.1024,0.3277,-0.1578,1.3458,2.0421,5.7838,7.2409,0.1608,1.0117,10.1277,6.3265,12.6001,9.7457,1.4775,1.4484,1.6857,0.3851,1.3462,0.017,-0.7
SAGBEJ,74.28,9.98,188.46,2.14,-4.3735,-3.751,0.293,-0.1518,1.3186,2.9175,5.8214,7.0051,0.1612,0.992,10.1497,6.3114,12.6818,9.7138,1.43,1.3633,1.2463,0.0587,1.2026,0.0115,34.2
YOVQIK,84.93,12.06,191.85,4.68,-4.5587,-3.003,0.3538,-0.1186,1.3189,2.652,5.6883,8.4236,0.1616,1.0276,10.1284,6.3291,12.6059,9.7111,1.2045,1.4086,1.2823,0.0975,1.4754,0.0757,17
NIFXEF,75.22,5.31,162.87,1.71,-4.5214,-3.3126,0.3947,-0.1313,1.3218,2.1077,5.8302,8.3987,0.1617,1.006,10.1215,6.2901,12.5835,9.7317,1.4292,1.5083,1.6128,0.3708,1.4591,0.0558,2.9
FAQSOF01,76.32,4.21,167.24,1.81,-4.3797,-2.6917,0.352,-0.1549,1.3242,2.0497,5.7918,6.9599,0.1618,1.0119,10.1325,6.2915,12.6034,9.753,1.4846,1.5,1.621,0.4098,1.3867,0.0128,27.2
NUCZOC,78.56,10.55,181.68,2.29,-4.6534,-3.0427,0.4083,-0.1224,1.286,2.0177,5.72,8.4355,0.1619,1.0272,10.1121,6.2903,12.5856,9.7158,1.5076,1.422,1.6916,0.4091,1.5479,0.0563,13.9
XIVWOR,85.85,6.53,174.12,3.89,-4.3787,-2.6671,0.3957,-0.1468,1.3567,2.0303,5.8694,8.3215,0.1622,0.9908,10.137,6.2834,12.5781,9.7429,1.5406,1.4576,1.6479,0.3989,1.4915,0.0556,9.9
ZIBCOE,79.41,17.26,171.58,1.75,-4.1916,-2.4354,0.3465,-0.1721,1.3358,1.6752,5.905,6.9718,0.1623,1.0086,10.1449,6.2893,12.5904,9.7738,1.5153,1.4027,1.73,0.4225,1.2134,0.0188,20.4
HIWSAH,79.59,6.37,183.7,2.52,-3.0468,-1.4802,0.3264,-0.2236,1.3415,1.7812,5.935,7.0276,0.1631,1.0313,10.1972,6.3237,12.5477,9.8022,1.8125,1.4727,1.6526,0.4221,1.422,0.0259,24
MUTWON,75.63,16.96,175.83,2.42,-4.3075,-2.7989,0.3575,-0.1451,1.333,2.0208,5.8181,7.0856,0.1645,1.0113,10.1358,6.2892,12.6013,9.7519,1.4848,1.4667,1.7059,0.4339,1.1995,0.0186,29.4
YERNUE,96.94,11.82,204.4,1.78,-3.2756,-2.1861,0.4114,-0.215,1.3364,1.8559,6.0941,8.3751,0.1649,1.0308,10.1785,6.2514,12.5046,9.8326,1.541,1.4872,1.6971,0.3761,1.4777,0.0525,28.7
CIWWOX,75.76,9.42,161.93,1.7,-4.3895,-2.8589,0.3879,-0.1346,1.3919,1.8103,5.7622,8.4356,0.1651,1.0077,10.1395,6.2858,12.5869,9.7394,1.4876,1.3294,1.6904,0.4111,1.4607,0.0543,8.9
RERPUC,80.67,3.43,170.15,1.79,-4.6014,-3.9059,0.3928,-0.1442,1.3259,2.1527,5.8015,8.3671,0.1653,0.9994,10.1254,6.2906,12.5935,9.7232,1.463,1.5221,1.6146,0.4158,1.5006,0.0444,2.6
HUHTOT,80.13,4.66,207.09,2.63,-3.3169,-1.7104,0.3696,-0.2327,1.2656,1.7582,5.9705,6.9955,0.166,1.0303,10.1856,6.3161,12.5357,9.7787,1.742,1.4661,1.6734,0.4794,1.4244,0.025,25.4
NANGIS,78.94,3,173.99,2.18,-4.9257,-3.1204,0.4254,-0.1478,1.3445,2.124,5.8516,6.8502,0.1664,0.9896,10.1198,6.278,12.5632,9.7334,1.6157,1.5143,1.6067,0.4338,1.2664,0.0551,3.3
CERNIW,91.54,0.11,199.73,2.82,-3.1834,-1.4676,0.3995,-0.2185,1.29,1.7195,5.9199,8.4662,0.1666,1.0277,10.1933,6.3098,12.5178,9.7729,1.7094,1.3916,1.7667,0.4801,1.553,0.0767,33.8
UBOZES,87.59,13.99,176.91,4.72,-4.4476,-3.2957,0.4054,-0.1317,1.3335,1.9367,5.7893,8.4158,0.1673,1.0347,10.1328,6.2878,12.5805,9.7263,1.4591,1.4305,1.7421,0.4259,1.4966,0.0733,6.7
RIRZAU,73.5,6.98,204.07,3.73,-3.3705,-2.196,0.4748,-0.2307,1.3058,1.7137,5.9965,8.3885,0.1674,1.0662,10.1905,6.272,12.4964,9.7568,1.6466,1.395,1.672,0.5665,1.501,0.0529,28
PUKDUW,60.13,3.15,207.31,2.47,-4.4603,-2.598,0.2387,-0.1945,1.35,2.9991,5.8525,7.0528,0.1674,0.9847,10.1534,6.3591,12.6555,9.7468,1.4001,1.4133,1.1915,0.0796,1.4002,0.0144,4.8
JOXXIG,80.95,12.24,170.88,3.7,-4.296,-2.7038,0.4034,-0.1408,1.337,1.9848,5.7055,8.3585,0.1675,1.0228,10.1386,6.2906,12.5754,9.7306,1.5538,1.4466,1.6209,0.4569,1.4883,0.0477,10.8
YUWLUA,78.34,2.52,166.55,2.18,-4.2875,-3.5127,0.3493,-0.1563,1.325,2.0481,5.8324,7.0387,0.1677,1.0198,10.1362,6.2927,12.601,9.7571,1.4876,1.4946,1.6196,0.4016,1.377,0.0103,28.5
XAPVES,75.31,22.37,182.66,2.88,-3.5354,-2.8006,0.3626,-0.2206,1.3796,2.035,5.9811,7.0628,0.1684,1.0439,10.1792,6.2752,12.534,9.8282,1.5153,1.4664,1.7677,0.4326,1.215,0.0225,37.3
HURNIS,61.64,2.65,158.6,1.61,-3.5842,-1.6399,0.321,-0.2149,1.4046,1.961,6.0282,7.1679,0.1689,1.042,10.1785,6.3256,12.5278,9.8256,1.6062,1.6797,1.4936,0.3746,1.4276,0.0105,16.1
GOZQIX,75,24.54,176.91,3.38,-3.4063,-1.5936,0.3701,-0.2248,1.374,1.9795,6.0071,7.0185,0.1692,1.051,10.1852,6.2742,12.5233,9.8325,1.5125,1.4887,1.7784,0.4337,1.206,0.0251,32.8
CIGPOX,78.25,2.39,168.67,2.93,-4.3143,-2.4948,0.2887,-0.1795,1.356,3.1748,5.9338,8.4267,0.1693,1.0132,10.1463,6.3351,12.6134,9.7628,1.1933,1.4084,1.1268,0.1268,1.4616,0.0496,15.4
WEWPOF,75.63,6.39,165.36,2.34,-4.2927,-3.3174,0.394,-0.1514,1.3797,2.1234,5.8686,8.3515,0.1699,1.0008,10.145,6.2784,12.5842,9.7434,1.5159,1.5339,1.59,0.4213,1.4768,0.0568,8.3
PAJWUV,76.91,3.15,180.24,1.7,-4.502,-2.8226,0.3476,-0.1455,1.3169,2.0823,5.8113,6.8989,0.1701,1.0062,10.1259,6.2958,12.6066,9.7501,1.4753,1.4824,1.6443,0.4129,1.3923,0.0129,26.2
ZAZFUE01,79.83,4.16,182.33,3.06,-4.3615,-2.8261,0.336,-0.1264,1.2993,2.9544,5.8107,8.4525,0.1703,0.9896,10.1295,6.3148,12.6097,9.7395,1.237,1.4634,1.2539,0.08,1.463,0.057,3.2
QIWLAM,73.93,6.48,172.4,3.25,-4.2756,-2.845,0.3488,-0.157,1.3158,2.0729,5.8264,6.9764,0.1705,1.0481,10.1383,6.2913,12.6062,9.7537,1.5159,1.5333,1.6277,0.4402,1.2169,0.0122,13.2
TUKNAR,93.92,12.9,187.14,1.64,-3.2177,-1.5352,0.3736,-0.2151,1.3477,1.8376,5.9487,8.4733,0.1712,1.0298,10.1896,6.3085,12.5258,9.792,1.7564,1.4021,1.7219,0.4103,1.5069,0.0692,24.9
BOCMIQ,75.49,4.33,238.56,3.56,-4.8393,-3.0287,0.4202,-0.1094,1.305,2.7525,5.8443,8.3967,0.1717,0.982,10.1228,6.2789,12.6025,9.6984,1.406,1.4161,1.2107,0.0746,1.4683,0.0477,4.2
AQIKIU,74.46,5.24,194.46,2.76,-4.4151,-2.5563,0.2556,-0.1929,1.325,3.0183,5.88,7.1062,0.1718,0.9873,10.1534,6.3591,12.6335,9.7518,1.331,1.3805,1.1827,0.0839,1.2673,0.0125,20.8
DETZOS,73.94,13.72,175.23,2.62,-4.4116,-2.9386,0.3708,-0.1325,1.2947,2.0118,5.7084,7.1114,0.1722,1.0031,10.1285,6.2949,12.6094,9.7249,1.4904,1.457,1.6684,0.4278,1.2013,0.0236,26.6
YOJDEH,72.93,9.33,187.45,3.45,-4.7166,-3.2185,0.2931,-0.1275,1.3275,3.1572,5.6988,6.9878,0.1725,0.9619,10.1291,6.3071,12.6469,9.7529,1.3476,1.2505,1.2569,0.0892,1.3478,0.0125,35.4
TIDSEG,77.2,3.04,179.17,1.65,-4.3192,-2.7008,0.3444,-0.1503,1.3194,2.0503,5.8417,6.8702,0.1726,0.988,10.1317,6.2949,12.6042,9.7565,1.4742,1.4616,1.6657,0.3992,1.429,0.0127,30.5
DOMZIQ,75.8,1.89,193.63,4.28,-4.5008,-2.7037,0.4041,-0.1663,1.3167,1.8508,5.6074,8.511,0.1732,1.0307,10.1377,6.3071,12.5679,9.721,1.537,1.6006,1.5986,0.5126,1.4548,0.098,-3.7
GOXNIT,61.67,2.96,198.16,3.36,-3.4563,-2.1347,0.2555,-0.2206,1.379,3.0008,6.0415,7.0659,0.1741,1.0366,10.1832,6.3422,12.574,9.8283,1.3641,1.4145,1.1799,0.0818,1.4578,0.0098,18.9
MAZMIM,85.98,0.83,187.48,2.16,-4.7883,-2.8107,0.4176,-0.1694,1.352,1.7895,5.7416,6.9788,0.1742,0.9798,10.1346,6.2719,12.5743,9.7362,1.6786,1.5593,1.5556,0.4492,1.411,0.0108,11.9
NESZOB,88.98,11.58,194.77,2.98,-2.9442,-1.4821,0.3196,-0.2238,1.3573,1.7672,5.8795,7.4094,0.1745,1.0345,10.2014,6.326,12.5586,9.7958,1.7009,1.4564,1.771,0.4535,1.2243,0.0099,26.6
FADBOE,72.11,14.28,187.7,3.31,-4.2446,-2.783,0.3588,-0.1447,1.3363,1.9464,5.7937,7.0418,0.1754,0.9961,10.1371,6.2914,12.6011,9.7487,1.4944,1.4147,1.7282,0.4823,1.2295,0.0166,30
AGODOR,76.31,4.01,163.93,3.14,-4.3779,-2.8945,0.3933,-0.1454,1.3311,2.0928,5.8568,8.4635,0.1758,1.0125,10.1295,6.2879,12.5768,9.742,1.4332,1.5163,1.6101,0.3803,1.4641,0.0544,3.4
VACDAG,73.82,6.89,199.88,2.53,-4.1228,-2.2852,0.2803,-0.1809,1.3326,3.0255,5.9024,7.1047,0.1761,1.0263,10.1574,6.3125,12.627,9.7801,1.2493,1.3801,1.3516,0.0825,1.224,0.0139,32.5
JODKUJ,94.79,-4.8,259.73,3.69,-4.6514,-2.765,0.4253,-0.1625,1.341,1.8037,5.9146,8.3476,0.1761,1.0243,10.1332,6.2803,12.5774,9.717,1.7538,1.4663,1.4772,0.4399,1.6614,0.0624,-13.5
JIRREK,76.4,17.59,176.69,2.07,-4.538,-3.1922,0.3427,-0.1245,1.3502,1.8233,5.7435,7.1276,0.1762,1.0125,10.1235,6.3031,12.6109,9.7434,1.4352,1.3677,1.705,0.4132,1.2367,0.0123,32.9
HISMAA,77.89,5.23,178.09,1.81,-4.1897,-2.5157,0.3479,-0.1636,1.3263,2.0086,5.827,7.1684,0.1771,1.0104,10.1418,6.2935,12.5946,9.764,1.5268,1.5267,1.6224,0.387,1.2522,0.0126,29.4
XALMUS,78.3,15.22,192.5,3.98,-4.3936,-2.9,0.3834,-0.1487,1.2999,1.964,5.6831,7.1015,0.178,1.0191,10.1422,6.3251,12.5811,9.7104,1.4662,1.4369,1.7166,0.4712,1.2865,0.0183,23
AMHPYR,78.63,4.64,165.32,1.49,-3.168,-1.5393,0.3982,-0.2186,1.3409,1.6314,6.0454,8.5301,0.178,1.0256,10.1909,6.2664,12.5011,9.8343,1.5764,1.5487,1.5819,0.3675,1.4868,0.0449,29.5
SECCOV,75.93,2.95,196.44,3.16,-4.5274,-2.6981,0.3114,-0.181,1.362,2.9231,5.914,8.4368,0.1781,1.0112,10.1415,6.331,12.6055,9.752,1.3228,1.4548,1.3038,0.0628,1.4465,0.056,-7
FEVQIJ,76.86,3.03,212.15,3.12,-3.6165,-2.0581,0.3472,-0.1805,1.3371,3.0044,5.8358,8.4736,0.1782,1.043,10.1655,6.3298,12.5769,9.7461,1.3276,1.3118,1.2319,0.0833,1.4849,0.0769,32.9
SEFLUN,76.81,9.1,166.97,1.7,-4.6745,-3.27,0.3978,-0.1172,1.3052,1.8676,5.7669,8.4085,0.1783,0.9975,10.109,6.2921,12.595,9.7151,1.5406,1.2836,1.6628,0.4247,1.4549,0.0565,14.7
GIRSOR,88.65,11.27,184.59,2.87,-4.3381,-2.6049,0.3005,-0.1621,1.318,3.0973,5.8638,8.3887,0.1784,0.997,10.1432,6.3398,12.6217,9.7379,1.1902,1.3091,1.2592,0.122,1.4683,0.0522,-2.3
JIBNIU,80.72,9.68,168.7,3.75,-4.4016,-2.6993,0.4044,-0.1438,1.3308,1.9731,5.8073,8.3887,0.1786,1.0071,10.1287,6.289,12.5665,9.7401,1.4544,1.431,1.6919,0.414,1.4576,0.0494,7.1
MAHTUN,92.08,0.66,199.88,3.24,-4.441,-2.6666,0.3136,-0.1542,1.3349,2.8495,5.7894,8.4368,0.1787,1.0097,10.1404,6.3386,12.6179,9.7299,1.2652,1.4722,1.2804,0.0793,1.4885,0.0525,8.6
SUTZEN,74.3,5.42,217.36,4.58,-3.8502,-2.3161,0.3559,-0.1645,1.2935,2.9734,5.6674,8.4078,0.1792,1.064,10.1676,6.3173,12.6175,9.7093,1.4247,1.2193,1.2761,0.0717,1.5119,0.0585,25.6
YUXCOM,76.38,2.9,168.64,1.7,-4.5426,-2.9224,0.3481,-0.1373,1.3123,2.082,5.7967,7.0852,0.1795,1.0289,10.1211,6.3028,12.6071,9.7421,1.5172,1.5312,1.6056,0.4215,1.2477,0.013,27.7
RAVMAC,79.63,7.87,171.39,2.63,-3.4589,-1.5684,0.3585,-0.2181,1.3876,1.9193,6.0567,7.1845,0.1796,1.039,10.1885,6.2731,12.5157,9.8526,1.5646,1.5899,1.5335,0.3698,1.3925,0.0232,38.2
XIVWUX,85.46,6.82,173.75,4.28,-4.3723,-2.6974,0.4007,-0.1421,1.3415,1.9981,5.8402,8.3514,0.1797,0.9967,10.138,6.2805,12.5767,9.7421,1.5284,1.4437,1.6798,0.4049,1.5022,0.0668,11.7
LAJNEP,80.92,2.92,169.88,4.51,-4.329,-3.5822,0.3821,-0.1747,1.3665,2.0901,5.925,8.3667,0.1801,1.0093,10.1434,6.3047,12.5634,9.7498,1.5068,1.5383,1.6003,0.3584,1.5,0.0469,-7
QANKEW,81.83,-1.57,175.94,2.03,-3.2342,-1.5644,0.2677,-0.2224,1.3697,2.5023,5.9401,8.5153,0.1801,1.0637,10.1971,6.3663,12.5505,9.8155,1.0769,1.3695,1.5246,0.0949,1.4878,0.0558,24.7
NOPDAY,77.29,11.54,167.13,1.7,-4.5668,-3.1622,0.4066,-0.1355,1.314,2.1043,5.8236,8.4012,0.1802,0.9952,10.1209,6.278,12.5824,9.733,1.478,1.4249,1.6964,0.397,1.4618,0.0545,14
