Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,Cu-I-C,N-Cu-I,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
ZUWBEA,99.56,-2.94,18.2,-3.0725,-2.3561,2.03,1.93,-0.03,-0.02,2.47,76.8,81.83,-0.0323,-0.531,-0.8613,2.1111,2.5553,1.3117,28.8058,7.2655,25.2825,8.4811,0.7118,0.3025,0.3716,1.2349,3.2147,3.7128,3.7348,2.0322,2.0249,6.2944,9.864,1.4976,0.4311,0.0479,2.7855,3.5527,-411.1,1.23,125.79,42.2
KUNKUC,84.82,2.1,19.2,-3.3254,-2.3765,1.99,1.96,-0.03,-0.05,2.41,82.7,82.77,0.0928,-0.6808,-0.5282,2.4574,2.5761,1.3649,28.9317,7.2219,25.2528,8.4159,0.7266,0.3027,0.5805,1.2146,3.2134,3.6044,3.4912,2.0141,2.0297,6.2606,9.8317,1.6941,0.4003,0.0418,2.7887,3.5582,-383.02,1.23,126.22,46.5
OKUHUX,62.91,0.87,24.5,-3.1659,-2.2583,2.05,2.14,0.03,-0.09,2.45,82.92,86.27,0.0528,-0.5926,-0.5691,2.0728,2.5848,1.4443,28.9235,7.2442,25.2371,8.4237,0.6859,0.3033,0.4785,1.2064,3.2166,3.5336,3.6044,2.0224,2.0212,6.3337,9.8759,1.5256,0.3376,0.057,2.7889,3.559,-376.65,1.23,126.3,42
YUYLIN,97.17,0.56,20.9,-3.3029,-2.0918,1.96,1.92,-0.02,-0.02,2.4,81.02,82,0.0573,-0.6131,-0.8611,2.403,2.5718,1.338,28.8805,7.2487,25.2557,8.4201,0.7343,0.3033,0.4741,1.2132,3.2121,3.6032,3.5313,2.0157,2.0298,6.2811,9.8227,1.5258,0.477,0.067,2.7888,3.5583,-382.34,1.23,126.56,38
KUTWIG,82.31,0.6,16,-2.9722,-2.0337,2.38,1.94,0.01,-0.04,2.4,82.54,80.82,0.0316,-0.2114,-0.8781,2.0963,2.5761,1.3382,28.8584,7.2472,25.2744,8.4164,0.7463,0.3034,0.1516,1.2091,3.2161,3.6678,3.5738,2.0287,2.0299,6.3437,9.8723,1.1987,0.4196,0.0556,2.7891,3.558,-372.05,1.23,126.73,42.1
JEDZOI,93.69,1.36,12,-3.4849,-2.2104,1.93,1.95,-0.03,-0.07,2.42,82.23,83.43,0.0515,-0.6841,-0.6081,2.2858,2.5702,1.392,28.8176,7.2473,25.2368,8.4181,0.7182,0.3039,0.576,1.2092,3.2146,3.5102,3.6118,2.0181,2.0211,6.2766,9.8397,1.6229,0.4219,0.0576,2.7894,3.5579,-378.44,1.23,126.52,38.2
WIBGAQ,87.03,5.87,13.9,-3.4521,-2.508,1.97,2,-0.03,-0.08,2.49,76.04,83.78,0.0088,-0.6426,-0.491,2.1271,2.5497,1.3908,28.8604,7.2307,25.2296,8.4394,0.6847,0.3045,0.5239,1.2475,3.2169,3.5266,3.7332,2.0203,2.024,6.2976,9.867,1.5587,0.3798,0.061,2.7832,3.5478,-413.92,1.23,125.57,41.7
JEMPAS,78.18,2.04,13.3,-3.3313,-2.3476,2.32,1.91,-0.08,-0.02,2.47,83.12,85.04,0.01,0.1557,-0.4427,2.0935,2.6289,1.4058,28.8452,7.2597,25.2453,8.4181,0.6996,0.3045,0.2266,1.218,3.2195,3.5294,3.666,2.0236,2.0183,6.4089,9.8743,1.2045,0.0636,0.0069,2.7905,3.5582,-383.41,1.23,126.37,43
ZECCIT,83.56,0.32,10.2,-3.1919,-2.1762,2.24,1.96,-0.02,-0.03,2.41,80.92,83.99,0.044,-0.4491,-0.8097,2.0393,2.5525,1.3937,28.8497,7.2558,25.2564,8.4152,0.6919,0.3046,0.2497,1.1944,3.2145,3.5274,3.6065,2.0214,2.0224,6.3222,9.875,1.4745,0.407,0.0395,2.7886,3.5562,-390.2,1.23,126.69,46.1
TZACOL,61.34,1.19,18.7,-3.4469,-2.4874,2.24,2.05,-0.22,0.14,2.49,82.06,87.05,0.0247,-0.5321,-0.5843,1.9645,2.6463,1.4409,28.8835,7.2454,25.2258,8.4682,0.6928,0.3052,0.2969,1.2495,3.2144,3.4965,3.7667,2.0173,2.0217,6.3416,9.8832,1.5715,0.4026,0.0898,2.787,3.5577,-398.22,1.24,126.13,32.2
NIDNOG,80.09,-0.35,9.4,-4.0763,-2.9825,2.12,2.06,0.02,-0.01,2.51,71.25,84.65,-0.0024,-0.6235,-0.1264,1.9373,2.6024,1.3786,28.7597,7.2579,25.2112,8.5306,0.7317,0.3054,0.3532,1.2626,3.2073,3.892,3.6715,2.0403,2.0304,6.3321,9.9087,1.5141,0.0934,0.01,2.7847,3.5389,-469.24,1.24,125.25,39.4
YIZYAH,78.89,-0.09,25.4,-3.4435,-2.4547,1.97,2.22,0.06,0.02,2.5,81.58,86.21,-0.0117,-0.1898,-0.5013,2.0777,2.6621,1.3549,28.8239,7.253,25.2731,8.4385,0.6805,0.3055,0.5621,1.2497,3.2212,3.5197,3.7221,2.0194,2.0176,6.3642,9.872,1.3801,0.3807,0.0537,2.7901,3.554,-402.01,1.23,126.35,42.7
VULSAZ,83.16,1.52,18.6,-3.1408,-2.196,1.96,2.13,-0.02,-0.11,2.44,82.72,84.49,0.0229,-0.839,-0.4598,2.0691,2.5876,1.4038,28.8384,7.252,25.2616,8.426,0.6987,0.3059,0.5845,1.2076,3.2169,3.5265,3.6364,2.0226,2.0202,6.3086,9.8663,1.742,0.365,0.0408,2.7883,3.5574,-380.35,1.23,126.56,39.7
LANNOG,86.38,-2.7,23.4,-2.9831,-2.5012,1.94,2.03,0,0.01,2.56,76.26,87.05,-0.0322,-0.784,-0.4966,2.208,2.5821,1.3595,28.9072,7.2131,25.277,8.4496,0.5969,0.306,0.5815,1.2839,3.2184,3.7346,3.7627,2.0258,2.0336,6.298,9.8641,1.7388,0.4359,0.067,2.7854,3.5539,-372.12,1.24,126.19,47.5
CITFUG,85.87,1.58,18.9,-2.6934,-2.1232,1.96,2.07,-0.02,-0.05,2.47,81,85.41,-0.0183,-0.7999,-0.7484,2.2411,2.5959,1.3248,28.8318,7.2574,25.3194,8.4148,0.6621,0.3061,0.6,1.2174,3.2133,3.5445,3.6199,2.0192,2.0247,6.2911,9.8484,1.7144,0.5343,0.0793,2.7893,3.5596,-356.62,1.23,127.04,35.2
JIWKUV,85.01,1.37,16.3,-3.3065,-2.6756,1.96,1.94,-0.05,-0.02,2.46,80.08,84.92,0.0215,-0.544,-0.8234,2.3594,2.5878,1.3705,28.8765,7.2575,25.2629,8.4127,0.6605,0.3061,0.4915,1.2118,3.2173,3.5325,3.6657,2.0262,2.0182,6.2976,9.8266,1.4611,0.4291,0.0576,2.7902,3.5561,-403.36,1.23,126,40.7
HIWSAH,86.63,-0.67,14.4,-2.9595,-2.0868,1.94,2.21,-0.02,0.02,2.43,81.89,83.01,0.0024,-0.9095,-0.1858,2.0866,2.5719,1.3436,28.8115,7.2517,25.2965,8.4218,0.6888,0.3064,0.6269,1.205,3.2153,3.5481,3.6131,2.018,2.0253,6.3455,9.8619,1.799,0.1021,0.0223,2.789,3.5578,-360.99,1.23,126.84,38.6
