Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,N-Cu-I,Cu-I-C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
QOZXAG,92.16,-4.26,13.2,-3.2635,-2.3799,1.95,2.3,-0.01,0.08,2.46,81.47,77.77,-0.0103,-0.9246,-0.8288,1.8427,2.498,1.3534,28.7461,7.2565,25.2607,8.4516,0.717,0.2794,0.5968,1.2054,3.2172,3.7162,3.6826,2.0373,2.0208,6.3343,9.8735,1.5157,0.4403,0.1143,2.788,3.5581,-410.78,1.23,126.15,47.3
OFOZER,74.37,4.08,21,-4.0801,-2.3997,1.98,2.32,0.04,-0.17,2.35,64.68,83.75,0.167,-0.5359,-0.3513,2.1688,2.8729,1.5246,28.8578,7.1298,25.1223,8.4802,0.7786,0,0.412,1.6414,3.194,3.7133,3.6593,2.0342,2.0358,6.286,9.8717,1.5279,0.0606,0.0164,2.7727,3.5074,-370.31,1.27,127.69,27.7
FEDQUB,58.43,2.22,22.5,-3.1397,-2.2564,2.09,2.39,0.06,-0.2,2.42,81.94,83.5,0.0049,-0.5828,-0.591,2.1972,2.627,1.3257,28.8319,7.2732,25.2931,8.4129,0.7661,0.2798,0.4541,1.2285,3.2159,3.9126,3.5814,2.0631,2.0337,6.2778,9.8589,1.5901,0.3508,0.072,2.7895,3.5566,-391.8,1.23,126.25,42.1
SOBXUE,84.37,-6.22,20.7,-4.3137,-2.881,1.91,2.24,0.03,0,2.5,87.92,73.57,0.0002,-0.6313,-0.3403,2.0535,2.7365,1.2983,28.6979,7.2666,25.2637,8.41,0.6403,0.4444,0.5367,1.1596,3.2065,3.5351,3.7188,2.0205,2.014,6.315,9.8509,1.5296,0.0596,0.0191,2.7916,3.552,-450.24,1.22,124.47,33.7
YERKAH,85.1,-0.62,16,-2.9508,-2.1395,1.91,2.31,-0.03,0.04,2.44,83.32,81.45,0.0248,-0.9114,-0.1589,2.0891,2.5735,1.3712,28.8002,7.2672,25.2848,8.4172,0.7021,0.304,0.6576,1.2023,3.2179,3.5336,3.6152,2.0189,2.0267,6.3507,9.8604,1.7231,0.0967,0.027,2.7897,3.5581,-379.86,1.23,126.78,44.9
NALYEH,59.17,-14.08,12.3,-3.7733,-2.493,2.02,2.4,1.12,-0.5,2.47,87.76,73.33,0.0117,-0.6523,-0.5248,1.8327,2.6658,1.3245,28.8159,7.2825,25.266,8.397,0.6365,0.4075,0.5174,1.1601,3.208,3.5319,3.6363,2.0147,2.0185,6.3412,9.8923,1.5899,0.3038,0.0387,2.7923,3.5571,-443.24,1.23,125.27,42.8
XOZRAI,78.67,0.4,14.3,-4.0951,-2.9513,1.95,2.25,0,-0.05,2.5,87.94,76.48,-0.0037,-0.6664,-0.3364,1.953,2.7133,1.3197,28.6713,7.2737,25.2675,8.4102,0.6456,0.4097,0.4717,1.1773,3.2136,3.6403,3.5733,2.0143,2.0243,6.3216,9.8578,1.5442,0.0604,0.0088,2.7923,3.555,-440.94,1.23,124.55,34
ROXLEY,75.82,2.1,16.4,-4.1258,-2.9323,2.03,2.28,0,-0.12,2.34,64.14,83.79,0.1575,-0.5392,-0.3341,2.0796,2.7614,1.5149,28.8177,7.1655,25.1226,8.4905,0.7696,0,0.383,1.5742,3.195,3.6412,3.6835,2.0256,2.0349,6.2897,9.8768,1.5028,0.0611,0.0186,2.7735,3.5102,-369.49,1.27,127.92,24.7
JODKUJ,104.38,-14.39,25.2,-5.3891,-4.527,1.79,2.3,0.11,-0.55,2.68,88.89,77.68,0.3337,-0.5502,-0.6353,3.4308,2.9071,1.6586,29.1913,7.1044,24.9082,8.3508,0.5489,0.6865,0.7829,1.0684,3.1795,3.4741,3.6323,2.0222,2.0104,6.2696,9.5446,1.5337,0.4541,0.0452,2.7885,3.5503,-368.28,1.21,124.04,28.6
SANRAD,77.44,0.84,17.5,-4.1853,-2.7843,1.96,2.26,0,-0.06,2.52,88.89,76.4,-0.0078,-0.6312,-0.3231,1.9707,2.742,1.3219,28.6835,7.2717,25.2616,8.4557,0.6496,0.4269,0.4765,1.1865,3.213,3.6552,3.595,2.0194,2.0196,6.3258,9.8531,1.5274,0.0603,0.0086,2.7905,3.5536,-444,1.23,124.38,22.7
BEDTAG,80.91,-1.06,16.7,-3.9747,-2.4396,1.99,2.25,0,-0.01,2.43,83.95,77.32,0.0208,-0.1604,-0.371,1.8556,2.6259,1.3288,28.7048,7.2657,25.2547,8.4075,0.6859,0.35,0.5073,1.1636,3.2139,3.5134,3.6996,2.0198,2.0159,6.378,9.8986,1.3241,0.0609,0.02,2.7912,3.5529,-432.35,1.23,125.44,37
CIWQIK,83.65,-5.68,11.5,-4.6007,-3.0225,1.98,2.3,-0.08,0.88,2.54,89.77,74.55,-0.0258,0.155,-0.3597,2.0699,2.7703,1.2864,28.7359,7.2941,25.2672,8.4194,0.6332,0.4707,0.5692,1.1609,3.211,3.5973,3.6278,2.0131,2.0176,6.371,9.855,1.2018,0.0606,0.008,2.7926,3.5529,-441.45,1.22,124.14,34.8
VICVOS,77.98,0.43,9.8,-4.0345,-2.1848,1.96,2.39,-0.01,-0.09,2.35,64.13,86.17,0.1428,-0.5553,-0.2178,2.0376,2.7384,1.4787,28.7956,7.1662,25.1548,8.5093,0.7628,0,0.4641,1.5492,3.1966,3.8749,3.4634,2.057,2.0325,6.2929,9.8709,1.5287,0.1013,0.0096,2.7755,3.506,-369.62,1.27,127.98,22.2
DUZGEK,75.97,2.44,17.9,-4.193,-2.6121,1.95,2.3,0.05,-0.18,2.34,63.12,84.95,0.1613,-0.6341,-0.2992,2.1617,2.7532,1.4502,28.7878,7.1688,25.1407,8.4881,0.7814,0,0.482,1.5611,3.1964,3.7564,3.7151,2.0451,2.0276,6.2912,9.8381,1.5047,0.0614,0.0101,2.7741,3.5003,-379.69,1.26,128.07,27.7
SUSQOO,76.57,1.86,15.9,-4.1925,-2.9601,1.99,2.37,-0.06,-0.03,2.41,66.21,87.1,0.1552,-0.5558,-0.0856,2.0439,2.7894,1.5687,28.8343,7.1486,25.1209,8.4644,0.7144,0,0.444,1.6243,3.2043,3.6104,3.6056,2.0261,2.0275,6.3087,9.8693,1.5102,0.1149,0.0286,2.778,3.511,-387.55,1.27,127.26,50.6
YAJBOC,85.91,0.32,14.9,-4.3408,-3.5212,1.84,2.4,0.27,-0.34,2.58,94.01,76.07,0.0065,-0.5442,-0.1155,2.3808,2.7757,1.3805,28.7942,7.2318,25.2302,8.3924,0.5964,0.4546,0.6176,1.1767,3.205,3.5651,3.6541,2.0194,2.0139,6.3042,9.8195,1.4826,0.0898,0.013,2.7915,3.5581,-416.07,1.23,122.42,41.1
CAQLOV,76.28,6.93,24,-3.4783,-3.2014,1.98,2.36,-0.06,-0.28,2.45,83.35,83.45,0.069,-0.7304,-0.4734,2.5867,2.6445,1.3405,28.8274,7.2081,25.2508,8.4349,0.722,0.2815,0.5083,1.2649,3.2182,3.6813,3.558,2.0224,2.0305,6.2671,9.7669,1.6801,0.3519,0.054,2.7898,3.5589,-404.22,1.23,125.52,47.9
NEMQEC,78,2.01,22.8,-3.4118,-2.0746,1.97,2.28,-0.02,-0.06,2.39,80.84,80.67,0.0572,-0.1955,-0.5031,1.9705,2.5713,1.3366,28.7754,7.2806,25.2696,8.4038,0.7023,0.291,0.5752,1.1845,3.2148,3.5369,3.6909,2.029,2.0191,6.3606,9.8833,1.2226,0.3769,0.0541,2.7888,3.5532,-400.97,1.23,126.43,41.7
KOYMAO,79.43,-4.13,23.9,-3.948,-2.4808,1.96,2.3,-0.03,0.13,2.47,87.18,78.97,0.0346,-0.4623,-0.1334,2.0226,2.6916,1.3947,28.8144,7.258,25.2354,8.396,0.6668,0.3845,0.5146,1.1924,3.2129,3.5507,3.6028,2.0162,2.0213,6.3107,9.8954,1.4618,0.0952,0.0235,2.7916,3.5564,-424.2,1.23,124.86,32.5
GICXOF,73.69,3.66,15.6,-4.3435,-3.2137,1.89,2.31,0.04,-0.18,2.33,61.72,81.53,0.1956,-0.7154,-0.303,2.2598,2.7405,1.4501,28.765,7.1748,25.1111,8.4586,0.8206,0,0.5598,1.5857,3.1924,3.5519,3.6747,2.0401,2.0228,6.3015,9.7783,1.495,0.0616,0.011,2.7716,3.4977,-358.4,1.27,128.76,31.9
LIRQUY,59.24,-14.02,10.4,-3.7676,-2.4819,2.03,2.39,1.1,-0.48,2.47,87.61,74.03,0.0169,-0.652,-0.5332,1.8362,2.6577,1.3367,28.8176,7.2826,25.2623,8.3996,0.6378,0.3979,0.5067,1.1593,3.2087,3.509,3.6569,2.0158,2.0173,6.3405,9.8937,1.5927,0.3125,0.05,2.7922,3.5571,-440.66,1.23,125.3,42.3
WUMGAN,79.3,0.03,13.8,-4.4886,-2.9175,1.91,2.38,0.07,-0.18,2.53,90.12,74.05,-0.0031,-0.0069,-0.1261,2.25,2.7516,1.3284,28.8489,7.2852,25.2472,8.3952,0.6258,0.4897,0.6949,1.1431,3.2054,3.5558,3.6464,2.0121,2.0194,6.3858,9.8486,1.2633,0.1164,0.0217,2.7928,3.5556,-429.93,1.22,124.61,25
NURQIA,80.79,5.21,8.8,-2.2459,-1.5839,1.87,2.32,0.07,-0.21,2.48,65.95,81.54,-0.1115,-0.7232,-0.5685,3.0179,2.7331,1.1118,29.1284,7.1574,25.4634,8.3606,0.4636,0,0.7148,1.68,3.2338,3.639,3.718,2.0534,2.0201,6.2593,9.7403,1.6685,0.3404,0.055,2.7869,3.5124,-232.68,1.28,126.19,44.3
RIWBUW,81.36,9.7,18.6,-3.9697,-2.989,1.97,2.28,0.02,-0.25,2.5,86.08,77.51,0.0217,-0.4906,-0.4589,1.8728,2.7339,1.3116,28.7532,7.226,25.2552,8.4766,0.7027,0.4001,0.459,1.2828,3.2067,3.7932,3.6997,2.0501,2.0158,6.3121,9.8657,1.4849,0.3542,0.0474,2.7861,3.5391,-443.55,1.24,123.96,17.3
PAJNIX,94.95,-49.71,15.9,-3.2002,-2.5927,1.89,2.27,-0.04,1.58,2.52,84.95,80.65,-0.012,-0.8857,-0.365,2.0628,2.5551,1.4033,28.8037,7.209,25.2383,8.5018,0.6739,0.2641,0.6712,1.2718,3.2201,3.6106,3.7174,2.0285,2.0188,6.3633,9.8593,1.7519,0.0615,0.0103,2.7874,3.5563,-381.51,1.24,126.02,46.8
ILAKAJ,84.48,-1.57,12.5,-4.2032,-2.7045,1.87,2.37,0.41,-0.42,2.54,91.36,74.18,-0.0002,-0.5577,-0.0721,2.1709,2.7431,1.3437,28.7869,7.2571,25.2546,8.3915,0.606,0.4573,0.6038,1.1673,3.2037,3.5368,3.6579,2.0151,2.0156,6.3224,9.8454,1.4658,0.123,0.0216,2.7923,3.557,-429.7,1.23,124.39,43.6
TITCUX,70.05,7.69,16.3,-4.297,-3.6077,2.12,2.42,-0.07,-0.31,2.37,65.41,89.71,0.1696,-0.0236,0.1562,2.4563,2.7989,1.5238,28.9365,7.168,25.1139,8.443,0.7464,0,0.3559,1.6065,3.1961,3.5964,3.6452,2.0294,2.0185,6.3072,9.8299,1.3244,0.1273,0.0194,2.7739,3.5062,-377.88,1.27,128.31,31.2
TOBVOV,82.05,2.22,18,-3.1001,-2.2234,1.93,2.34,0,-0.18,2.44,84.89,82.41,0.0152,-0.8793,-0.1577,2.1358,2.6155,1.3807,28.821,7.2502,25.2555,8.4271,0.7291,0.3362,0.6563,1.1984,3.2131,3.5783,3.59,2.0175,2.0254,6.3444,9.8575,1.6649,0.0851,0.0089,2.7903,3.5595,-362.01,1.24,126.74,43.2
OTROSC,59.28,-14.23,9.2,-3.7373,-2.4777,2.03,2.39,1.11,-0.49,2.46,87.58,73.77,0.0133,-0.654,-0.5089,1.8282,2.6558,1.3249,28.8129,7.2837,25.2667,8.3991,0.642,0.4034,0.5088,1.1558,3.2085,3.5293,3.6377,2.0151,2.0186,6.3415,9.8929,1.5968,0.2889,0.0373,2.7923,3.5571,-443.63,1.23,125.3,42.4
JEKNAP,84.65,-1.31,15.4,-3.0744,-2.2353,1.93,2.3,-0.03,0.03,2.45,85.32,82.02,0.0132,-0.8557,-0.7769,2.0969,2.6016,1.3718,28.8154,7.2498,25.2738,8.4249,0.6911,0.3378,0.621,1.1942,3.2132,3.5726,3.5864,2.0168,2.0257,6.323,9.8517,1.7523,0.438,0.0664,2.7898,3.5593,-358.85,1.23,126.85,42
CAGZOC,78.54,-0.04,16,-4.0144,-2.8066,1.96,2.24,-0.01,-0.05,2.5,87.63,76.76,-0.0072,-0.6799,-0.3334,1.9414,2.7055,1.3158,28.6832,7.2729,25.2707,8.4166,0.6537,0.4074,0.4724,1.1796,3.2137,3.6827,3.5464,2.0143,2.0287,6.3227,9.8628,1.5263,0.0609,0.0116,2.7922,3.5546,-440.32,1.23,124.72,23.7
BECYAL,77.78,3.96,12.6,-4.4673,-3.2035,1.88,2.39,0.06,-0.23,2.34,61.88,81.02,0.181,-0.6784,-0.2387,2.2546,2.7527,1.4338,28.7475,7.176,25.1164,8.4636,0.8077,0,0.5521,1.5876,3.1931,3.5732,3.6727,2.0388,2.0223,6.3056,9.7731,1.489,0.0881,0.0165,2.7719,3.4934,-363.39,1.27,128.86,30.5
APIXAA,85.52,-0.32,13.1,-4.8505,-4.1479,1.79,2.35,0.19,-0.27,2.61,94.28,74.29,0.0501,-0.5591,-0.0688,2.5823,2.8467,1.4368,28.7987,7.2344,25.174,8.3926,0.5641,0.5335,0.7575,1.1561,3.195,3.5357,3.6396,2.0154,2.0124,6.3165,9.7502,1.4659,0.1217,0.0209,2.7908,3.5551,-396.56,1.22,123.85,20.3
HOTTOA,80.95,13.94,20.4,-3.5173,-2.2319,1.79,2.3,0.13,-0.36,2.36,68.89,93.29,0.1697,-0.6278,-0.5721,3.0032,2.7729,1.3327,29.2929,7.2004,25.2055,8.3235,0.8358,0,0.6908,1.5146,3.1938,3.8549,3.3314,2.0376,2.0724,6.2148,9.8223,1.5324,0.345,0.0336,2.7651,3.4969,-364.24,1.26,125.25,101.4
IZANEE,76.77,2.58,18.8,-4.3048,-2.9764,1.95,2.28,0.01,-0.14,2.35,63.69,84.39,0.1676,-0.6072,-0.3379,2.2355,2.8165,1.5162,28.8234,7.1691,25.1077,8.4769,0.7686,0,0.491,1.5998,3.1964,3.7981,3.6705,2.028,2.047,6.2888,9.8391,1.5525,0.0614,0.0164,2.773,3.5082,-365.87,1.27,127.89,28.8
NABGIJ,84.6,-1.12,12.1,-3.1428,-1.9438,1.94,2.34,-0.03,-0.01,2.35,62.46,88.22,0.1196,-0.831,-0.7824,2.2308,2.7116,1.4537,28.8665,7.1441,25.2112,8.475,0.7377,0,0.6514,1.6007,3.2038,3.8943,3.4971,2.0729,2.0352,6.2941,9.827,1.5523,0.4426,0.0802,2.7827,3.5172,-304.29,1.27,126.63,47.8
QIJQEH,80.72,1.56,23.1,-4.4163,-2.8843,1.92,2.37,0.03,-0.21,2.53,89.02,78.88,-0.0055,-0.1133,-0.1054,2.1704,2.7398,1.3604,28.7772,7.2848,25.2563,8.4462,0.6736,0.4149,0.6177,1.1789,3.2143,3.576,3.6521,2.019,2.0178,6.37,9.8586,1.2411,0.0873,0.013,2.7917,3.5512,-420.39,1.22,124.47,33.8
IQEPUP,80.38,3.66,14.5,-2.9964,-2.1657,1.93,2.39,-0.03,-0.12,2.43,82.26,80.73,-0.0044,-0.9158,-0.2887,2.0602,2.6196,1.312,28.8477,7.2686,25.2972,8.4125,0.7046,0.3297,0.6492,1.203,3.2169,3.7173,3.6556,2.0382,2.0257,6.3638,9.8529,1.7845,0.0784,0.0164,2.7904,3.5586,-391.95,1.23,126.52,43.7
OCIMUI,75.08,3.83,14.7,-3.6427,-2.3962,1.95,2.37,0,-0.18,2.43,82.28,77.05,0.0206,-0.1299,-0.0815,1.9488,2.6271,1.2843,28.7384,7.2826,25.294,8.3908,0.6682,0.39,0.5504,1.1243,3.2124,3.5444,3.6661,2.015,2.0287,6.3881,9.8623,1.3053,0.125,0.0215,2.7914,3.5544,-417.29,1.23,125.75,45
HOXMEN,79.56,0.39,14.8,-3.8992,-2.5035,2.03,2.23,-0.01,-0.04,2.47,86.28,77.28,-0.006,-0.6647,-0.3467,1.7841,2.6848,1.3085,28.6739,7.2703,25.28,8.4106,0.6645,0.3878,0.3928,1.1793,3.2137,3.6313,3.5636,2.0143,2.0256,6.3194,9.8993,1.6222,0.0604,0.0084,2.7922,3.5556,-441.76,1.23,124.87,36.3
FAYPAX,80.44,6.92,16.4,-2.8358,-2.0253,2.07,2.33,-0.11,-0.29,2.41,81.79,83.93,0.0331,-0.7265,-0.4149,2.1391,2.5996,1.3275,28.8713,7.2426,25.2924,8.4182,0.7435,0.2999,0.4279,1.2321,3.2144,3.6066,3.5555,2.0177,2.028,6.2659,9.8779,1.5564,0.3054,0.046,2.7884,3.5586,-378.67,1.24,126.58,57.7
PAMTED,76.04,-6.28,18.3,-4.5694,-3.182,2,2.33,-0.11,0.52,2.49,86.93,72.52,0.0165,-0.0665,-0.0544,1.9467,2.744,1.307,28.7552,7.274,25.2324,8.4873,0.6819,0.4618,0.5395,1.1841,3.2095,3.537,3.6302,2.0123,2.0175,6.3933,9.8727,1.2973,0.1164,0.0286,2.7894,3.5379,-458.09,1.22,124.81,20.9
VETVOG01,80.99,14.1,19.4,-3.4852,-2.1247,1.79,2.3,0.13,-0.35,2.37,68.95,94.13,0.1842,-0.6308,-0.5708,3,2.7728,1.3431,29.2942,7.2093,25.198,8.329,0.8357,0,0.6872,1.5179,3.1952,3.8606,3.3229,2.0385,2.0765,6.2154,9.8271,1.5669,0.3449,0.0338,2.7653,3.4971,-353.77,1.26,125.18,105.2
POBQON,83.62,1.56,22.4,-2.622,-1.8063,1.96,2.36,-0.05,-0.04,2.33,76.94,86.06,0.1028,-0.8771,-0.2087,1.8824,2.5737,1.3762,28.8072,7.2586,25.2432,8.4349,0.7828,0.2033,0.6101,1.258,3.2166,3.78,3.6343,2.0534,2.0353,6.3525,9.885,1.753,0.0984,0.0289,2.7871,3.5583,-359.78,1.23,126.68,44.4
YEJNIM,78.45,3.63,21.6,-3.3178,-1.9846,1.95,2.27,-0.02,-0.18,2.34,61.39,85.1,0.1251,-0.7862,-0.5216,2.0772,2.7403,1.3817,28.8496,7.1587,25.2215,8.5022,0.7776,0,0.5739,1.5331,3.1914,3.68,3.5729,2.0446,2.0241,6.2906,9.845,1.7275,0.402,0.0453,2.7739,3.5007,-391.02,1.26,128.65,45.6
JUPCII,63.88,0.51,14.1,-3.9921,-2.5179,1.92,2.29,0.03,-0.06,2.49,88.2,74.88,-0.0086,-0.1735,-0.3936,2.1161,2.7036,1.3167,28.8316,7.2709,25.2685,8.3984,0.6557,0.4174,0.5856,1.1714,3.2098,3.5487,3.6243,2.012,2.0207,6.387,9.8757,1.2733,0.0762,0.0077,2.7931,3.5566,-432.2,1.23,125.31,36
SUTZEN,75.54,4.18,32.1,-3.1794,-2.0249,2,2.29,0,-0.16,2.39,80.28,84.32,0.0475,-0.1201,-0.5042,1.9911,2.5871,1.3659,28.8151,7.275,25.2636,8.4155,0.768,0.2837,0.5395,1.2129,3.216,3.6261,3.6422,2.034,2.0191,6.3451,9.8729,1.3808,0.4028,0.0422,2.7879,3.5524,-371.4,1.23,126.66,39.3
PAJBIM,79.85,1.11,13,-4.0256,-2.4677,1.92,2.41,0.08,-0.2,2.34,64.03,83.17,0.136,-0.5592,-0.063,2.2224,2.7492,1.4517,28.8855,7.1771,25.1542,8.4948,0.7916,0,0.5481,1.5577,3.1948,3.897,3.468,2.0593,2.03,6.2919,9.8544,1.6834,0.1149,0.0178,2.7739,3.5,-369.39,1.27,128.26,26.2
VOQMUK,77.38,1.87,16.5,-3.729,-2.497,1.99,2.27,0.02,-0.08,2.46,86.71,76.48,0.0168,-0.6722,-0.3519,1.8652,2.6711,1.3466,28.6971,7.2742,25.2521,8.3906,0.6567,0.3696,0.4191,1.1751,3.2141,3.4485,3.7672,2.0201,2.0215,6.3205,9.8904,1.5496,0.0608,0.0216,2.7918,3.5564,-440.09,1.23,124.63,37
PUTJUJ,85.12,-1.71,14.2,-3.1936,-2.0097,1.92,2.32,-0.02,0.01,2.36,63.52,88.44,0.1123,-0.8521,-0.7717,2.2588,2.7179,1.4496,28.832,7.1289,25.2131,8.4831,0.7429,0,0.6019,1.6197,3.2071,3.8178,3.585,2.0638,2.0261,6.2825,9.8238,1.6636,0.4306,0.0537,2.7841,3.5177,-304.28,1.27,126.29,47.8
VINVOG,80.02,-3,17.4,-4.302,-3.0596,1.86,2.31,0.06,-0.08,2.59,91.61,77.51,0.009,-0.5657,-0.2101,2.1962,2.6594,1.4275,28.7925,7.2277,25.2089,8.4798,0.6176,0.3921,0.5994,1.1926,3.2135,3.5326,3.688,2.0151,2.0167,6.331,9.8374,1.5294,0.0771,0.0165,2.79,3.5497,-418.38,1.23,124.42,21.9
DOPYUE,93.03,-1.67,10.2,-3.066,-2.2024,1.92,2.28,-0.01,0.03,2.43,81.38,79.2,0.0331,-0.9097,-0.7871,1.9528,2.5535,1.388,28.8068,7.2922,25.2485,8.4586,0.6975,0.2665,0.651,1.2543,3.221,3.7584,3.6939,2.041,2.0251,6.3477,9.8584,1.7359,0.4373,0.0922,2.7878,3.5582,-364.75,1.24,127.27,44
ZARJEJ,82.13,0.88,13,-4.7326,-3.2126,1.98,2.27,0.03,-0.09,2.57,91.86,75.05,-0.0272,0.1622,-0.3547,2.1588,2.7975,1.3123,28.7437,7.2874,25.2536,8.4297,0.6117,0.488,0.5715,1.1667,3.2105,3.668,3.614,2.0187,2.0175,6.371,9.8389,1.1562,0.0609,0.0098,2.7925,3.552,-429.25,1.22,124.04,21.8
PEDBIL,80.5,-0.5,14.5,-3.732,-2.4363,2.02,2.23,0,-0.05,2.45,85.65,75.22,0.0077,-0.6615,-0.3537,1.8086,2.6845,1.3093,28.6801,7.2653,25.2697,8.4126,0.6717,0.381,0.4181,1.1797,3.2109,3.4962,3.6931,2.0163,2.0185,6.3163,9.9038,1.5482,0.0608,0.021,2.7912,3.5542,-445.24,1.23,124.9,37.1
CERWAX02,63.66,0.88,14.9,-3.835,-2.4631,1.94,2.27,0.04,-0.09,2.49,87.91,76.4,-0.0124,-0.1743,-0.409,2.0715,2.6793,1.3324,28.8211,7.2681,25.2718,8.4018,0.655,0.3842,0.5428,1.1969,3.2126,3.5504,3.6244,2.0129,2.0211,6.3921,9.8853,1.2815,0.0756,0.0122,2.7928,3.5564,-422.28,1.23,125.77,35.9
OHOYAO,81.49,0.71,14.9,-4.904,-4.0014,1.89,2.35,0.07,-0.27,2.61,93.02,76.34,0.0149,-0.0413,-0.0702,2.7003,2.8041,1.3952,28.9108,7.2546,25.1851,8.4169,0.6198,0.4824,0.7642,1.1431,3.205,3.5846,3.5736,2.0102,2.0181,6.3393,9.7762,1.3169,0.1143,0.0205,2.79,3.5554,-423.75,1.24,120.35,41.6
VEBPEX,78.25,6.06,11.6,-3.3143,-2.3311,1.91,2.35,0,-0.23,2.47,85.47,83.63,0.0137,-0.8532,0.1527,2.0721,2.6045,1.4303,28.8117,7.2566,25.247,8.4149,0.6804,0.2815,0.6094,1.2247,3.2203,3.4988,3.6671,2.0243,2.0189,6.3575,9.8675,1.6189,0.1276,0.0287,2.7904,3.5578,-376.91,1.23,126.54,51.7
PADYEY,84.52,9.43,20.6,-4.1266,-3.1689,1.89,2.26,0.03,-0.22,2.53,89.36,75.29,0.0083,-0.5187,-0.4633,2.0881,2.7741,1.3009,28.7362,7.2753,25.2665,8.3956,0.6433,0.5021,0.5176,1.1603,3.2044,3.7185,3.5937,2.0278,2.0241,6.314,9.8262,1.4391,0.3694,0.0376,2.7903,3.5498,-428.9,1.22,124.61,32.9
MAXVIQ,74.3,3.48,25.4,-4.2333,-2.1329,2.34,2.29,-0.11,-0.06,2.26,59.1,86.22,0.216,-0.21,-0.2012,1.8911,2.8028,1.5296,28.8444,7.1421,25.1019,8.4743,0.8119,0,0.1813,1.5561,3.1851,3.8924,3.5173,2.0664,2.0347,6.3356,9.9366,1.2125,0.0972,0.0261,2.769,3.5019,-417.01,1.25,127.63,32.1
SUKTIC,83.77,1,19.8,-3.1573,-2.3091,1.93,2.32,0,-0.06,2.48,87.87,78.34,0.0102,-0.7857,-0.5503,2.129,2.6219,1.3204,28.8711,7.2487,25.2919,8.4209,0.6462,0.3587,0.6734,1.2063,3.2077,3.5586,3.6149,2.0151,2.024,6.3109,9.861,1.7708,0.3386,0.0288,2.7902,3.5598,-376.94,1.23,126.6,45.5
LONTUE,81.06,13.79,21.5,-3.5619,-2.1912,1.79,2.29,0.13,-0.34,2.37,70.01,94.09,0.2054,-0.6221,-0.5675,3.103,2.7536,1.384,29.34,7.2081,25.1774,8.3133,0.829,0,0.6814,1.5092,3.1961,3.873,3.3102,2.0412,2.0806,6.2097,9.8273,1.5918,0.3433,0.0336,2.7643,3.4977,-350.61,1.26,125.1,96
EDEPUZ,78.37,-0.75,10.2,-4.2154,-2.9524,1.94,2.32,0.03,-0.03,2.55,88.35,74.22,-0.0134,-0.5395,-0.3208,1.9455,2.5878,1.3932,28.7545,7.2481,25.2214,8.506,0.6563,0.3653,0.5006,1.2024,3.2101,3.8261,3.6719,2.0374,2.0241,6.3334,9.8895,1.5469,0.0803,0.0115,2.7879,3.5493,-438.92,1.23,124.55,33.5
RIRZAU,77.16,3.32,23.1,-3.2653,-2.7015,1.98,2.32,-0.04,-0.12,2.41,80.4,85.78,0.0724,-0.8016,-0.4812,2.5491,2.6199,1.3432,28.8281,7.2208,25.2504,8.4411,0.7623,0.247,0.5482,1.2748,3.2193,3.7049,3.5567,2.026,2.0353,6.2646,9.7727,1.7077,0.3588,0.0566,2.7887,3.5588,-385,1.24,126.22,45.7
SEZJIR,76.49,0.73,13.7,-4.3494,-2.9657,1.97,2.23,0,-0.02,2.53,86.74,72.67,0.0017,-0.6471,-0.2979,1.9694,2.6346,1.3564,28.6922,7.2738,25.2117,8.5129,0.6806,0.4049,0.4728,1.1974,3.2113,3.8336,3.733,2.0305,2.0274,6.3336,9.856,1.5132,0.0618,0.0071,2.7869,3.5478,-442.57,1.23,124.48,22.7
JUGXIU,79.44,-0.18,14.7,-4.2182,-2.6263,2.01,2.2,0,-0.02,2.49,87.03,76.23,-0.0224,-0.0612,-0.3603,1.9136,2.7058,1.2819,28.6938,7.2833,25.2789,8.4214,0.6707,0.4179,0.4561,1.1748,3.2132,3.6323,3.578,2.0126,2.024,6.3681,9.8902,1.2425,0.0617,0.0062,2.7924,3.5541,-443.75,1.23,124.59,34.8
TAZGIN,75.2,4.17,17.3,-3.9023,-2.0949,2.02,2.45,0.06,-0.5,2.34,64.75,91.05,0.1516,-0.0388,-0.4771,2.2407,2.7644,1.5231,28.9302,7.1831,25.1359,8.5002,0.7768,0,0.4813,1.5484,3.1941,3.5111,3.6653,2.0257,2.0219,6.3455,9.8787,1.2721,0.0585,0.0221,2.7754,3.5151,-355.7,1.26,127.03,56.9
