Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,PC_Buried_Volume_35A,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-N,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_Cu,Atomic_Population_I,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_dyz,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,ImgFreq,Ea
TUFGEG,62.5,0.47,165.64,27.5,13.7,-3.1087,-1.6482,2.27,1.94,88.07,96.27,0.2222,-0.3333,-0.1558,0.1482,1.3551,1.9247,28.9292,25.2048,0.4516,0.7777,0.6163,3.2381,1.2942,1.2641,1.4606,3.7142,3.9154,4.2468,9.8478,1.5535,0.0606,1.3459,1.1854,0.0827,-121.93,27.7
YAJBOC,89.35,-3.14,188.28,31.3,14.7,-3.9281,-3.5809,1.91,1.97,88.57,99.04,0.2547,-0.2554,-0.1034,0.1132,1.4451,2.1495,28.8962,25.1756,0.5716,0.6966,0.5596,3.2461,1.3614,1.2462,1.3242,3.7332,3.9131,4.2324,9.8258,1.48,0.0882,1.1818,1.2704,0.0913,-333.02,27.6
BEJTAL,97.9,0.43,191.13,41.3,19,-3.2871,-1.4755,2.08,1.99,90,97.32,0.3247,-0.3025,-0.1447,0.1333,1.3293,1.9811,28.8114,25.2271,0.4287,0.7585,0.5838,3.2436,1.318,1.2266,1.4384,3.7164,3.9132,4.1928,9.862,1.6914,0.0887,1.3977,1.7491,0.6504,-156.42,27.6
MAVNIJ,63.32,-0.1,157.25,24.1,8.4,-3.0377,-1.9214,2.05,1.93,88.07,95.89,0.2945,-0.3214,-0.1551,0.138,1.3629,1.9172,28.9217,25.217,0.4767,0.7583,0.6198,3.2372,1.301,1.2505,1.4556,3.7127,3.9212,4.2151,9.8406,1.5584,0.0444,1.5494,1.6569,0.34,-123.69,27.6
HOQNAD,63.77,-0.35,157.89,24.3,6.7,-3.1651,-2.1562,2.04,1.94,87.74,96.12,0.2857,-0.3152,-0.1466,0.144,1.4043,1.9253,28.9366,25.2053,0.5264,0.7312,0.6079,3.2399,1.3274,1.2267,1.4446,3.7133,3.9158,4.2192,9.8389,1.5543,0.0439,1.5447,1.6501,0.3158,-140.17,27.6
VELBAR,63.73,-0.37,157.99,24.3,7.9,-3.1278,-1.7933,2.04,1.94,87.99,96.13,0.2872,-0.3159,-0.1494,0.1385,1.3904,1.9416,28.9432,25.2144,0.5163,0.737,0.6165,3.2387,1.3256,1.2275,1.4472,3.7126,3.9167,4.2159,9.8425,1.5484,0.0412,1.5533,1.6534,0.3283,-140.22,27.6
RUJYIG,89.19,-3.26,188.29,31.3,12.3,-3.8331,-3.4015,1.97,1.96,88.8,98.67,0.2429,-0.2657,-0.1125,0.1228,1.43,2.0967,28.9012,25.1796,0.548,0.7161,0.5778,3.2441,1.3151,1.2474,1.3814,3.73,3.9224,4.2286,9.8295,1.484,0.0749,1.1964,1.281,0.093,-293.28,27.6
VACSEY,62.83,0.01,156.34,24.1,11.8,-2.9503,-1.4024,2.07,1.93,88.35,96.35,0.3025,-0.3268,-0.1608,0.1335,1.33,1.9068,28.9216,25.2226,0.4289,0.7811,0.6259,3.2357,1.3212,1.2356,1.457,3.7137,3.9185,4.2082,9.8371,1.5635,0.0465,1.5558,1.6628,0.3681,-105.93,27.6
KEKSIF,62.5,0.33,186.89,33.1,18.9,-2.7017,-1.2525,2.18,1.92,88.07,96.06,0.2635,-0.3504,-0.1788,0.1494,1.2643,1.8641,28.8341,25.2268,0.3123,0.8561,0.6304,3.233,1.2523,1.3063,1.4818,3.7091,3.9129,4.2341,9.8417,1.5943,0.0572,1.3885,1.2109,0.0794,-76.55,27.6
PILPIK,63.23,-0.03,156.6,26.4,11.9,-3.1681,-1.6689,2.09,1.95,87.99,95.92,0.2848,-0.3176,-0.1488,0.1448,1.3995,1.9853,28.9619,25.2105,0.5187,0.7395,0.6077,3.2403,1.3471,1.2081,1.4455,3.7118,3.9003,4.2096,9.8506,1.5275,0.0496,1.559,1.4697,0.3991,-133.22,27.6
KOSHUV,79.16,-7.17,207.04,41.8,16.3,-4.1208,-2.8582,2.31,1.91,88.23,99.95,0.3211,-0.2626,-0.0962,0.1437,1.4282,3.0687,28.9326,25.1555,0.5375,0.681,0.6574,3.2306,1.2845,1.2703,1.3995,3.7408,3.8962,4.2471,9.743,1.3196,0.0161,0.9181,0.9894,0.2238,-284.48,27.6
QUQHAL,61.9,0.65,153.96,27.3,17.6,-3.1485,-1.4593,2.25,1.94,88.51,95.34,0.288,-0.3159,-0.1498,0.135,1.36,1.8662,28.9486,25.2173,0.4907,0.7526,0.6169,3.2367,1.2673,1.2873,1.4477,3.7136,3.9098,4.2207,9.8488,1.5332,0.0568,1.5532,1.4786,0.3616,-141.44,27.6
ODIDIR,38.27,-15.95,161.34,30.1,10.9,-3.9802,-2.6246,2.01,1.91,88.54,97.36,0.3684,-0.2826,-0.1066,0.1479,1.4069,4.2077,28.9015,25.1584,0.5132,0.6902,0.677,3.2307,1.3457,1.2065,1.4225,3.7383,3.7311,4.2307,9.7616,0.8866,0.039,1.6636,1.4635,0.3748,-252.66,27.6
AFESEJ,99.88,-1.05,193.93,39.6,20.5,-2.896,-1.5095,1.94,1.94,89.45,98.57,0.392,-0.3164,-0.166,0.1079,1.2191,1.8837,28.8619,25.2599,0.2756,0.8381,0.6377,3.237,1.3019,1.2617,1.4387,3.7191,3.92,4.1778,9.8111,1.752,0.0873,1.4749,1.6475,0.3882,-123.6,27.5
HISXOZ01,72.17,2,211.18,45.8,17.1,-3.4365,-2.4853,2.22,1.99,92.64,102.59,0.3119,-0.3121,-0.1598,0.0996,1.192,3.0106,28.6966,25.2259,0.1798,0.8739,0.6224,3.2434,1.284,1.2646,1.4449,3.7326,3.9178,4.2025,9.8599,1.24,0.0214,1.4019,1.2351,0.087,-144.09,27.5
JIGKES02,63.68,-0.52,158.22,24.3,8.4,-3.1516,-2.0053,2.04,1.94,88.03,96.57,0.2886,-0.3138,-0.1493,0.1379,1.3856,1.9298,28.9249,25.2136,0.5071,0.7379,0.6104,3.2391,1.3066,1.2463,1.4448,3.7129,3.9216,4.2184,9.8407,1.5522,0.0479,1.5438,1.6473,0.3406,-146.29,27.5
AMAYIY,63.11,0.09,156.57,24.1,8.3,-2.9989,-1.4361,2.11,1.93,88.06,96.04,0.2923,-0.3244,-0.1574,0.136,1.3576,1.9247,28.9173,25.2201,0.4709,0.7614,0.6232,3.237,1.3013,1.2531,1.4559,3.7127,3.9213,4.2076,9.8428,1.5559,0.0556,1.5622,1.4707,0.3498,-112.39,27.5
BECVIQ,63.4,-0.22,157.41,24.2,9.1,-3.0726,-1.6325,2.11,1.94,88,95.93,0.2873,-0.32,-0.1537,0.1409,1.3801,1.9372,28.9261,25.2136,0.4987,0.7494,0.6159,3.2382,1.3245,1.2299,1.4504,3.7115,3.917,4.2121,9.8439,1.5466,0.0535,1.5549,1.4719,0.3521,-126.83,27.5
NENGAQ,63.55,-0.26,157.87,24.2,8.4,-3.1251,-2.295,2.1,1.94,88.1,96.45,0.2936,-0.3157,-0.1505,0.139,1.3808,1.9337,28.9258,25.2123,0.497,0.7444,0.6125,3.2387,1.32,1.2326,1.4474,3.7134,3.9174,4.2181,9.837,1.5468,0.0539,1.5562,1.482,0.3535,-136.43,27.5
KOLRIN,62.6,0.75,174.86,27.4,17.5,-2.9482,-1.7161,2.15,1.93,88.32,95.54,0.3011,-0.3211,-0.1576,0.1242,1.3318,1.853,28.9243,25.2338,0.4502,0.7695,0.6287,3.2357,1.2482,1.3202,1.4397,3.7144,3.8933,4.2158,9.8439,1.5236,0.0688,1.5663,1.5085,0.3325,-119.3,27.5
KOHBAN,63.48,-0.05,157.79,24.4,13,-3.0222,-1.8509,2.12,1.94,88,95.82,0.2955,-0.3193,-0.1544,0.1352,1.3662,1.9486,28.9262,25.2189,0.4838,0.7552,0.6134,3.238,1.2589,1.2928,1.4526,3.7126,3.9031,4.2154,9.837,1.5683,0.0615,1.546,1.4766,0.3636,-128.5,27.5
ZISQOK,83.16,12.69,218.02,38.7,17.2,-3.7346,-3.3093,1.9,1.95,88.48,101.03,0.4812,-0.2642,-0.1067,0.0575,1.234,2.0482,28.9231,25.2785,0.3638,0.7812,0.6213,3.2397,1.3006,1.2884,1.3583,3.7536,3.8813,4.1821,9.7257,1.5244,0.1084,1.5529,1.7366,0.4481,-317.29,27.5
IYEZAP,98.72,-7.41,203.82,45.3,20.8,-3.3526,-1.7645,2.03,1.94,86.59,98.79,0.3682,-0.2926,-0.1335,0.1743,1.3632,1.7182,29.0906,25.2014,0.4432,0.7487,0.5821,3.2361,1.3095,1.2444,1.4261,3.7207,3.9019,4.2358,9.75,1.7454,0.0849,1.5976,1.6084,0.4061,-179.58,27.5
YAVRIW02,95.81,8.77,200.51,42.7,11.6,-2.7101,-1.3495,2.04,1.98,88.65,93.36,0.1504,-0.2958,-0.1503,0.1225,1.3068,1.9717,29.1768,25.2239,0.3855,0.7773,0.5996,3.2388,1.3405,1.2046,1.4363,3.717,3.8199,4.2221,9.8372,1.6211,0.0856,3.2262,3.6137,0.0697,-151.98,27.5
SEYQAP,70.01,-1.22,217.6,44.3,19.4,-3.5026,-2.7339,2.24,1.96,92.57,105.14,0.4266,-0.3151,-0.1752,0.1327,1.1911,2.0383,28.7128,25.2227,0,0.9362,0.664,3.2429,1.2965,1.2722,1.4274,3.7127,3.9051,4.1747,9.8372,1.5542,0.0752,1.2288,1.3341,0.1136,-127.38,27.4
VEZHIS,87.05,2.41,184.12,37.5,11.9,-2.2658,-1.198,1.99,1.94,85.36,92.71,0.3183,-0.3194,-0.1664,0.044,1.2867,1.7521,28.9136,25.3357,0.484,0.6569,0.6098,3.2388,1.2853,1.2684,1.45,3.7182,3.9086,4.2336,9.8034,1.7633,0.0494,1.6304,1.6998,0.5427,-100.01,27.4
PUNXII,63.26,-0.32,157.02,24.3,9.4,-3.1231,-1.4841,2.02,1.94,87.98,95.97,0.2776,-0.3151,-0.1486,0.1335,1.3905,1.9469,28.9414,25.219,0.5241,0.7302,0.6089,3.2388,1.3381,1.2125,1.4489,3.7123,3.9031,4.2196,9.8468,1.5558,0.0527,1.536,1.6564,0.3311,-142.61,27.4
LILTAE,62.64,1.07,168.4,29,17.9,-3.0182,-1.4124,2.06,1.93,88.65,95.55,0.3213,-0.3254,-0.1587,0.1282,1.3051,1.8961,28.8931,25.2248,0.3977,0.8035,0.6284,3.2348,1.2546,1.3689,1.3898,3.7184,3.613,4.1952,9.8398,1.5975,0.0658,1.5109,1.6048,0.3274,-114.63,27.4
ODAQEQ,63.17,-0.04,156.79,24.1,8.4,-3.0136,-1.4464,2.06,1.94,88.07,95.86,0.2897,-0.3231,-0.1563,0.1382,1.3681,1.9113,28.92,25.2175,0.4844,0.756,0.6193,3.2375,1.3212,1.2319,1.4555,3.7117,3.9176,4.2122,9.8439,1.561,0.0439,1.5538,1.6609,0.3428,-119.23,27.4
OPUPOG,63.57,-0.51,157.86,24.2,8.5,-3.1172,-1.6391,2.04,1.94,88.12,96.61,0.285,-0.3143,-0.1499,0.132,1.3838,1.9189,28.9256,25.2193,0.5095,0.7358,0.6119,3.2389,1.3232,1.229,1.4461,3.7131,3.9178,4.2182,9.8449,1.556,0.0448,1.5464,1.6525,0.3401,-142.58,27.4
ABIWIT,63,0.16,156.12,24.8,15,-3.0597,-1.4768,2.1,1.94,88.1,96.21,0.2787,-0.3197,-0.1528,0.132,1.3835,1.985,28.954,25.2236,0.5152,0.7366,0.6187,3.2394,1.2971,1.2592,1.4471,3.7117,3.9099,4.2058,9.8515,1.548,0.0484,1.5445,1.4815,0.3675,-117.17,27.4
VODWEQ,63.09,0.15,156.65,24.1,8.7,-2.9826,-1.439,2.1,1.93,88.05,95.67,0.295,-0.3272,-0.1588,0.14,1.3538,1.9302,28.916,25.2171,0.4619,0.7714,0.6271,3.2363,1.319,1.2359,1.4588,3.7124,3.919,4.2095,9.8414,1.5525,0.0543,1.5584,1.475,0.3507,-106.81,27.4
GANFOQ,63.11,0.1,156.58,24.1,9.1,-3.0006,-1.4325,2.11,1.93,88.1,95.87,0.2931,-0.3246,-0.1576,0.1371,1.3556,1.9295,28.9158,25.2188,0.4674,0.7655,0.623,3.2369,1.3102,1.2425,1.4578,3.7123,3.9208,4.2094,9.8434,1.5556,0.0557,1.5634,1.4749,0.3515,-114.01,27.4
YIRWUR,63.13,-0.03,156.66,24.1,11.7,-3.0085,-1.4442,2.11,1.93,88.2,96.03,0.296,-0.324,-0.1581,0.1372,1.3479,1.9268,28.92,25.2196,0.457,0.7705,0.6267,3.2362,1.2577,1.2944,1.4584,3.7126,3.9035,4.2118,9.8418,1.554,0.0574,1.5566,1.4813,0.3498,-114.88,27.4
ACLTRY,62.33,0.41,154.4,23.9,11.8,-3.0339,-1.4262,2.17,1.93,88.26,96.1,0.294,-0.3247,-0.1568,0.1343,1.346,1.9012,28.9227,25.2205,0.4625,0.773,0.6306,3.2364,1.2643,1.29,1.4568,3.7133,3.9048,4.2076,9.847,1.5361,0.0512,1.5653,1.4741,0.3404,-118.78,27.4
NAKHUG,62.6,0.31,155.28,24.6,11.4,-2.9859,-1.4233,2.14,1.94,88.13,95.52,0.2891,-0.3251,-0.158,0.1349,1.3582,1.8992,28.9232,25.2196,0.4731,0.7659,0.6197,3.237,1.2899,1.2682,1.4531,3.7121,3.9157,4.2188,9.8463,1.544,0.0519,1.5584,1.5005,0.3341,-109.63,27.4
IPAPAS,62.48,0.29,155.2,24.9,10,-2.9461,-1.403,2.16,1.94,87.76,94.68,0.2799,-0.3233,-0.1553,0.1282,1.3696,1.9437,28.9307,25.2273,0.4967,0.744,0.6112,3.2383,1.2838,1.3018,1.4225,3.7121,3.9048,4.2161,9.8475,1.5351,0.0542,1.5739,1.5017,0.3433,-116.86,27.4
IKATIY,61.04,-11.29,152.18,24.3,11.2,-3.46,-1.521,2.24,1.91,90.8,102.25,0.3525,-0.3166,-0.1626,0.1182,1.2145,1.835,28.8857,25.2425,0.242,0.8693,0.6783,3.2339,1.3856,1.2529,1.3651,3.718,3.902,4.1817,9.8334,1.5772,0.0775,1.5372,1.6792,0.3318,-121.38,27.4
QIMJAX,63.22,-0.1,156.92,24.1,7.5,-3.0356,-1.5551,2.13,1.94,87.98,95.76,0.288,-0.3224,-0.1556,0.141,1.373,1.9296,28.914,25.2161,0.4869,0.7561,0.615,3.2378,1.3393,1.2129,1.4554,3.7111,3.8983,4.2163,9.8408,1.5562,0.055,1.5519,1.4742,0.3384,-123.05,27.4
IDUDAM,84.55,0.33,210.17,41.1,17.5,-3.146,-2.5872,2,1.96,94.29,104.48,0.366,-0.2944,-0.1665,0.0337,1.1133,3.0392,28.8362,25.2847,0,0.9013,0.6133,3.2459,1.3621,1.2745,1.3354,3.737,3.3211,4.0689,9.7853,1.3777,0.0111,1.4612,1.7119,0.4234,-151.26,27.4
SELCBX,63.72,-0.05,157.99,24.3,8.7,-3.1051,-1.7651,2,1.94,88.1,96.16,0.2841,-0.3166,-0.1514,0.1382,1.383,1.9231,28.9351,25.2149,0.507,0.7402,0.6126,3.238,1.3273,1.2261,1.4482,3.7125,3.9158,4.219,9.8429,1.5787,0.0562,1.5475,1.6626,0.3155,-134.25,27.3
CIDXOC,62.35,0.32,154.47,24,10,-3.0058,-1.4267,2.08,1.93,88.27,95.88,0.2888,-0.3262,-0.1578,0.1369,1.3518,1.9264,28.9101,25.221,0.464,0.7674,0.6243,3.2368,1.383,1.2038,1.4255,3.7128,3.76,4.2204,9.8476,1.5965,0.0602,1.5213,1.634,0.3234,-109.2,27.3
RIRTET,76.58,4.28,233.34,44.6,20.9,-3.7018,-3.0993,2.07,1.99,95.52,107.19,0.3858,-0.2527,-0.1372,0.0041,1.0988,2.0239,28.7635,25.3047,0,0.8972,0.5886,3.2473,1.2779,1.232,1.4174,3.7594,3.812,4.233,9.7684,1.4823,0.0975,1.2688,1.122,0.1203,-260.79,27.3
DETPOH,62.48,0.15,154.93,25.3,15.8,-3.0417,-1.7352,2.07,1.93,88.56,96.13,0.2974,-0.3246,-0.1577,0.1365,1.3338,1.9226,28.9296,25.2191,0.44,0.7863,0.6344,3.2358,1.3098,1.2458,1.4558,3.7133,3.9193,4.2095,9.8465,1.5587,0.0442,1.5358,1.6431,0.3505,-117.94,27.3
OFAYOM,62.31,-0.77,154.22,27.5,15.7,-3.2962,-1.3788,2.12,1.91,90.57,102.11,0.3422,-0.3124,-0.1652,0.1283,1.2426,1.8676,28.8964,25.2332,0.2508,0.8284,0.6624,3.2326,1.3507,1.2579,1.3913,3.7131,3.9055,4.1893,9.8358,1.5542,0.0572,1.5402,1.4817,0.3447,-120.34,27.3
URALUV,63.11,0.08,156.62,24.1,8.6,-2.9852,-1.4401,2.06,1.93,87.98,95.58,0.2943,-0.3254,-0.1584,0.139,1.3579,1.9086,28.9182,25.2174,0.4694,0.7676,0.6232,3.2368,1.2587,1.2933,1.4596,3.712,3.9061,4.2132,9.8422,1.5571,0.0459,1.5598,1.6515,0.3403,-112.32,27.3
MARROO,63.18,-0.02,156.87,24.1,8.6,-3.0355,-1.4934,2.06,1.94,88.07,95.74,0.2913,-0.3233,-0.1558,0.1408,1.3693,1.9202,28.9157,25.2152,0.4835,0.7586,0.6205,3.2374,1.3192,1.2345,1.4552,3.7121,3.9186,4.2137,9.843,1.5558,0.0442,1.5482,1.6583,0.3406,-116.83,27.3
ROWWEI,63.2,-0.05,156.9,24.1,9.2,-3.043,-1.5322,2.05,1.93,88.04,96.35,0.2923,-0.3212,-0.1542,0.1355,1.3652,1.909,28.9174,25.2195,0.4832,0.7524,0.6183,3.2378,1.283,1.2708,1.4524,3.7131,3.9175,4.2164,9.8416,1.5575,0.0456,1.546,1.646,0.3398,-121.27,27.3
OJIFUI,62.7,0.22,155.67,24.3,15.3,-2.9847,-1.422,2.07,1.93,88.24,95.98,0.2963,-0.3274,-0.1598,0.1395,1.3501,1.8815,28.9242,25.2182,0.4565,0.7751,0.6263,3.2361,1.3731,1.1926,1.4486,3.7117,3.8565,4.2146,9.8411,1.5573,0.0574,1.544,1.6598,0.3452,-106.29,27.3
LOJRAD,63.19,0,156.82,24.1,8.5,-3.0376,-1.6818,2.06,1.93,88.15,96.2,0.2943,-0.3227,-0.156,0.1379,1.3611,1.9126,28.9191,25.2176,0.4727,0.761,0.6231,3.2371,1.3258,1.2301,1.4526,3.713,3.9167,4.2122,9.8414,1.5579,0.0432,1.5498,1.6609,0.3403,-119.47,27.3
VEPKIL01,67.89,0.63,227.9,35.9,20.6,-2.2797,-1.327,1.96,1.97,86.19,91.77,0.0887,-0.3255,-0.159,0.0334,1.306,2.717,28.935,25.3173,0.4523,0.6845,0.579,3.244,1.3664,1.2339,1.4048,3.7221,3.8995,4.2067,9.8501,1.4169,0.0124,1.4278,1.2114,0.0801,-102.68,27.3
SOYDEP,62.78,-1.14,155.91,26.4,10.7,-3.3628,-1.7288,2.11,1.91,89.39,99.81,0.3282,-0.3097,-0.1596,0.1206,1.2634,1.9018,28.914,25.2533,0.2878,0.8156,0.6688,3.2325,1.2636,1.323,1.4107,3.707,3.8808,4.2032,9.8392,1.547,0.0455,1.5412,1.6575,0.3316,-126.58,27.3
ODIGAM,62.65,0.3,156.09,24.3,12.7,-2.9983,-1.443,2.14,1.93,88.37,96.38,0.294,-0.3235,-0.157,0.1261,1.3302,1.9177,28.9219,25.2316,0.4421,0.77,0.6306,3.2361,1.3499,1.292,1.368,3.7151,3.8135,4.1867,9.8444,1.5826,0.078,1.535,1.5241,0.3317,-114.8,27.3
KASGOB,62.3,0.38,154.63,23.9,10.2,-2.9752,-1.4035,2.14,1.93,88.31,95.9,0.2947,-0.3279,-0.1605,0.1374,1.3411,1.9129,28.9223,25.219,0.4461,0.7791,0.6285,3.236,1.3532,1.2032,1.4584,3.7124,3.8769,4.2128,9.8451,1.5551,0.0572,1.5564,1.4869,0.3536,-102.58,27.3
YAPJAD,62.65,0.6,171.15,28.5,19.9,-2.8813,-1.347,2.13,1.92,88.47,95.21,0.3254,-0.332,-0.1668,0.133,1.2913,1.9152,28.9108,25.223,0.3767,0.8195,0.6459,3.2329,1.2226,1.3318,1.4673,3.7155,3.8908,4.2103,9.8358,1.555,0.064,1.5557,1.4791,0.3528,-97.64,27.3
KUBTEJ,62.53,0.28,155.14,24.1,7.9,-2.9503,-1.413,2.14,1.94,87.83,94.99,0.2778,-0.3233,-0.1557,0.1286,1.371,1.9351,28.931,25.2257,0.4985,0.7479,0.6127,3.2384,1.3075,1.2696,1.431,3.7122,3.9123,4.2179,9.8481,1.5439,0.0525,1.5701,1.5102,0.3343,-116.87,27.3
HUSNEP,63.55,-0.44,157.72,24.2,9,-3.2046,-2.0555,2.11,1.94,88.28,96.36,0.2903,-0.3128,-0.1476,0.1396,1.3848,1.919,28.9405,25.2083,0.5029,0.7415,0.617,3.2385,1.3236,1.2332,1.4403,3.7135,3.9172,4.2032,9.8469,1.567,0.0529,1.5562,1.6562,0.3624,-145.81,27.3
GEXTEK,63.4,-0.17,157.43,24.2,8.6,-3.0687,-1.9517,2.1,1.94,88.12,96.19,0.2924,-0.3201,-0.154,0.1388,1.3711,1.9348,28.9217,25.2149,0.4851,0.7555,0.6184,3.2377,1.3197,1.2336,1.4519,3.7127,3.919,4.214,9.8409,1.5515,0.0542,1.5541,1.4771,0.3525,-124.97,27.3
JEJHAK,63.4,-0.27,157.4,24.2,8.4,-3.0786,-1.6624,2.11,1.94,88.16,96.21,0.2896,-0.319,-0.1534,0.1377,1.373,1.9318,28.9263,25.216,0.4901,0.7517,0.6171,3.2379,1.3205,1.2327,1.4508,3.7122,3.9185,4.2126,9.8432,1.5472,0.0535,1.5552,1.4749,0.3519,-130.74,27.3
YIVZIP,63.34,-0.23,157.24,24.1,8.4,-3.1036,-1.8208,2.12,1.94,88.1,96.33,0.2903,-0.3181,-0.152,0.1389,1.3808,1.9303,28.9222,25.214,0.5003,0.7454,0.6163,3.2382,1.3228,1.2304,1.4497,3.7128,3.918,4.2168,9.8416,1.5442,0.0529,1.5535,1.475,0.3513,-129.94,27.3
SAPKOM,37.3,-14.13,221.2,40.6,16,-3.0193,-1.343,2.05,1.96,89.2,97.69,0.3517,-0.3146,-0.1561,0.1729,1.2823,3.8979,29.0815,25.2112,0.3975,0.816,0.5965,3.2368,1.3648,1.1843,1.4525,3.7105,3.8043,4.2138,9.8284,0.9758,0.0861,1.7495,1.5096,0.3654,-121.02,27.3
KEVSUB,83.04,2.41,175.01,32.4,16.8,-2.99,-1.4209,1.96,1.96,89.19,99.03,0.3052,-0.3112,-0.1534,0.106,1.3083,1.7935,28.8867,25.2454,0.415,0.7726,0.6073,3.2403,1.3182,1.2561,1.4201,3.7198,3.9091,4.1837,9.8307,1.7684,0.0958,1.5233,1.5663,0.3179,-127.89,27.2
EFAJOM,82.82,8.52,185.87,31.7,15.6,-3.6702,-3.234,1.93,1.96,89.39,98.89,0.3794,-0.2966,-0.1302,0.1219,1.3216,2.053,28.8112,25.2143,0.398,0.764,0.6424,3.2407,1.2573,1.3117,1.4108,3.7326,3.8633,4.1912,9.8015,1.4883,0.0958,1.4914,1.6865,0.3877,-229.41,27.2
HOFNEW01,72.29,7.16,212.39,42.7,18.7,-3.5741,-3.2626,2.21,1.99,91.96,100.57,0.3737,-0.2888,-0.1464,0.1403,1.2933,3.076,28.7393,25.2045,0.2986,0.8226,0.6064,3.2428,1.2598,1.2884,1.4217,3.7257,3.8925,4.2125,9.8358,1.2399,0.0188,1.5472,1.6798,0.3741,-222.58,27.2
HEQWUY,63.79,-0.07,158.74,30.5,17.2,-3.1613,-2.0606,2.04,1.93,89.14,97.8,0.2678,-0.3219,-0.1551,0.1201,1.3008,1.9678,28.869,25.2273,0.3708,0.7969,0.6383,3.237,1.2771,1.2869,1.4432,3.72,3.9126,4.2076,9.8483,1.5894,0.0526,1.4025,1.1946,0.0813,-137.96,27.2
BEZTOP,62.46,0.55,154.55,24.6,11.7,-3.0617,-1.4503,2.05,1.93,88.47,96.6,0.2909,-0.3198,-0.153,0.1269,1.3523,1.9436,28.933,25.2285,0.4793,0.7496,0.6286,3.2369,1.3225,1.2296,1.4536,3.7146,3.9171,4.2153,9.8482,1.5528,0.0397,1.538,1.6349,0.337,-124.11,27.2
XULVEI,62.31,0.38,154.4,24,10,-3.0003,-1.4293,2.07,1.93,88.19,95.87,0.2875,-0.3268,-0.158,0.138,1.3585,1.9196,28.9118,25.2196,0.4708,0.7638,0.6244,3.237,1.3009,1.2559,1.456,3.7124,3.9194,4.204,9.8473,1.5572,0.0401,1.545,1.6692,0.3199,-110.42,27.2
PEYFUU,62.68,0.36,165.94,27.6,17.2,-2.9456,-1.8205,2.06,1.93,88.18,95.7,0.3008,-0.3286,-0.1623,0.1396,1.3333,1.9273,28.9433,25.2178,0.4376,0.7861,0.6403,3.2342,1.309,1.2438,1.4645,3.7117,3.9195,4.2066,9.843,1.549,0.0523,1.5406,1.6549,0.3402,-99.52,27.2
GESGIW,63.41,-0.27,157.4,24.2,8.2,-3.1026,-1.7877,2.04,1.94,88.12,96.25,0.289,-0.3173,-0.1513,0.1375,1.3803,1.9235,28.9252,25.2156,0.501,0.7426,0.6151,3.2383,1.3217,1.2308,1.4496,3.7131,3.9175,4.2178,9.8421,1.5547,0.0443,1.5439,1.6555,0.3361,-133.75,27.2
BEHZUM,62.51,0.32,155.03,24,9.5,-2.9492,-1.5992,2.07,1.94,88,95.54,0.2868,-0.3291,-0.1607,0.1391,1.3598,1.8884,28.9275,25.2191,0.472,0.7688,0.6221,3.2371,1.3705,1.2109,1.4338,3.7105,3.8932,4.203,9.8462,1.5739,0.051,1.5376,1.6823,0.3201,-104.51,27.2
ZZZZCA03,63.09,0.1,156.53,24.1,8.4,-2.9822,-1.4301,2.06,1.93,88,95.8,0.2923,-0.3265,-0.1588,0.1399,1.3598,1.9071,28.9178,25.2172,0.4709,0.7653,0.6245,3.2367,1.3257,1.2295,1.4575,3.7116,3.9164,4.209,9.8425,1.5618,0.0433,1.556,1.666,0.3412,-110.97,27.2
DMHBZA,62.66,0.25,155.31,24.5,13.1,-3.0112,-1.4251,2.09,1.93,88.38,96.87,0.2935,-0.3249,-0.1582,0.1332,1.3491,1.9135,28.9143,25.2225,0.4575,0.7681,0.6291,3.2368,1.359,1.1993,1.4525,3.7131,3.8878,4.2074,9.846,1.5503,0.0486,1.5502,1.6462,0.3406,-110.36,27.2
JODJIW,62.77,0.23,164.96,27.8,18,-2.9569,-1.3659,2.08,1.93,88.43,95.86,0.3161,-0.3197,-0.1564,0.1253,1.3124,1.8465,28.8948,25.243,0.4108,0.7773,0.6237,3.2365,1.1858,1.3676,1.4523,3.7143,3.599,4.2095,9.8456,1.5019,0.0955,1.589,1.5943,0.3265,-124.32,27.2
CEBZUE10,62.47,0.28,154.81,24.6,11.5,-2.9808,-1.4256,2.11,1.93,88.16,96.52,0.2867,-0.3269,-0.1588,0.1346,1.3608,1.9468,28.9158,25.2227,0.4718,0.7615,0.6268,3.2375,1.3758,1.1953,1.4413,3.712,3.8307,4.1979,9.8464,1.5717,0.0594,1.5353,1.4821,0.333,-106.17,27.2
