Ligand,Bite Angle (°),Cone Angle (°),% Buried Volume (5.0A),HOMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(px),Orbital Charge Cu(d),Orbital Charge Cu(dyz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dyz),Orbital Charge L2(px),Ea
QUFXUK,79.8,202.12,34.3,-3.2221,1.9,2.27,0.3795,-0.2469,-0.4605,1.7399,3.0015,28.883,7.2418,0.7065,0.6566,0.2,3.1582,6.4325,12.4022,4.2197,9.7857,1.9787,1.6696,1.6003,0.4245,0.0881,1.495,24.2
MUJFIG,82.43,179.15,22.8,-3.8011,2.01,2.17,0.3604,-0.2569,-0.3576,1.5334,2.9707,28.6746,7.2924,0.6822,0.404,0.2004,3.1627,6.4072,12.3985,4.1216,9.8339,1.9769,1.582,1.6046,0.4174,0.0715,1.2712,9.7
FARWAZ,82.91,179.62,26.5,-3.8259,2.01,2.17,0.3629,-0.2567,-0.3574,1.5093,2.9721,28.6584,7.29,0.6775,0.3787,0.2012,3.1632,6.404,12.3979,4.1898,9.8353,1.9845,1.6348,1.5642,0.4569,0.0795,1.2755,14.6
FUDXAF,77.79,180.28,19.2,-3.6121,2.01,2.23,0.1932,-0.2654,-0.3531,1.5461,2.9592,28.7688,7.2951,0.6572,0.5045,0.2013,3.1671,6.4984,12.466,4.1897,9.8425,1.9673,1.2469,1.251,0.0985,0.018,1.1583,13.3
PEDBIL,82.5,183.16,24.9,-3.7639,2.01,2.17,0.3607,-0.2548,-0.3544,1.5352,2.9833,28.6805,7.2877,0.6772,0.4094,0.2015,3.1629,6.4051,12.3988,4.1816,9.8354,1.9793,1.6604,1.5582,0.4156,0.0687,1.2757,14.8
KUCFUL,90.7,211.3,32.8,-3.9977,1.92,2.28,0.4086,-0.2493,-0.1765,1.6378,2.9682,28.6764,7.2786,0.6714,0.4722,0.2015,3.1648,6.3757,12.3862,4.1306,9.8295,1.9817,1.6384,1.5123,0.3874,0.0666,1.2968,9.2
UJUQEX,81.09,198.39,25.2,-3.7219,1.89,2.26,0.2491,-0.264,-0.082,1.9016,2.9432,28.859,7.269,0.6912,0.6607,0.2016,3.1647,6.4902,12.4654,4.1538,9.7953,1.9056,1.2295,1.3728,0.094,0.0126,1.4041,19.6
YORSUW,89.52,226.19,31.7,-2.7516,2,2.32,0.1932,-0.2617,-0.5159,1.949,2.9244,29.0383,7.2745,0.6053,0.9969,0.2016,3.1756,6.5397,12.4722,4.1546,9.7949,1.958,1.0282,1.0083,0.1102,0.0323,1.508,25
SOXPUS,80.76,184.26,32.6,-3.1862,1.92,2.26,0.367,-0.2547,-0.5142,1.6964,2.9314,28.8591,7.2697,0.662,0.6267,0.2017,3.1642,6.435,12.4065,4.2163,9.7915,1.9839,1.6609,1.6611,0.4312,0.0856,1.4939,21.5
BEXTUW,77.49,174.05,22.6,-3.678,1.9,2.25,0.4857,-0.2303,-0.3351,2.0412,2.9007,28.7073,7.2568,0.496,0.5215,0.203,3.1791,6.294,12.4101,4.1809,9.8102,1.9932,1.5211,1.6969,0.4324,0.0766,1.3145,-3.6
BOMHUG,80.26,218.62,26.7,-3.8368,1.94,2.28,0.337,-0.2596,-0.485,1.7577,2.961,28.8214,7.2915,0.6977,0.5757,0.2033,3.1636,6.4333,12.4139,4.1986,9.8158,1.9885,1.3483,1.2359,0.0924,0.0165,1.53,37.6
NUVXIM01,78.7,173.11,17.3,-3.729,1.97,2.23,0.3375,-0.2557,-0.3263,1.5191,2.9702,28.7045,7.2971,0.6809,0.4744,0.2034,3.1609,6.4281,12.4075,4.1629,9.8269,1.9815,1.6876,1.5175,0.4149,0.0782,1.0836,7.7
XAQXOD,82.97,216.38,33.9,-2.8015,1.96,2.23,0.3045,-0.2523,-0.2037,1.6686,2.9195,28.7818,7.2782,0.6328,0.5763,0.2041,3.1641,6.4277,12.4435,4.1508,9.8243,1.9346,1.5128,1.672,0.4178,0.0609,1.5241,22.1
SUTZEN,76.73,224.23,45.9,-2.9325,1.98,2.3,0.3778,-0.2502,-0.505,1.7252,2.9312,28.8502,7.268,0.6744,0.5459,0.2047,3.1667,6.4214,12.3882,4.1802,9.8126,1.9831,1.3958,1.166,0.0741,0.0191,1.5136,25.6
SIVYUR,100.61,197.85,20,-3.8246,1.82,2.34,0.4895,-0.2128,-0.5361,2.2463,2.9684,28.7986,7.1544,0.5182,0.659,0.2048,3.1682,6.2731,12.4629,4.1871,9.7745,1.9794,1.6273,1.556,0.4009,0.0724,1.5781,6.7
QIZNAP,79.41,183.88,29.5,-3.3515,1.9,2.29,0.3761,-0.2492,-0.4606,1.7242,3.0345,28.8764,7.2673,0.7045,0.6729,0.2055,3.1597,6.4396,12.3994,4.0813,9.785,1.9538,1.7086,1.5309,0.4346,0.0833,1.4929,17.5
CAQLIP,78.75,222.32,37.4,-3.7452,1.95,2.3,0.5622,-0.2264,-0.4562,2.4194,2.9866,28.7534,7.2467,0.6833,0.545,0.2064,3.1585,6.2863,12.4668,4.1908,9.6847,1.9822,1.6912,1.5047,0.4167,0.0826,1.5087,21.2
LENYUZ,78.85,174.38,19.7,-4.0493,1.93,2.26,0.3423,-0.2661,-0.4886,1.7212,2.9509,28.7538,7.3187,0.7062,0.5625,0.2068,3.1651,6.4413,12.4116,4.1959,9.8047,1.9911,1.3135,1.21,0.1286,0.0201,1.5374,26
NOLPOW,79.69,195.34,23.3,-3.7669,1.95,2.29,0.3105,-0.2622,-0.5089,1.6866,2.9418,28.8156,7.3068,0.69,0.5502,0.2074,3.1641,6.4564,12.4168,4.1936,9.8163,1.9901,1.3448,1.2366,0.0897,0.0172,1.5275,29.6
TONNUI,60.46,213.58,33.4,-3.6358,1.95,2.34,0.5945,-0.1878,-0.6101,2.5996,2.9961,28.918,7.1469,0.5946,0.5712,0.208,3.1595,6.2581,12.4388,4.1961,9.7086,1.9757,1.6259,1.4584,0.3866,0.0737,1.5353,10.8
FASGUB,78.59,180.15,19.4,-3.5959,2,2.23,0.1918,-0.2655,-0.3495,1.5603,2.9577,28.7761,7.2959,0.6558,0.5071,0.2081,3.1668,6.4972,12.4681,4.1974,9.843,1.9779,1.2639,1.2437,0.0985,0.0193,1.1283,14.3
XABGIS,77.95,235.82,30.7,-3.7897,2,2.25,0.4244,-0.2453,-0.4868,1.7641,2.9631,28.777,7.2732,0.6917,0.5264,0.2082,3.1659,6.3935,12.3784,4.169,9.8037,1.9816,1.4014,1.191,0.0902,0.0184,1.5321,29.2
USOMIZ,79.07,197.56,26.6,-4.0085,1.93,2.27,0.3453,-0.2626,-0.4865,1.8095,2.9639,28.7699,7.3073,0.6958,0.5852,0.2082,3.1635,6.4252,12.4197,4.2094,9.8098,1.994,1.2388,1.2329,0.12,0.0179,1.5271,29
OGUSAN,84.76,182.02,27.7,-3.7842,1.99,2.17,0.3579,-0.2571,-0.3592,1.5334,2.9682,28.6703,7.2886,0.6792,0.4003,0.2101,3.1634,6.3999,12.4058,4.1656,9.8363,1.9891,1.5511,1.6425,0.4302,0.0799,1.2605,7.3
KUZFER,79,174.16,17.5,-3.7492,1.96,2.23,0.3437,-0.2576,-0.3169,1.5582,2.9706,28.6964,7.3068,0.6867,0.4811,0.2101,3.1611,6.4198,12.4135,4.1604,9.823,1.9788,1.6785,1.525,0.4249,0.0781,1.0867,6.3
NIXTAR,80.9,174.19,22.4,-4.1551,1.96,2.3,0.3808,-0.2442,-0.3157,1.5846,3.0001,28.7511,7.2766,0.6884,0.527,0.2102,3.1611,6.4029,12.3808,4.1423,9.8355,1.9855,1.672,1.4971,0.3898,0.0844,1.0763,3.2
RUJKIT,75.41,176.83,24.2,-3.4468,1.95,2.23,0.4541,-0.2366,-0.332,1.8701,2.897,28.706,7.2664,0.5146,0.4274,0.2107,3.1798,6.3049,12.3966,4.1285,9.8444,1.9606,1.5302,1.6334,0.4287,0.056,1.2344,-5.3
APIFAH,83.69,181.97,21.4,-3.9599,1.82,2.34,0.4355,-0.22,-0.0969,2.2603,2.9623,28.8238,7.1867,0.5161,0.6426,0.2107,3.1683,6.2794,12.4847,4.1215,9.8004,1.9724,1.4991,1.6277,0.4425,0.0688,1.3867,9.1
OJOGEA,98.76,193.62,28.6,-3.3427,1.91,2.27,0.391,-0.2427,-0.4784,1.7079,2.9368,28.8114,7.2672,0.6796,0.5923,0.2111,3.1606,6.4245,12.4015,4.1837,9.783,1.9752,1.6781,1.6652,0.4601,0.1005,1.6166,23.7
FORMEG,89.21,185.41,22.1,-4.4478,1.94,2.23,0.4197,-0.232,-0.3785,1.6507,3.0197,28.6465,7.2597,0.6688,0.4598,0.2117,3.163,6.361,12.3865,4.1445,9.8329,1.9803,1.5102,1.4347,0.3935,0.0724,1.3167,5.1
HIWSAH,85.42,191.86,26.2,-2.7485,1.93,2.2,0.2629,-0.2569,-0.1861,1.7289,2.9585,28.8437,7.2698,0.6407,0.6448,0.2118,3.1647,6.4566,12.4708,4.1672,9.8098,1.9043,1.514,1.7065,0.4093,0.0567,1.5031,24
AWUWUK,96.32,240.82,37.2,-2.8794,1.96,2.24,0.3406,-0.2359,-0.4968,1.7299,2.9587,28.9047,7.2144,0.6352,0.6405,0.2121,3.1678,6.4302,12.4133,4.1841,9.8159,1.985,1.3661,1.2723,0.0759,0.0144,1.5336,13.3
RIRZAU,79.13,217.35,38.8,-3.4609,1.93,2.3,0.5506,-0.2239,-0.465,2.4475,2.9581,28.7965,7.231,0.6701,0.6219,0.2122,3.1599,6.2935,12.4726,4.1949,9.6832,1.9649,1.6961,1.5251,0.451,0.0951,1.5136,28
HUHTOT,84.27,218.15,39.7,-2.8194,1.93,2.27,0.3138,-0.2506,-0.191,1.7729,2.9292,28.8395,7.2439,0.634,0.6044,0.2123,3.1649,6.4156,12.4493,4.1486,9.8213,1.9187,1.5247,1.7,0.4488,0.0787,1.5041,25.4
OCOFAN,76.19,171.54,22,-3.8419,2,2.23,0.355,-0.2419,-0.3121,1.5155,3.0084,28.7204,7.2632,0.6673,0.4715,0.2124,3.163,6.4128,12.3908,4.196,9.8414,1.9875,1.6471,1.5608,0.3985,0.0857,1.2178,5.3
REGLUL,80.07,173.59,19.7,-4.0649,1.97,2.28,0.3696,-0.245,-0.3108,1.5738,2.9927,28.736,7.2793,0.6845,0.5027,0.2126,3.1617,6.4045,12.3885,4.1606,9.8374,1.9843,1.6879,1.4955,0.367,0.0747,1.067,3.1
EDEPUZ,78.73,172.72,17.7,-4.1955,1.97,2.26,0.3865,-0.2413,-0.3275,1.5824,3.0064,28.7013,7.2794,0.6844,0.4751,0.2128,3.1621,6.3904,12.386,4.1617,9.8372,1.9783,1.7127,1.4629,0.3704,0.0787,1.1092,2
CIDSOX,79.95,209.85,26.9,-3.9365,1.86,2.35,0.4316,-0.2131,-0.0341,2.1872,3.02,28.826,7.2043,0.5699,0.5716,0.2128,3.1652,6.2939,12.4706,4.1444,9.8038,1.9666,1.5023,1.6453,0.4023,0.0626,1.42,-0.9
AGIDOM,79.95,175.46,20.8,-3.9301,1.93,2.27,0.3367,-0.2639,-0.4876,1.7267,2.9464,28.7783,7.3098,0.7025,0.5676,0.2129,3.1662,6.4433,12.4109,4.1551,9.8091,1.9788,1.2865,1.2248,0.1289,0.0213,1.581,27.5
PUFNIQ,77.22,209.43,32.3,-3.6805,1.98,2.19,0.3628,-0.2474,-0.1598,1.65,3.0054,28.7341,7.2673,0.7071,0.492,0.2132,3.1592,6.4079,12.4122,4.1832,9.8171,1.9801,1.6825,1.5594,0.4205,0.0761,1.1112,3.4
SANPIJ,106.02,204.15,30.4,-3.9065,1.84,2.26,0.496,-0.2163,-0.4382,2.2656,2.9322,28.806,7.156,0.4462,0.587,0.2135,3.1791,6.2483,12.458,4.1894,9.7978,1.9799,1.5694,1.5766,0.4357,0.0522,1.4946,9.7
INUSER,96.4,193.79,32.1,-4.1682,1.86,2.25,0.4937,-0.2134,-0.4856,2.1067,3.023,28.7943,7.1682,0.6467,0.5498,0.2138,3.1619,6.2895,12.4274,4.1564,9.7893,2.0028,1.6157,1.4859,0.4232,0.0958,1.628,7.8
MUDGEA,80.99,172.98,16.8,-4.0064,2.03,2.27,0.361,-0.2461,-0.3097,1.4981,2.9891,28.7286,7.2859,0.6807,0.4418,0.2141,3.1623,6.4094,12.3787,4.1557,9.8509,1.9759,1.6934,1.4655,0.345,0.0773,1.1089,3.7
URASIQ02,79.35,174.39,17.3,-3.7082,1.96,2.23,0.3371,-0.2585,-0.3162,1.5467,2.9702,28.7048,7.3077,0.6851,0.4812,0.2147,3.1611,6.4241,12.4133,4.1709,9.8255,1.9827,1.6671,1.534,0.4152,0.0741,1.0824,7.1
WAXPIW,78.96,173.56,17.4,-3.8442,1.97,2.23,0.3498,-0.2508,-0.334,1.5622,2.9768,28.717,7.2892,0.6795,0.4979,0.2148,3.1613,6.4182,12.4041,4.1571,9.8279,1.9793,1.6998,1.4933,0.4227,0.0756,1.0822,5.9
AYANEV,100.1,198.11,19.6,-3.9003,1.82,2.31,0.4946,-0.214,-0.5387,2.2585,2.9615,28.7814,7.15,0.4991,0.6462,0.2152,3.17,6.2654,12.4664,4.1864,9.7736,1.9807,1.6428,1.542,0.3956,0.0717,1.5822,6.6
SOBXUE,86.86,190.19,27.3,-4.006,1.9,2.14,0.384,-0.2499,-0.3635,1.7591,3.0167,28.6762,7.2577,0.6799,0.5178,0.2161,3.1632,6.3819,12.4315,4.2113,9.8025,1.9857,1.635,1.4953,0.4469,0.0809,1.2923,11.4
AHUMEW,84.25,198.39,34.2,-4.1849,1.86,2.26,0.4798,-0.2333,-0.4787,1.9615,3.1081,28.8688,7.2107,0.7507,0.6375,0.2161,3.1569,6.3482,12.3865,4.1813,9.7856,1.9723,1.585,1.6513,0.398,0.0843,1.6691,10.6
FOWDAY,78.37,177.36,19.5,-3.591,2.01,2.23,0.1978,-0.2617,-0.3602,1.5598,2.959,28.781,7.2894,0.6524,0.5012,0.2162,3.167,6.4932,12.4621,4.1988,9.8469,1.9786,1.2334,1.2907,0.0989,0.0182,1.1501,13.6
NOLPUC,79.44,195.53,24.6,-3.7537,1.95,2.27,0.3115,-0.2623,-0.5173,1.6867,2.9387,28.8118,7.3087,0.6872,0.5479,0.2166,3.1642,6.4536,12.4174,4.2009,9.8175,1.9899,1.3446,1.2441,0.0895,0.0164,1.5322,30
WECTIK,79.57,175.11,25.6,-3.2548,1.92,2.27,0.3949,-0.255,-0.4408,1.6683,2.9287,28.7929,7.29,0.6601,0.5856,0.2166,3.1645,6.4264,12.383,4.1899,9.7957,1.9727,1.6731,1.6671,0.4129,0.0934,1.5375,22.1
ZICCOD,103.4,225.6,39.5,-2.3861,1.97,2.26,0.3983,-0.2355,-0.7778,1.6588,2.8689,28.7967,7.2521,0.6022,0.567,0.217,3.1698,6.3832,12.4051,4.1518,9.8134,1.9324,1.7623,1.6765,0.4558,0.125,1.6564,10.7
XABMIX,79.13,200.32,28.3,-3.5471,1.97,2.24,0.3129,-0.2602,-0.4755,1.6572,2.9386,28.8323,7.2973,0.6736,0.5315,0.2175,3.1673,6.4656,12.4101,4.1907,9.8114,1.9915,1.3782,1.1545,0.081,0.0142,1.5174,29.2
ICEQAK,79.55,175.61,20.6,-3.9696,1.95,2.25,0.3318,-0.2648,-0.4901,1.7273,2.9471,28.7726,7.315,0.6976,0.5529,0.2175,3.1658,6.4383,12.4171,4.2299,9.8128,1.9952,1.3281,1.1722,0.1195,0.0194,1.486,27.4
JOFHOB,102.85,243.27,41.4,-4.2629,1.78,2.28,0.511,-0.1939,-0.6146,2.9773,3.0023,29.1737,7.0868,0.5402,0.7932,0.2181,3.1588,6.2191,12.5075,4.1715,9.7624,1.9923,1.4926,1.6875,0.434,0.0899,1.6938,-6.3
WIVGIU,81.45,205.64,28.9,-3.911,2.01,2.15,0.279,-0.2682,-0.3643,1.6869,2.9795,28.7427,7.2793,0.6795,0.4956,0.2185,3.1696,6.4428,12.4418,4.1677,9.8364,1.995,1.43,1.2225,0.092,0.0162,1.2953,29.9
XUVGUS,78.68,186.25,22.1,-3.8355,1.97,2.24,0.3534,-0.2498,-0.3376,1.5414,2.979,28.7121,7.2826,0.6725,0.48,0.2189,3.1616,6.4163,12.4007,4.1336,9.8296,1.9858,1.6659,1.5183,0.4143,0.0776,1.0892,5.9
PAZDAW,78.56,172.01,17,-3.77,2.01,2.22,0.3393,-0.2513,-0.3356,1.5177,2.9715,28.7205,7.2896,0.6751,0.4654,0.219,3.162,6.4231,12.4003,4.165,9.8372,1.9873,1.5644,1.5497,0.3824,0.0609,1.1791,6.1
SUCLUA,76.63,192.97,27.8,-3.8313,1.87,2.25,0.5251,-0.2202,-0.3294,2.1398,2.9006,28.7152,7.246,0.4446,0.5414,0.219,3.184,6.2777,12.4024,4.0983,9.7948,1.9464,1.5785,1.6767,0.4637,0.066,1.2449,-5.7
OLEDOY,104.52,204.54,32.9,-2.9587,1.88,2.28,0.3901,-0.2418,-0.6068,1.7626,2.9371,28.8619,7.2659,0.6804,0.6888,0.2193,3.1612,6.421,12.41,4.0866,9.7789,1.8951,1.5306,1.5743,0.4644,0.1003,1.5263,21.4
RAHXOP,78.87,173.05,17.2,-3.7558,1.98,2.23,0.3388,-0.2528,-0.3299,1.5333,2.9709,28.7209,7.2911,0.6789,0.4841,0.2194,3.1612,6.4248,12.4053,4.1535,9.8311,1.9842,1.6759,1.5195,0.4091,0.0749,1.0837,7.1
ONOHEF,80.02,179.82,20,-4.1208,1.94,2.26,0.3681,-0.2632,-0.473,1.8058,2.9693,28.7536,7.3164,0.7144,0.554,0.2197,3.165,6.4261,12.413,4.1882,9.7928,1.9803,1.3562,1.2517,0.0984,0.0185,1.5629,25.7
EJUTOV,78.68,172.88,17.4,-3.7874,1.98,2.23,0.3466,-0.2514,-0.335,1.5476,2.977,28.7189,7.2935,0.6817,0.486,0.2199,3.1617,6.4213,12.4019,4.1766,9.8302,1.9802,1.6676,1.5526,0.4028,0.0926,1.1891,5.9
OXOZOR,79.37,174.42,30.6,-3.1395,1.91,2.26,0.3866,-0.2538,-0.5698,1.7272,2.9327,28.8629,7.281,0.6757,0.6703,0.22,3.1615,6.4408,12.3991,4.1165,9.7735,1.9165,1.6459,1.7026,0.4493,0.1076,1.7259,20.1
JUGXIU,81.18,184.53,24.1,-4.0409,2.03,2.14,0.2825,-0.2612,-0.3747,1.6672,2.9835,28.7239,7.2805,0.675,0.475,0.2205,3.1697,6.4486,12.432,4.1445,9.8368,1.9931,1.3701,1.1386,0.1153,0.0214,1.3509,10.6
FOVWAP,78.64,172.92,17.4,-3.7955,1.98,2.23,0.3452,-0.251,-0.3357,1.5471,2.9742,28.7219,7.2884,0.6765,0.4867,0.221,3.1618,6.4205,12.4033,4.1481,9.8309,1.9866,1.6663,1.5273,0.4058,0.0725,1.082,6.8
PIKMAA,77.55,172.93,22.8,-3.9653,1.95,2.23,0.3691,-0.2469,-0.2833,1.592,3.0017,28.6931,7.2813,0.6901,0.478,0.2212,3.1612,6.3998,12.4026,4.1757,9.8286,1.9803,1.6419,1.5374,0.4253,0.0917,1.2059,3.6
MIVLUZ,80.17,173.9,18.6,-4.0788,1.97,2.26,0.3723,-0.2444,-0.3084,1.5786,2.993,28.7351,7.278,0.6822,0.5006,0.2217,3.1621,6.3995,12.389,4.1557,9.8392,1.9846,1.6865,1.4955,0.3663,0.0727,1.0646,3
PYRZOM01,81.34,176.69,19.5,-3.4446,1.92,2.29,0.2748,-0.2604,-0.6359,1.7075,2.9112,28.8398,7.2958,0.6622,0.6013,0.2219,3.166,6.4814,12.4323,4.1384,9.8115,1.9208,1.2244,1.2616,0.1238,0.0209,1.6648,26.3
VOPJEP,78.59,172.88,17.4,-3.8349,1.98,2.23,0.3498,-0.2506,-0.3349,1.5538,2.9772,28.7205,7.2892,0.6781,0.484,0.222,3.1619,6.4182,12.4016,4.1581,9.8304,1.9811,1.6914,1.5008,0.4025,0.0725,1.0783,5.9
HIRBAM,78.63,172.99,17.4,-3.7994,1.98,2.23,0.3458,-0.2503,-0.3365,1.5451,2.9761,28.7219,7.287,0.6746,0.4854,0.222,3.162,6.4196,12.4029,4.1586,9.8317,1.9861,1.6919,1.5083,0.4078,0.0745,1.0796,6.2
SUMMOD,93.25,190.63,23.1,-4.0636,1.87,2.23,0.471,-0.2207,-0.4683,2.1075,3.0066,28.8344,7.1855,0.621,0.5702,0.2221,3.1645,6.2935,12.4415,4.1748,9.794,1.9891,1.4984,1.6268,0.3951,0.0793,1.6682,9.9
NIQPOT,78.61,172.88,17.4,-3.7998,1.98,2.23,0.3459,-0.2506,-0.336,1.5474,2.9748,28.723,7.2884,0.6755,0.485,0.2236,3.162,6.4193,12.4028,4.1488,9.832,1.9832,1.6808,1.5124,0.4049,0.0737,1.0818,6.4
FORHAV,79.18,178.39,31.5,-4.2279,2.24,2.26,0.2225,-0.2454,-0.6191,2.0407,3.0415,28.9823,7.2379,0.6898,0.9007,0.2236,3.1663,6.464,12.4843,4.3047,9.8292,1.9837,2.9573,2.9132,0.2116,0.0526,1.6621,16.5
WOJSOG,79.04,173.58,17.3,-3.7959,1.98,2.21,0.3455,-0.2502,-0.3302,1.5365,2.9802,28.7029,7.2889,0.676,0.4684,0.2239,3.1623,6.4148,12.4077,4.1686,9.832,1.9946,1.6886,1.5265,0.4065,0.0779,1.0727,6.4
DISXUY,80.12,199.17,24.6,-4.0609,1.95,2.26,0.3515,-0.2656,-0.4891,1.7908,2.9503,28.7632,7.3116,0.6956,0.5759,0.224,3.1655,6.4252,12.4156,4.2163,9.8077,1.9906,1.2715,1.1902,0.1214,0.0217,1.5198,25.5
QUCKUV,78.66,172.89,17.4,-3.8284,1.98,2.23,0.3496,-0.2501,-0.3361,1.5526,2.9779,28.7195,7.2881,0.6774,0.4826,0.2241,3.1618,6.4171,12.4019,4.1541,9.8314,1.9852,1.6851,1.5113,0.4011,0.0738,1.0789,5.8
NIQPIN,78.79,172.24,17.4,-3.7852,2.01,2.22,0.3411,-0.2499,-0.334,1.5278,2.9772,28.7293,7.2908,0.6745,0.4736,0.2243,3.1621,6.4196,12.4002,4.1672,9.8391,1.991,1.6914,1.5659,0.379,0.0704,1.2092,5.5
XAYROG,78.76,212.61,24.2,-3.8049,2,2.22,0.2512,-0.2602,-0.3581,1.655,2.9751,28.7611,7.2826,0.6662,0.5162,0.2243,3.1659,6.4564,12.4524,4.1922,9.8399,1.9831,1.4064,1.2153,0.0869,0.016,1.1037,12.5
MALHYZ11,78.74,172.1,16.4,-3.7447,2.01,2.22,0.3357,-0.257,-0.3182,1.531,2.9644,28.727,7.3085,0.6865,0.4687,0.2246,3.1615,6.426,12.4033,4.1649,9.8351,1.9853,1.7057,1.5157,0.3778,0.0783,1.0938,5.8
DUZGEK,77.98,195.53,25.5,-3.8243,1.89,2.24,0.5035,-0.2262,-0.296,2.1528,2.8997,28.7477,7.242,0.4832,0.5516,0.2247,3.1807,6.284,12.4131,4.1452,9.7994,1.9812,1.5909,1.5979,0.4242,0.061,1.2765,6.8
RAFWEB,81.01,185.95,26.9,-3.7875,2.07,2.13,0.2795,-0.262,-0.3756,1.6355,2.9733,28.7397,7.2742,0.6666,0.4401,0.2249,3.1705,6.4446,12.4352,4.1704,9.8407,1.9988,1.4351,1.216,0.0915,0.0214,1.2967,21.1
PUBDIZ,91.95,187.87,25.5,-3.4234,1.92,2.2,0.3729,-0.2477,-0.4889,1.6951,2.9415,28.8251,7.2589,0.6565,0.596,0.225,3.1612,6.4348,12.4092,4.1773,9.7831,1.988,1.7049,1.6783,0.481,0.0972,1.583,23.4
XIHXOC,77.82,176.3,24.6,-4.1097,1.86,2.24,0.5576,-0.2143,-0.3233,2.2712,2.9242,28.6953,7.2284,0.4833,0.5905,0.2255,3.1784,6.276,12.4178,4.1193,9.7486,1.9254,1.5683,1.6735,0.4622,0.0591,1.2395,-0.8
KOTVOG,78.48,172.78,17.4,-3.8485,1.98,2.23,0.3545,-0.2511,-0.3318,1.5617,2.9797,28.7112,7.2948,0.6839,0.4796,0.2256,3.1621,6.4155,12.401,4.1747,9.829,1.9793,1.6693,1.5533,0.4025,0.0902,1.1909,5.9
VENXOB,79.9,184.83,29,-3.472,1.97,2.24,0.2786,-0.2656,-0.6314,1.6615,2.9194,28.8317,7.3012,0.6606,0.5737,0.2258,3.1696,6.474,12.4279,4.1173,9.8194,1.9172,1.2464,1.3529,0.0781,0.0112,1.6984,22.7
OZOJIY,78.89,173.28,17.4,-3.7978,1.98,2.22,0.3453,-0.2519,-0.3302,1.5553,2.9751,28.7186,7.2936,0.6814,0.4821,0.226,3.162,6.4189,12.4058,4.1541,9.83,1.9872,1.6555,1.5351,0.4026,0.0711,1.0818,6.7
CABSUT01,61.02,164.33,18.5,-3.502,1.97,2.35,0.3147,-0.2684,-0.6361,1.6356,2.9223,28.8464,7.3233,0.6831,0.5587,0.226,3.1653,6.4949,12.3742,4.1505,9.8162,1.9535,1.3107,1.267,0.0792,0.0176,1.7349,22.2
PECZEE,78.86,172.37,17.5,-3.7792,2.01,2.22,0.3409,-0.25,-0.3342,1.5274,2.9738,28.7256,7.2903,0.6738,0.4686,0.2264,3.1622,6.4183,12.4012,4.1732,9.8396,1.9879,1.7093,1.5359,0.3789,0.0735,1.1643,5
WOTHUK,77.17,189.32,23.5,-4.182,2.01,2.18,0.2886,-0.2557,-0.3188,1.686,2.9947,28.7399,7.2837,0.6937,0.4817,0.2267,3.1665,6.4412,12.4381,4.206,9.8321,1.9966,1.4157,1.2452,0.0916,0.0166,1.134,9.9
YIZDUH,79.96,220.86,24.3,-4.2035,1.93,2.26,0.3391,-0.2627,-0.5909,1.771,2.9818,28.7776,7.3072,0.7084,0.5895,0.2267,3.1648,6.4341,12.4177,4.2019,9.8092,1.9734,1.3274,1.232,0.0943,0.0178,1.556,30.8
OSIYUM,79.64,175.49,20.5,-4.0092,1.95,2.24,0.3404,-0.2647,-0.4906,1.7404,2.9527,28.767,7.3181,0.7012,0.5534,0.2276,3.1658,6.4307,12.4163,4.1811,9.8126,1.9933,1.272,1.203,0.1211,0.0202,1.526,25.8
UPAWEP,79.3,174.17,17.2,-4.0123,1.97,2.22,0.3741,-0.2439,-0.3328,1.5898,2.993,28.6738,7.2771,0.674,0.4754,0.2282,3.1616,6.3921,12.405,4.1675,9.8287,1.9807,1.6944,1.4882,0.421,0.0775,1.0706,3.5
EBIFUQ,80.67,175.55,23.1,-3.0791,1.91,2.29,0.3505,-0.2547,-0.5342,1.739,2.9228,28.8678,7.2723,0.6546,0.6632,0.2284,3.1629,6.459,12.4096,4.1393,9.7809,1.9048,1.5568,1.7138,0.4196,0.0822,1.7122,19.7
LONDAT,76.35,209.85,41.5,-3.8011,1.9,2.23,0.4985,-0.2162,-0.2953,2.2085,2.911,28.7968,7.2235,0.5299,0.5315,0.229,3.1774,6.2834,12.419,4.1899,9.7991,1.992,1.4698,1.7511,0.4473,0.0823,1.3388,8.5
FOVVUI,78.26,175.96,20.7,-3.8606,2.02,2.22,0.3553,-0.2465,-0.3354,1.5059,2.9816,28.7016,7.2817,0.6701,0.4275,0.2295,3.1626,6.4056,12.394,4.1516,9.8451,1.9787,1.7147,1.4932,0.4073,0.0878,1.1963,3
