Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
PADYEY,92.65,190.64,2.38,9.42,10.12,32.3,25,20.7,743.88,-3.992,-2.8217,2.03,2,1.9,0.4891,-0.2151,-0.506,-0.4641,1.8593,3.0883,2.0976,2.1398,28.7698,7.1819,8.4456,8.4569,0.6968,0.4365,0.4311,3.1609,3.9721,1.333,1.318,1.3212,6.2993,12.4033,4.2168,4.0941,4.0924,9.8083,1.9873,1.9852,1.9639,1.8948,1.9771,3.5031,4.6146,1.4696,1.5804,1.5646,0.3883,0.0643,0.0632,0.1059,0.0516,0.1033,3.4825,4.6199,1.4801,1.576,1.5637,0.3617,0.0622,0.0673,0.081,0.0639,0.0873,32.9
PADYOI,48.78,142.34,1.81,7.72,8.28,21.9,17.6,12.4,556.79,-4.0788,-0.0032,2.96,1.87,1.84,0.3837,-0.2707,-0.522,-0.6557,1.4489,2.9404,2.0446,1.9726,28.6878,7.2982,8.4254,8.5886,0.6964,0,0.5404,3.1601,4.0282,1.2568,1.3862,1.3852,6.5164,12.3281,4.1347,4.1318,4.0617,9.7719,1.8905,1.9708,1.965,1.9744,1.9712,3.5437,4.7255,1.5922,1.6458,1.4875,0.2528,0.0189,0.0688,0.0665,0.0327,0.0659,3.4926,4.7577,1.5906,1.5242,1.6429,0.4055,0.094,0.0705,0.0958,0.0586,0.0865,48.7
PAFBED,93.6,215.26,1.71,7.92,5.93,50.2,44.3,30,657.91,-3.1151,-1.1583,2.11,1.92,1.91,0.4019,-0.2481,-0.5454,-0.8495,1.8848,2.9288,1.9738,1.7975,28.8599,7.2765,8.4614,8.518,0.6565,0.2959,0.6552,3.1672,3.9993,1.4327,1.3499,1.2168,6.3876,12.4221,4.0806,4.2154,4.1261,9.7885,1.9382,1.9734,1.9667,1.9551,1.9551,3.5123,4.6453,1.514,1.6608,1.4705,0.3878,0.0864,0.0756,0.0639,0.0843,0.0775,3.5369,4.8713,1.5211,1.658,1.6922,0.4414,0.1026,0.0854,0.0587,0.1062,0.0884,43.4
PAFSEU01,93.94,194.32,1.59,7.58,5.58,40.3,30.5,17.2,505.97,-3.128,-0.7784,2.09,1.92,1.91,0.3839,-0.2427,-0.5233,-0.8401,1.8989,3.0051,1.9879,1.8804,28.8528,7.24,8.4357,8.5305,0.6545,0.3228,0.6473,3.1652,3.9958,1.1896,1.387,1.4192,6.3937,12.4378,4.0916,4.2163,4.1299,9.7847,1.9436,1.9698,1.963,1.9635,1.9448,3.5113,4.6411,1.5145,1.6806,1.4461,0.3709,0.0972,0.0836,0.0483,0.0891,0.0527,3.5362,4.8815,1.4795,1.6483,1.7537,0.4223,0.1043,0.0919,0.0503,0.106,0.0698,41.5
PAHJUE,97.08,203.67,1.84,8.46,10.28,39.4,32.3,24.5,744.71,-3.3588,-2.2604,1.88,1.97,1.92,0.4548,-0.2381,-0.8403,-0.5853,2.1765,2.9125,1.9544,2.1057,28.7871,7.2375,8.5582,8.4182,0.6244,0.6414,0.4559,3.1681,3.9901,1.3268,1.2589,1.4043,6.3637,12.4565,4.1958,4.1123,4.1485,9.7249,1.9694,1.9094,1.9336,1.9432,1.9693,3.5502,4.8745,1.5985,1.5607,1.7153,0.4156,0.0981,0.0957,0.0739,0.0739,0.0739,3.5139,4.6563,1.6065,1.4285,1.6214,0.4151,0.0972,0.0399,0.1166,0.0613,0.1001,39.9
PAHREY,63.35,174.65,2.53,9.48,13.57,32.4,25.9,20.4,852.14,-3.1506,-1.16,1.89,3.22,1.87,0.3775,-0.2551,-0.774,-0.4748,1.6911,2.9285,1.9386,2.2555,28.838,7.2643,8.5963,8.3296,0.6606,0.6814,0,3.1635,4.0082,1.2733,1.4214,1.3134,6.4499,12.3934,4.1324,4.1276,4.1334,9.7792,1.9325,1.9601,1.9267,1.9911,1.9688,3.5412,4.8156,1.5438,1.5775,1.6943,0.4172,0.0935,0.0909,0.0902,0.0886,0.054,3.5444,4.6496,1.4384,1.7375,1.4737,0.2808,0.0432,0.0727,0.0726,0.0375,0.0548,53
PAJBIM,81.13,192.9,2.04,6.13,8.15,28.2,21.6,13.1,491,-3.7587,-2.3504,1.82,2.44,1.94,0.4203,-0.2224,-0.565,-0.0728,2.0999,2.9618,2.2304,2.8246,28.8072,7.184,8.5617,7.113,0.5222,0.593,0.1487,3.1686,3.971,1.3548,1.3631,1.2531,6.3001,12.4647,4.1812,4.1053,4.1782,9.8149,1.9755,1.9631,1.9729,1.9292,1.9742,3.4741,4.6861,1.5621,1.496,1.6279,0.4047,0.0932,0.0596,0.0883,0.0874,0.0763,3.2233,3.7345,1.2047,1.3927,1.137,0.115,0.0157,0.0277,0.0192,0.0235,0.0289,26.2
PAJCOT,76.17,172.78,1.76,12.22,6.5,33.4,24.2,15.1,679.17,-3.7524,-2.6266,2.31,1.87,1.99,0.5096,-0.2262,-0.3338,-0.7033,2.1105,2.9193,2.931,2.0983,28.7041,7.2427,7.6376,8.5753,0.4857,0.1642,0.5669,3.1782,3.9674,1.3779,1.4024,1.187,6.2901,12.4151,4.0564,4.1883,4.1703,9.7853,1.9528,1.99,1.9231,1.9629,1.9564,3.1976,4.0751,1.2398,1.3659,1.4694,0.0612,0.0192,0.011,0.0068,0.0177,0.0066,3.4907,4.7393,1.485,1.5475,1.7068,0.4733,0.1047,0.0873,0.0798,0.1208,0.0806,23.4
PAJCUZ,76.1,178.79,1.72,11.73,6.72,34.2,24.5,15.2,681.47,-3.9207,-2.8503,1.87,2.26,1.99,0.5333,-0.2189,-0.7038,-0.321,2.2019,2.9229,2.0775,2.9428,28.7071,7.234,8.568,7.636,0.4892,0.5745,0.2042,3.178,3.9605,1.3446,1.2903,1.3255,6.283,12.4163,4.195,4.1299,4.0913,9.7674,1.914,1.9509,1.9652,1.9612,1.976,3.4946,4.7368,1.4953,1.5654,1.6762,0.4724,0.0976,0.0603,0.1281,0.0787,0.1076,3.1999,4.0591,1.5152,1.2365,1.3074,0.062,0.0061,0.0147,0.0213,0.0068,0.0132,23.9
PAJNIX,78.96,179.27,1.67,8.1,5.23,33.5,27.6,16.7,526.86,-3.7058,-1.7509,1.83,3.07,1.86,0.3377,-0.259,-0.8843,-0.4188,1.621,2.989,1.8896,2.9434,28.8105,7.243,8.5684,7.5849,0.6879,0.7206,0,3.162,4.0144,1.2955,1.3237,1.3952,6.5197,12.3753,4.1705,4.1548,4.0501,9.7672,1.8595,1.9866,1.9868,1.9743,1.9602,3.5443,4.9151,1.6532,1.7287,1.5331,0.4249,0.0917,0.0902,0.0705,0.0779,0.0946,3.2094,4.151,1.5249,1.287,1.3391,0.0584,0.0172,0.0072,0.0121,0.0056,0.0163,46.8
PAJNOD,89.03,189.02,2.18,6.56,6.22,30.6,19.4,11.7,485.16,-1.7745,0.6093,2.03,1.94,1.89,0.2747,-0.2455,-0.8569,-0.9086,1.9289,2.8782,1.8186,1.8699,28.9327,7.269,8.5682,8.5126,0.6077,0.4654,0.6206,3.1656,3.9934,1.3123,1.4166,1.2645,6.4368,12.5056,4.157,4.2125,4.1361,9.7829,1.9487,1.8988,1.9705,1.9811,1.9838,3.5651,4.8763,1.7018,1.6259,1.5486,0.4156,0.0677,0.0881,0.0857,0.0583,0.1158,3.5668,4.9307,1.7066,1.4745,1.7497,0.4111,0.1064,0.0584,0.0999,0.0523,0.0941,52.1
PAJNOE,85.01,189.95,1.9,5.67,10.89,32.5,22,12.9,559.99,-4.2688,-2.9291,2.18,1.85,1.94,0.4033,-0.2151,-0.6072,-0.0707,2.5268,2.9948,2.0848,3.3897,28.9067,7.1816,8.5011,7.1241,0.5662,0.3098,0.7643,3.1657,3.9672,1.3269,1.3511,1.2893,6.295,12.5426,4.1668,4.2214,4.1544,9.7591,1.9538,1.9931,1.9168,1.9124,1.983,3.5374,4.6931,1.5475,1.5406,1.605,0.3767,0.0844,0.068,0.0771,0.063,0.0842,3.1386,3.8299,1.2359,1.3858,1.2082,0.1022,0.0183,0.0185,0.0222,0.0184,0.0248,25.7
PAJWUV,79.19,174.53,3.27,9.56,10.11,29.4,21.9,17.8,711.65,-4.0937,-2.5136,2.3,1.92,1.88,0.3458,-0.266,-0.4906,-0.0361,1.7539,2.9576,2.0607,3.237,28.7729,7.3177,8.4516,6.9057,0.7147,0.1923,0.5866,3.1643,4.0215,1.3556,1.3606,1.3052,6.4435,12.4109,4.1407,4.1585,4.1117,9.7997,1.9182,1.9854,1.9745,1.9421,1.9796,3.5239,4.6278,1.4614,1.499,1.6674,0.3389,0.0679,0.0491,0.074,0.0512,0.0967,3.1549,3.7519,1.2454,1.3368,1.1698,0.1293,0.0149,0.0259,0.0399,0.0151,0.0334,36.7
PAJXUW,84.94,218.92,1.96,6.7,8.16,36.6,25.8,15.4,521.47,-4.3195,-2.8766,2.2,1.85,1.95,0.402,-0.2144,-0.5921,-0.0632,2.5424,3.0132,2.0755,3.4302,28.9099,7.1417,8.4844,7.1992,0.5543,0.2854,0.7481,3.1661,3.9661,1.3331,1.3345,1.2985,6.2903,12.543,4.1736,4.2181,4.1513,9.7648,1.9557,1.9845,1.9367,1.9101,1.9777,3.5366,4.6848,1.5167,1.5353,1.6328,0.3706,0.0834,0.0688,0.0731,0.0668,0.0785,3.1305,3.8305,1.2801,1.3539,1.1965,0.1022,0.0156,0.0213,0.0232,0.0188,0.0233,26.2
PAJZIL,97.65,201.66,1.52,7.55,7.16,41.6,27.9,18,562.04,-3.8046,-2.9586,2.05,2.01,1.93,0.4638,-0.2081,-0.4889,-0.5474,1.8735,3.0446,2.1256,2.188,28.8206,7.2114,8.4008,8.4462,0.6562,0.4185,0.4769,3.1615,3.9652,1.2626,1.324,1.3786,6.3092,12.4227,4.0712,4.1587,4.1928,9.8043,1.9731,1.9604,1.9263,1.9722,1.9723,3.5141,4.6086,1.5178,1.6344,1.4564,0.3662,0.1043,0.057,0.0461,0.1077,0.0511,3.5034,4.6686,1.503,1.5187,1.6468,0.3754,0.0691,0.0922,0.0663,0.0723,0.0755,44.2
PAKJAO,81.55,193.65,1.68,6.33,8.17,32,22.6,13.3,513.23,-4.2512,-3.4955,1.93,2.04,1.88,0.4322,-0.2545,-0.6048,-0.0884,2.0525,2.981,2.1598,3.1867,28.6926,7.3203,8.4806,7.0732,0.6975,0.5215,0.4307,3.1668,4.0067,1.3968,1.307,1.3029,6.3631,12.4515,4.1421,4.1534,4.1559,9.7532,1.9554,1.9445,1.9836,1.9067,1.963,3.5082,4.657,1.4702,1.6813,1.5054,0.4396,0.0724,0.071,0.1166,0.0546,0.1249,3.1552,3.8432,1.3303,1.2014,1.3115,0.09,0.0235,0.0086,0.0241,0.0107,0.0232,32.5
PAKMIZ,84.1,213.8,1.84,5.99,6.54,38.5,28.2,15.2,503.26,-3.1504,-1.2174,2.13,1.99,1.92,0.367,-0.2474,-0.615,-0.1369,1.7607,2.9505,2.01,3.0603,28.8106,7.2705,8.4783,7.2663,0.6529,0.2945,0.485,3.1679,3.9988,1.3692,1.2429,1.3868,6.4146,12.4062,4.1625,4.1075,4.1363,9.8122,1.969,1.9323,1.977,1.9626,1.9712,3.525,4.6979,1.5299,1.5502,1.6178,0.3921,0.0757,0.0479,0.1154,0.0483,0.1047,3.1457,3.9096,1.3349,1.1626,1.4121,0.0816,0.0168,0.007,0.0293,0.0111,0.0174,42.4
PALQUQ,81.49,221.05,2.7,11.31,6.33,42.5,34.8,21.2,673.53,-3.6989,-1.9556,2.06,2.07,1.9,0.3865,-0.2363,-0.4812,-0.1329,1.7781,3.0385,2.1377,3.0868,28.7515,7.2319,8.4724,7.2644,0.6874,0.3568,0.3904,3.1604,3.9937,1.3897,1.2146,1.3895,6.361,12.4203,4.2087,4.1116,4.1,9.8323,1.958,1.9968,1.9818,1.922,1.9736,3.4947,4.6211,1.496,1.5299,1.5952,0.3654,0.0837,0.0698,0.0648,0.0739,0.0732,3.1661,3.8849,1.2397,1.4051,1.2402,0.0819,0.0198,0.0154,0.0192,0.0122,0.0153,33.4
PAMNOI,62.88,156.23,2.37,6.87,11.85,24,14.7,12.5,717.23,-3.1391,-2.0593,2.12,2.06,1.86,0.383,-0.2584,-0.5823,-0.5897,1.6669,2.9233,1.936,1.9429,28.8393,7.3301,8.5359,8.5435,0.6785,0.3902,0.4624,3.1603,4.0139,1.2241,1.3626,1.4272,6.4394,12.3629,4.106,4.148,4.1089,9.8147,1.9113,1.9788,1.9683,1.9715,1.9848,3.5384,4.7183,1.5884,1.4934,1.6364,0.3256,0.0626,0.059,0.0805,0.044,0.0795,3.5315,4.7218,1.5628,1.6629,1.496,0.3364,0.0545,0.0755,0.0768,0.0473,0.0824,40.1
PAMQOK,80.44,227.85,1.71,7.79,5.78,41.9,32,17.8,557.74,-3.9932,-1.5153,2.05,1.99,1.93,0.2079,-0.2492,-0.1646,-0.0961,1.9408,2.9941,2.915,3.081,28.8585,7.2492,7.2033,7.087,0.6538,0.4858,0.4575,3.1704,3.9994,1.4134,1.2484,1.3376,6.4314,12.5227,4.1155,4.2345,4.1727,9.8379,1.9817,1.9652,1.9343,1.9756,1.9813,3.1855,3.8782,1.401,1.235,1.2423,0.1009,0.0135,0.0166,0.0248,0.0134,0.0326,3.1885,3.7858,1.2903,1.3846,1.1109,0.1218,0.0185,0.0205,0.0378,0.0192,0.0258,42.4
PAMQOM,93.57,196.26,2.57,7.37,11.95,30.4,21.3,13.8,668.72,-3.022,-2.0747,1.94,1.95,1.93,0.4238,-0.2475,-0.5836,-0.668,1.8442,2.8988,2.1521,2.0505,28.6879,7.2898,8.4732,8.6156,0.6081,0.4789,0.4751,3.1693,3.9969,1.2207,1.3801,1.3961,6.3386,12.4459,4.1184,4.1707,4.1567,9.7917,1.9324,1.9649,1.9719,1.9767,1.9457,3.5045,4.6797,1.4795,1.5773,1.6229,0.3994,0.0794,0.0528,0.1011,0.0598,0.1064,3.5077,4.7359,1.5482,1.5232,1.6645,0.4245,0.0799,0.0707,0.1024,0.0678,0.1036,40
PAMTED,81.12,206.84,2.21,9.63,10.1,33.9,31.5,25,777.81,-4.265,-3.0032,1.9,2.21,1.96,0.3492,-0.2222,-0.0639,-0.0675,2.365,2.9545,3.3903,3.0558,28.8203,7.2255,7.0476,7.0512,0.5088,0.6536,0.3423,3.1759,3.9649,1.3138,1.3292,1.3218,6.3159,12.5308,4.1225,4.2144,4.1938,9.8041,1.9763,1.9521,1.9485,1.9748,1.9524,3.1651,3.7685,1.2536,1.2598,1.255,0.1303,0.0195,0.0173,0.0296,0.0127,0.0512,3.2296,3.7251,1.3373,1.0635,1.3243,0.1128,0.0297,0.0112,0.04,0.0143,0.0176,20.9
PAMXAD,62.23,170.74,1.94,8.55,8.14,33.2,26.9,20.4,617.88,-3.2934,-0.9524,2.03,2.19,1.86,0.4038,-0.2578,-0.5826,-0.5733,1.6816,2.9454,1.9025,1.8643,28.8632,7.3255,8.5084,8.5104,0.6919,0.4999,0.3436,3.1589,4.0146,1.3118,1.3771,1.3257,6.4278,12.3576,4.0823,4.1796,4.0957,9.8108,1.9125,1.9868,1.9703,1.9728,1.9684,3.523,4.7104,1.535,1.6756,1.4998,0.3493,0.0567,0.0857,0.0796,0.051,0.0762,3.5262,4.6625,1.5805,1.4918,1.5902,0.3845,0.0631,0.0829,0.0843,0.0573,0.0969,37.9
PAMZIN,81.31,226.05,2.16,8.01,8.66,36.7,27.1,17.7,595.62,-4.3905,-3.5964,2.03,1.99,1.88,0.4151,-0.2486,-0.597,-0.0017,2.0362,2.9817,2.0917,3.2507,28.7257,7.2911,8.5213,7.0339,0.7182,0.4143,0.5712,3.1702,3.9986,1.3604,1.4081,1.23,6.3731,12.4505,4.1432,4.167,4.1403,9.7614,1.9269,1.9797,1.9735,1.9551,1.9261,3.5192,4.6841,1.4977,1.5383,1.648,0.3937,0.0827,0.0772,0.073,0.0779,0.0829,3.1588,3.7267,1.199,1.421,1.1067,0.1162,0.0153,0.0292,0.0278,0.0159,0.028,33
PANGIV,80.24,218.98,2.1,7.68,11.87,37.7,26.8,16.3,668.72,-3.8469,-2.618,2.03,2.1,1.89,0.3818,-0.2483,-0.5732,-0.0395,1.8367,2.9733,2.0888,3.0709,28.7527,7.2834,8.5358,7.0292,0.7053,0.4313,0.4014,3.161,4.0057,1.3814,1.2155,1.4088,6.3802,12.4194,4.1607,4.1441,4.1146,9.8186,1.9697,1.9652,1.9814,1.9216,1.9808,3.5152,4.693,1.5561,1.513,1.624,0.365,0.0835,0.0526,0.087,0.0554,0.0866,3.1616,3.7623,1.1845,1.4545,1.1234,0.1156,0.018,0.0254,0.0226,0.0193,0.0303,32.2
PANLEV,82.73,191.57,2.4,9.04,12.98,31.2,22.7,16.6,785.43,-4.1194,-3.6767,1.93,2.08,1.86,0.3953,-0.2546,-0.5892,-0.0869,1.9309,2.9887,2.1664,3.1198,28.7036,7.3155,8.5246,7.0878,0.7131,0.5371,0.3613,3.1669,4.0056,1.4066,1.369,1.2299,6.3758,12.4554,4.1121,4.1846,4.1587,9.7734,1.9144,1.9746,1.9719,1.93,1.9825,3.5076,4.6625,1.455,1.6421,1.5654,0.4191,0.0746,0.0693,0.107,0.0615,0.1067,3.1565,3.8393,1.2714,1.2185,1.3494,0.0911,0.0188,0.0116,0.0221,0.0105,0.0281,33.8
PANNUO,86.92,187.93,1.66,7.74,9.82,28.9,17.5,10.8,550.79,-2.2764,-1.744,1.98,1.96,1.89,0.3509,-0.2447,-0.7071,-0.7057,1.8344,2.8755,1.9901,2.029,28.7827,7.2892,8.5885,8.5447,0.6046,0.4939,0.5151,3.1634,3.9957,1.2418,1.3786,1.3753,6.3816,12.4695,4.133,4.1757,4.1608,9.798,1.9121,1.9504,1.9725,1.979,1.984,3.5423,4.787,1.577,1.5168,1.6933,0.3777,0.0812,0.0666,0.0775,0.0701,0.0824,3.5376,4.7821,1.5408,1.6663,1.575,0.386,0.0721,0.0768,0.0833,0.0804,0.0733,42.5
PANRIG,80.85,193.99,1.62,12.2,6.01,35.8,27.1,15.3,626.04,-3.1684,-0.9702,2.35,1.89,1.88,0.3684,-0.2548,-0.4584,-0.8256,1.6723,2.9408,2.0542,1.8774,28.8389,7.2756,8.4428,8.5503,0.6695,0.1818,0.6331,3.1628,4.0087,1.271,1.3361,1.4017,6.456,12.3946,4.1554,4.1471,4.0921,9.7809,1.8829,1.9771,1.9757,1.9751,1.9701,3.5261,4.6259,1.4894,1.5177,1.6188,0.3064,0.0747,0.0589,0.0551,0.0597,0.058,3.5401,4.8798,1.6382,1.7195,1.5221,0.4057,0.0629,0.0905,0.0923,0.0916,0.0684,47.4
PAPBIU,91.01,211.66,1.54,8.73,11.27,35.1,27.2,19.8,708.13,-3.4974,-2.7017,2,1.96,1.92,0.3227,-0.2575,-0.6076,-0.3584,1.9401,2.911,2.0446,3.0556,28.8095,7.3023,8.5191,7.5926,0.649,0.4278,0.5464,3.1714,4.0059,1.3754,1.3957,1.2348,6.4099,12.4812,4.1005,4.1774,4.2034,9.7862,1.9466,1.9205,1.9571,1.9679,1.9941,3.5153,4.6814,1.4806,1.5046,1.6963,0.4108,0.0898,0.0736,0.0708,0.0908,0.0858,3.2202,4.0784,1.4172,1.2637,1.3975,0.0598,0.0122,0.0085,0.0211,0.0104,0.0077,49
PAPFEU,133.36,No Value,2.87,8.66,9.31,45,35,24.5,720.99,-3.71,-2.205,1.89,1.95,1.99,0.4892,-0.1404,-0.5571,-0.6322,2.0138,3.1491,2.2445,2.0198,28.8534,7.0558,8.5309,8.5329,0.5213,0.5957,0.6202,3.1603,3.8958,1.2987,1.3784,1.2187,6.2517,12.4393,4.0443,4.2024,4.1926,9.8199,1.9701,1.9746,1.9404,1.9458,1.9889,3.485,4.6733,1.5031,1.5285,1.6417,0.3987,0.0873,0.0668,0.077,0.1012,0.0665,3.5028,4.7298,1.4381,1.6564,1.6353,0.3997,0.0846,0.0853,0.0667,0.1072,0.056,15
PAPREE,85.24,181.45,1.52,9.42,8.89,32.1,23.3,15.7,620.4,-3.8697,-2.4902,2.08,2.01,1.91,0.464,-0.2323,-0.5598,-0.4804,1.7497,3.0736,2.1006,2.08,28.7545,7.2411,8.4552,8.4765,0.7014,0.355,0.4236,3.1635,3.9875,1.285,1.3036,1.3989,6.3238,12.3873,4.0358,4.1725,4.1791,9.8248,1.9798,1.9703,1.9222,1.9597,1.9928,3.515,4.6805,1.4718,1.5302,1.6785,0.3644,0.0875,0.0781,0.0496,0.1003,0.0489,3.4853,4.6268,1.4645,1.5464,1.6159,0.3683,0.0763,0.0812,0.065,0.0878,0.058,30
PAPYRI10,62.41,155.49,2.7,11.91,8.57,25.8,22.7,19.4,807.61,-3.1978,-1.2301,2.04,2.16,1.86,0.3897,-0.2585,-0.599,-0.5755,1.6314,2.9218,1.909,1.9618,28.8341,7.3271,8.5356,8.4977,0.6848,0.4596,0.3557,3.1594,4.0147,1.3144,1.3934,1.3069,6.4398,12.3575,4.1435,4.1419,4.0721,9.8129,1.8966,1.9796,1.9824,1.9779,1.9764,3.5256,4.7006,1.6401,1.4848,1.5757,0.3728,0.0822,0.0587,0.0796,0.0712,0.081,3.5348,4.7036,1.507,1.6628,1.5338,0.3371,0.0667,0.0793,0.0651,0.0649,0.0611,39.5
PAQRAA,85.07,184.85,2,6.89,18.36,29.7,18.8,12.4,811.24,-2.8422,-2.0032,1.95,2.03,1.9,0.3717,-0.2508,-0.8438,-0.5666,1.8766,2.8944,1.8547,2.1385,28.8214,7.2978,8.5464,8.4462,0.6291,0.5979,0.4132,3.1663,4.0016,1.2046,1.4144,1.3826,6.4008,12.4495,4.0873,4.1831,4.1791,9.778,1.9532,1.9438,1.9246,1.9532,2.0032,3.5665,4.8841,1.693,1.4753,1.7158,0.3931,0.0843,0.0477,0.1028,0.0717,0.0867,3.529,4.6616,1.4813,1.5761,1.6042,0.3759,0.0765,0.0736,0.0743,0.0701,0.0814,39.3
PARLIE,92.04,195.01,2.29,6.39,7.87,32.4,24.1,14.7,520.79,-3.0508,-1.8716,1.93,1.96,1.92,0.423,-0.2475,-0.5916,-0.7011,1.8466,2.923,2.1714,1.9942,28.7181,7.2917,8.4487,8.5699,0.6299,0.4645,0.4801,3.1674,3.9984,1.2321,1.3312,1.4351,6.3405,12.4437,4.1175,4.1574,4.1688,9.7928,1.934,1.9687,1.9559,1.9729,1.9614,3.5017,4.6856,1.4982,1.6147,1.5726,0.4044,0.0795,0.064,0.0926,0.0627,0.1056,3.5007,4.7343,1.4845,1.5851,1.6647,0.4661,0.0857,0.0995,0.0944,0.1019,0.0846,39.5
PARVAH,85.37,190.8,1.69,7.58,9.46,29.2,18,10,510.94,-4.8246,-4.0703,1.88,1.94,1.89,0.6185,-0.1654,-0.5509,-0.443,2.8015,3.0795,2.1219,2.1409,28.7734,7.1662,8.4613,8.4193,0.5978,0.6609,0.4721,3.1527,3.9288,1.2846,1.3698,1.2743,6.2148,12.4995,4.1419,4.1711,4.1866,9.6672,1.8781,1.9945,1.9319,1.9611,1.9016,3.5137,4.6333,1.5555,1.5011,1.5767,0.4039,0.0672,0.076,0.0906,0.0824,0.0878,3.4965,4.5895,1.4432,1.4737,1.6726,0.357,0.0705,0.051,0.0894,0.0551,0.0909,24.5
PASHIB,62.46,155.24,1.86,8.47,15.82,24.6,15.4,10.3,753.89,-3.1063,0.2544,2.12,2.08,1.87,0.3762,-0.2586,-0.5767,-0.5893,1.6569,2.9178,1.95,1.9021,28.8574,7.3262,8.5244,8.5306,0.6738,0.4169,0.4391,3.1605,4.0137,1.2157,1.3906,1.4074,6.4453,12.3611,4.0863,4.16,4.1148,9.8174,1.9205,1.9766,1.9601,1.973,1.9872,3.5408,4.7222,1.5737,1.4973,1.6512,0.3137,0.0636,0.0516,0.0799,0.0366,0.0819,3.5343,4.7245,1.5702,1.664,1.4902,0.3305,0.0427,0.0731,0.0816,0.044,0.089,37.8
PASMIF,82.45,180.6,1.52,7.92,6.94,30.3,22.9,16.5,582.2,-4.0961,-2.8215,2.06,1.96,1.88,0.4964,-0.2527,-0.5137,-0.5722,1.8887,2.956,2.0908,2.1116,28.6831,7.3195,8.4336,8.4771,0.7056,0.3697,0.4322,3.1664,4.0058,1.3231,1.2641,1.4186,6.3467,12.3831,4.205,4.0781,4.1,9.7738,1.9651,1.9408,1.9812,1.9448,1.9419,3.5121,4.647,1.4459,1.5739,1.6273,0.3546,0.0785,0.0539,0.0866,0.0541,0.0815,3.5003,4.6715,1.4778,1.5257,1.668,0.4003,0.0673,0.064,0.1098,0.0679,0.0914,37.7
PASNED,81.5,192.8,3.7,9.17,11.52,41.4,35.8,23.8,760.45,-2.8978,-1.4875,1.89,2.35,1.89,0.3097,-0.2546,-0.8987,-0.2114,1.649,2.9431,1.7564,2.8273,28.8177,7.2523,8.5491,7.0013,0.6422,0.6433,0.1434,3.162,4.0091,1.351,1.2663,1.3919,6.4617,12.433,4.1658,4.1215,4.1458,9.7955,1.944,1.9166,1.9826,1.9652,1.9872,3.5345,4.8706,1.6753,1.4607,1.7346,0.4936,0.1049,0.0788,0.109,0.0851,0.1158,3.1361,3.9764,1.2169,1.5596,1.1999,0.0989,0.0141,0.031,0.0177,0.0221,0.0141,41
PATBEU,83.18,180.8,1.56,5.93,6.57,31,25.3,14.8,526.15,-3.9016,-2.2176,2.02,2.02,1.89,0.475,-0.2537,-0.5469,-0.547,1.7808,2.954,2.0645,2.0612,28.67,7.3122,8.4547,8.4693,0.6825,0.371,0.3869,3.1671,4.0061,1.253,1.4022,1.3509,6.351,12.3793,4.0649,4.1733,4.1411,9.7947,1.9469,1.9424,1.9473,1.9656,1.9925,3.4998,4.6561,1.477,1.5216,1.6576,0.391,0.0995,0.0676,0.0658,0.0999,0.0581,3.4992,4.657,1.5001,1.6217,1.5352,0.3908,0.0897,0.0846,0.0656,0.1002,0.0507,38.6
